"Gene","logFC","adj.P.Val","P","SignedZ"
"rpmE",-0.321316911836736,0.672348762717464,0.672348762717464,-0.422926671231216
"yhfX",-0.296730784075833,0.675962592184374,0.675962592184374,-0.417978834508605
"dnaT",-0.129199769984549,0.677304680404467,0.677304680404467,-0.41614393752071
"fepA",-0.153540485926872,0.677493163066879,0.677493163066879,-0.415886357177887
"panF",-0.145833107285626,0.677493163066879,0.677493163066879,-0.415886357177887
"ygfS",0.266851400537705,0.677882892512026,0.677882892512026,0.415353840528422
"yggM",0.416798487561971,0.678343672991304,0.678343672991304,0.414724393408645
"pth",-0.0874452253039026,0.678582673488594,0.678582673488594,-0.414397972566331
"arnT",-0.1030813141455,0.679382314662864,0.679382314662864,-0.413306163540973
"hyfJ",0.388837449570396,0.68107047565793,0.68107047565793,0.411002808061043
"quuD",-0.562781004240426,0.681884824833308,0.681884824833308,-0.409892476153715
"mntR",0.262945808125794,0.682139875470237,0.682139875470237,0.409544828963045
"yaaW",-0.297156545298148,0.682984055676151,0.682984055676151,-0.408394520422053
"dgcZ",-0.12518474485948,0.682984055676151,0.682984055676151,-0.408394520422053
"waaZ",0.171842556912756,0.683430938114984,0.683430938114984,0.407785802051507
"rplC",0.0691309293004587,0.683699949374904,0.683699949374904,0.407419442752414
"uup",-0.0689808161616568,0.683699949374904,0.683699949374904,-0.407419442752414
"ygjV",-0.341934151495986,0.68490706109168,0.68490706109168,-0.405776181505912
"rimL",0.25818774148716,0.68490706109168,0.68490706109168,0.405776181505912
"yeeY",0.137581977384264,0.68490706109168,0.68490706109168,0.405776181505912
"sfsB",-0.297688764488104,0.684960971751844,0.684960971751844,-0.405702817615477
"ycjM",0.249754110070954,0.685288852788965,0.685288852788965,0.40525667033542
"xerD",0.084692973312037,0.685288852788965,0.685288852788965,0.40525667033542
"rplY",-0.143297733339372,0.688085158570163,0.688085158570163,-0.401455005805118
"uhpB",-0.115822233176527,0.688085158570163,0.688085158570163,-0.401455005805118
"nfrB",-0.103956496027155,0.688085158570163,0.688085158570163,-0.401455005805118
"yicG",-0.412156555194798,0.688109361257361,0.688109361257361,-0.401422126893034
"secB",0.0950410155328639,0.688109361257361,0.688109361257361,0.401422126893034
"yciC",-0.0934151200035577,0.688109361257361,0.688109361257361,-0.401422126893034
