"Gene","logFC","adj.P.Val"
"sodB",6.5235902225,4.7864895465364e-06
"gadC",-6.5444967075,4.26187217052206e-05
"hdeD",-5.61993685866666,4.26187217052206e-05
"gadB",-6.81986920816667,4.67252895106713e-05
"hdeB",-6.80976762266666,4.67252895106713e-05
"hdeA",-6.4414357895,4.67252895106713e-05
"mdtE",-5.02415649183333,4.67252895106713e-05
"fhuF",-4.719007413,4.67252895106713e-05
"yhiM",-4.3285045,4.67252895106713e-05
"glsA",-4.3071940915,4.67252895106713e-05
"mdtF",-4.0181922605,4.67252895106713e-05
"nfeF",-3.35085864116667,4.67252895106713e-05
"patA",-4.79153194116666,4.68313002070416e-05
"appC",-3.47143154433333,4.68313002070416e-05
"mcbR",-3.32657876166666,4.68313002070416e-05
"ybgA",-4.566726518,4.98042751859137e-05
"gadW",-2.99892757333333,5.88621465632863e-05
"mscS",-2.725292462,5.88621465632863e-05
"yhiD",-5.22223667766666,8.51148295785155e-05
"dgcM",-3.8606860625,8.53709633266666e-05
"appB",-2.89006605133333,0.000104238377773354
"ndh",-2.18040451533333,0.000129089822593277
"yciE",-4.127593253,0.000139271414564196
"ptrB",-2.04432144033333,0.000147590375392983
"dppB",2.2335014095,0.00016330391036077
"yhjD",-2.12323651533333,0.000176439346026636
"glaH",-3.24941855866667,0.000178805173059333
"grxB",-2.69483991833333,0.000206201222650015
"yjjU",-2.14413204366667,0.000208688115609669
"gadE",-6.90654513466666,0.000256013165411408
"nrdF",-6.7057216335,0.000256013165411408
"yciF",-5.19250169883333,0.000256013165411408
"csgD",-4.78778500916667,0.000256013165411408
"yehE",-3.58043685483333,0.000256013165411408
"lhgD",-3.367422976,0.000256013165411408
"ybiO",-2.946559952,0.000256013165411408
"yfdC",-2.77565047433333,0.000256013165411408
"ptsG",2.29468905633333,0.000256013165411408
"yfcF",-2.1178614675,0.000256013165411408
"nuoC",1.91381277983333,0.000256013165411408
"btuD",-1.90011345166667,0.000256013165411408
"tehB",-1.82863841083333,0.000256013165411408
"csgG",-3.53154671483333,0.000258965501678621
"yfdF",-2.20048664883333,0.000258965501678621
"yciG",-4.57733309233333,0.000261014255745681
"dctR",-5.00676680016666,0.000271819772186873
"osmY",-4.23207915216667,0.00030813595837774
"ydhS",-3.3371402075,0.000308911778237666
"ybaT",-3.1892505305,0.000308911778237666
"ugpB",-3.375889844,0.000323083963909956
"yjgH",-2.52321692083333,0.000323083963909956
"yjjZ",-7.440956009,0.000346714495142892
"thiG",-1.760014656,0.000346714495142892
"rihC",2.21870302633333,0.000407144780258397
"aidB",-3.20842250766667,0.000421709001364194
"phr",-2.99053439316667,0.000421709001364194
"ybiX",-4.70858839166667,0.000423287299280694
"adhP",-4.67527738966667,0.000423287299280694
"pdeD",-1.97483137466667,0.000423287299280694
"soxS",-2.46032073216667,0.000445937534718623
"yeaD",1.685079261,0.000445937534718623
"nuoL",2.22875306683334,0.00045579746339734
"talA",-4.13340538083333,0.000467981286931312
"aceB",-2.48129318083333,0.000489259892220047
"tktB",-4.14615421366666,0.000492505698182226
