"","Read_count_A.1","Read_count_A.2","Read_count_A.3","Read_count_WT.1","Read_count_WT.2","Read_count_WT.3","Read_count_B.1","Read_count_B.2","Read_count_B.3","Read_count_C.1","Read_count_C.2","Read_count_C.3"
"gloB",9.76757115497012,9.39345612490119,9.62851592657966,9.272222796881,9.93057660382045,9.41163146558118,9.81694132834897,9.81048787757256,9.00325911970945,9.10559845531387,9.24048404560909,9.71511804172804
"gloC",11.6598757420526,12.0767562257501,12.1325074133343,12.5482329494068,12.6694926885065,12.8821177047105,11.9571580656322,11.9708836104875,12.0591884715475,12.2325596742144,12.3034470165356,12.2742898252158
"glpD",10.0336564265919,9.83813410265628,9.79886314865711,9.72877860790413,9.58537162523786,9.66901683461387,9.9925163966519,9.94219978923422,10.0876828943791,10.0917846028975,9.9883607178415,10.4016231324632
"glpE",9.90581196948756,9.93796426300902,9.83978464000913,9.66849462391966,9.32856667379841,9.81947286267244,10.3457432104803,9.60889047750961,9.91606087318431,10.1595192982313,10.220172747978,9.90790754579392
"glpF",9.66380017397698,9.36626152105344,9.24008150854185,9.03633823806468,9.44458950602301,9.39358785013786,9.33077590670097,9.22898194492452,8.85039577929408,9.59735184303121,9.45842468541486,9.65293148378708
"glpG",10.7898323522101,10.4347799358967,10.7404552743361,11.0728825022661,10.7238269025179,10.8554782606753,11.1450399703413,10.7197229951269,10.8925008920968,11.1225036554415,10.9971434264355,11.2585327668352
"glpK",11.7536361993399,11.2619348369167,11.1576644614074,10.3757890777493,10.5197781588841,10.4392612238023,11.0997186251387,11.4029504153591,10.9283369752606,10.6341611007422,10.7377884695929,11.1274738523346
"glpQ",10.6505224416125,10.1758128002593,10.5218363210328,10.116896827515,10.4568825207544,10.2814159161827,10.5344509423338,10.9369185613911,10.5110887297254,10.5940219936817,10.5182541740164,10.8089329032267
"glpR",10.6909472844734,10.2068026569702,10.3956057625197,10.7577940658016,10.3958333631146,10.3296602518151,10.9854595309877,10.8014915188344,10.4318335348413,10.3490053350555,10.4588323135996,10.649991070594
"glpT",7.49320601138653,7.15128189428995,7.88728331300729,7.40740204761385,7.29600521305924,7.13314025503017,7.23914606084714,7.31118337392133,7.78087906287864,7.77060571530683,7.69936232645078,7.36350293571399
"glpX",9.14010982746102,9.13875824888036,8.51803190577057,9.61838523233442,9.45592034543281,9.47183597096381,9.37683331149928,9.24664146501257,8.9782808861068,8.86083853683328,8.9148411924857,8.94772158738279
"glrK",9.76961310741596,10.25372363212,9.93910440599078,10.0154491168394,9.8314060877348,9.99897215841826,9.85763392532261,9.52120349490064,10.1465185337694,10.239380938666,10.2738615672744,10.0051413824267
"glsA",8.30958654409226,8.2551077909622,9.7190355774144,8.30235964989662,7.73633355853844,7.09530535198409,7.9339074908823,9.25740237020371,9.56942976320253,9.22316564922727,9.08299808080466,7.55720104653884
"gltA",14.2882681875405,13.3955033168831,14.2011891322229,12.861085567902,13.4160906113368,13.320860559476,13.8020664606927,14.8491031298668,14.0716053603685,13.2161989811614,12.8840871028562,12.7428683104201
"gltB",16.8434548636459,16.41041109046,16.7015130132614,16.0639261082478,16.0073471250213,16.3180680259654,16.3612636106817,16.7324546213047,16.790416677648,15.285863341697,15.0354877939093,14.8558586190369
"gltD",15.6957482453752,15.9227828213545,16.276848020983,15.2572809259533,15.0274736981321,15.2567249232729,15.1927362764296,15.7728243613126,16.344627472588,15.4542996169248,15.1168158579014,14.727961898637
"gltF",9.74491681804945,9.27822060892083,9.69908644131605,8.95502732357935,9.44458950602301,8.83328959923608,9.62599893934496,9.92711587745784,9.24082082894394,9.03781904609756,9.07014056278016,9.11083006452303
"gltI",12.2933543562589,11.6740958425818,11.7909603737893,12.0005752389254,12.9470850473269,12.1840254413301,12.144996173529,12.4521186728632,11.3522209482101,10.5368645490868,10.6978110478799,11.1401216122012
"gltP",11.2501615378316,11.4068694430026,11.5901447385666,11.505375207835,11.2261123519714,11.2699856905526,10.8613667598141,11.4509037784284,11.7235744954188,11.1576516589128,11.2119354001372,11.3658057647827
"gltS",9.73867611447646,9.84908872932811,9.96558784627632,9.63288069404502,9.46042787722053,9.35147755804901,9.76695181977685,9.96453399591928,10.4039706161024,9.67636862907189,9.86798796551384,9.65645752717359
"gltX",13.6119976922039,12.9771639503723,12.9659337699061,13.8636515737099,13.6515952132201,13.5120286624272,14.148771486832,13.6567380021829,13.1919886879608,13.3844864140382,13.3307672894761,13.8474664245231
"gluQ",9.07884564376236,9.12440147316407,9.34284211259789,9.32673872453457,9.11645726793554,9.40906758350857,9.30578386822097,9.30615319784466,9.44473403187937,9.67859565314874,9.66919219493956,9.9487417207637
"glvC",6.88694650333207,7.39828373635175,6.71638675336338,6.64660541641813,6.7789707264572,6.81388552598316,6.95421053550474,6.90117269363092,6.95648539928314,6.83232464306543,6.83772972204299,6.92209850801408
"glxK",5.87841710385151,5.63374219949722,7.76643367512316,6.09375496913244,5.05949027211975,5.51073581112845,5.8419196128712,6.26201318377016,7.98103751091894,7.61174537421525,7.58823977137521,6.16682897684236
"glxR",6.27563408373092,6.3818655737878,6.58547856541021,6.30877574465257,6.49148840017005,6.05234766968378,6.59841510430711,6.54385378506272,6.47359149474754,6.35075015197216,6.48038387433746,6.63729308834637
"glyA",15.5985191341898,14.5197301407743,13.9979546758368,14.7160031305659,14.814701572453,14.8566007902557,16.1203536232164,15.6674111382652,14.56499478283,13.3199713319156,13.3581942549671,13.8424447837001
"glyQ",11.5024235330132,10.7945971558359,12.369789956573,11.6707918101056,11.2274352067722,11.3409718053272,11.7411499926407,12.0466941094175,12.4263444351632,12.1207206703198,12.1600582478704,11.9145341565447
"glyS",14.3005004368677,13.6213864845402,13.6745964711373,13.7817727526556,13.8300326537845,13.6553405665668,14.1304056267591,14.7642701883002,14.2840400592094,13.0876140479162,13.263962003039,13.7146729633658
"gmd",7.04395091185496,7.22050302702161,7.38600137703449,7.32936294859821,7.42165458143665,8.19995680667052,7.61902347567704,7.63816222269,7.8375604043616,7.10872516483339,7.19177063320518,6.60836292730291
"gmhB",10.4739412149109,10.4142744065766,12.5204955778061,10.6479042302297,10.6954297213905,10.57239025246,10.0029195074286,11.7285265798536,12.5809863284177,12.3403985062837,12.3293041965401,11.2327838992431
"gmk",13.3005959358262,13.4998004237476,13.3740022583468,13.5526115311694,13.7566861829419,13.7935780502504,13.332443923478,12.9194430411587,13.2062711755648,13.2936984612766,13.4853530746642,13.441570405855
"gnd",15.2108258126586,14.4787037877687,14.8940900205664,14.0920217009563,14.1497340721617,13.8390466486712,15.3278233598259,15.4388487436187,14.7754100967842,14.0577840685014,14.0232690904595,13.8641436326584
"gnsB",11.3380946119289,10.3134742599779,9.64350552399382,10.3353704467459,10.385204993569,10.0704792409493,11.3746705413243,9.34954350022688,9.93472801178546,8.04727028698675,8.70296322167566,9.48857892847493
"gntK",7.93315334379501,8.08013315882024,8.61553401896336,8.12908141901291,7.78028943447132,7.75910337746537,7.74012678618983,7.99730686764219,8.70571642927669,8.5610559412648,8.7162294659735,8.18405468263868
"gntP",8.15565803214368,8.33210567708021,8.15344377911943,8.01192808170075,7.77305595201673,7.82216790947408,8.29172789015281,8.20061745747137,8.20678199065656,8.08471172348317,8.0994869752612,7.98521792844033
"gntR",13.1052521596841,13.2371147298279,13.2248990484591,12.7905163281615,12.7510867481351,12.8604655897431,12.9695607100356,13.2058626680046,13.1060756378453,13.2042692439337,13.2240401918821,13.0891598380231
"gntT",9.54245924665885,9.29754414116274,10.0977141970605,9.27915103260812,9.04322353084606,9.26337926944866,9.24572798433223,9.55102867178969,10.0419259281664,9.8184609255538,9.67259848954439,9.69125188997091
"gntU",8.37006766919647,8.13846846920202,8.2739686429936,8.95502732357935,8.37962647239674,8.42986431053329,8.43694026638423,8.58721405343141,8.71438661189545,8.48927480062376,8.64344415757952,9.06380452948635
"gor",11.7344247029634,11.5746492480132,12.050538132922,11.7195655070578,11.6040862706139,11.5368700447468,11.5633790307608,12.1142866022481,12.250508873225,11.6558832888087,11.6760732756362,11.5749560232851
"gpmA",13.613987796761,13.6959377499141,15.0734126543325,13.7975397356167,13.6641050547309,13.4929382993878,13.24129368632,14.5056948371466,15.2087304896316,14.4725576573794,14.3661605192538,13.135058404759
"gpmM",13.2747710752637,13.1986633126214,13.3361004943589,13.9761025257696,13.9118100907396,13.8618406172324,13.3902158676726,13.5375875405575,13.2952706512563,13.1459137815226,13.1542611850833,13.146386822643
"gpp",11.1201743824283,11.2951572027836,10.3359560327275,11.7110522166124,11.7502117522763,11.7035780160122,11.4456602392489,11.0115114448516,10.6315439441469,10.744568110216,10.8103201315264,11.4716681343653
"gpr",10.4422893903391,10.4777628174765,10.6520563651574,11.3691651187523,11.0945642267698,11.0004733886998,10.5628538219392,10.86925991469,11.094438979827,10.4025291742726,10.6805745127394,10.5922520105516
"gpt",11.2862657247683,11.1117539324361,11.5441606429508,11.3429562298243,10.7644903689008,11.0968122255723,11.7076231861725,11.2392465271496,12.1011070365408,13.1865788553197,13.0293136690003,13.0100642000299
"grcA",10.0010046334633,10.8588746147991,10.6741217333752,10.9334690882101,10.8356095583298,10.4886632979659,9.65926447145119,10.2756472875759,10.4758342004485,10.6821202112767,10.7271810784254,10.5069360169041
"greA",10.6089321157587,10.9328201765085,10.7843946207637,11.2947737966745,11.2774642104703,11.3788041655046,11.529000875276,10.9510722295031,10.8230607728414,11.462661447706,11.4827392498662,11.7900526458354
"greB",9.84514031053361,9.93179443246479,9.26549743112266,9.30653592684607,9.77099957151527,9.68181788147211,9.66364247589431,9.6725826653967,9.03820825003768,9.12041964526361,9.0067769581601,9.57309458657135
"groL",15.8604997013308,15.2695259106552,15.0319724761642,13.487681247777,13.3148779687835,12.9320801123875,14.0421649811901,14.2999907570393,13.4389998822091,13.3081537763992,13.2370392894677,13.4118906004469
"groS",15.075940820451,13.397183575513,14.2716822812906,12.2615536405797,12.4030086781841,11.8759266698458,13.1755659034046,13.3268460988315,12.2579398987896,13.0702271911478,12.8989765811169,13.1226847306132
"grpE",14.4127892463438,13.5872833504596,14.5226414563386,13.0775489021009,13.2587312028606,13.2524327902512,13.791479082956,13.9973440700583,13.8599943619426,14.0579444556177,13.8837978416701,13.5674697010545
"grxA",8.02494813966615,8.3005214176311,7.70484517774874,7.49737291702665,7.70626645886072,7.54209562744923,7.80501634277279,7.7904930764621,7.06911289107082,7.52025935190393,7.46389094820223,6.79959441101577
"grxB",13.3413208774099,13.2203391003862,12.957112259614,13.6496888563973,14.0095262007246,13.7802485488206,13.262553935261,13.1515608270956,12.7380195873908,12.7133926149777,12.6746637840555,12.9354776524203
"grxC",10.8983234171129,10.5043374956876,10.9012481886863,10.8911380904831,10.8364767309191,10.9081726956597,11.0637333156279,10.9663185947069,11.0548850613871,10.3193405783007,10.508280680319,10.2697119594963
"grxD",14.3745624346267,13.8562741113361,14.5812258950163,13.8693055250943,13.9743064064654,13.9710282980915,14.770884865929,15.1333727116031,14.2660031749596,14.3350170071665,14.2398295235318,14.1931559332804
"gshA",13.0261160232756,13.0231077971027,12.9137233676811,13.1700548833846,13.2370586821886,13.0836530135439,13.0484687617793,13.1720532109947,12.8570505198111,12.6956348543161,12.744905013173,12.7160865650761
"gshB",12.2686621765542,12.0245654044042,12.4542467395267,12.4536778050917,12.3888910179036,12.3065144291362,12.0369399927946,12.1706943472776,12.3273952865973,12.1796903065732,12.0691340521903,11.5218219764899
"gsiB",12.4170486227198,12.5084688778468,12.7504204363253,12.3950955179519,12.1006446807925,12.1002894993436,12.200659383737,12.5698264483078,13.1935395750259,12.0787603364311,12.027011123296,11.2929202721677
"gsiC",10.6648551984932,10.6530093830555,11.3343291479706,10.3779419395633,10.0932363149554,10.3187743539638,10.4969162843261,10.5369550061104,11.9624422077221,10.9405511884953,10.9275731020767,9.7616974991194
"gsiD",10.9168666042829,10.9573248626341,11.5457571880064,10.9703192542535,10.996331822774,10.8365231890549,10.857550359737,11.497030657345,11.835583499322,11.3332989997977,11.4255955033109,11.4585999967752
"gsk",11.0779555557768,11.2404635569314,11.316202490976,11.6107322020257,11.254289801911,11.4353308278487,11.3388481712268,11.073331039087,11.3701608909158,11.8833642253284,11.8538659197798,11.9019643779832
"gspA",7.24548224539775,6.9701430449867,6.8152636409612,7.02265097489083,7.10165301356943,7.3196620865961,7.01039523127897,6.4433743927936,6.66524369943699,7.06846435731026,6.98776933905455,7.11929298263046
"gspB",8.43327647782182,8.24186531919464,7.95135798119095,7.9611149232052,8.11946434780109,7.8298603813865,8.52139485586444,8.51056598091948,8.36934445475475,8.28514512992914,8.02945515326731,8.78971008536903
"gspG",5.99564666521339,6.02568085562082,5.91394405306798,6.11469912244011,6.01275469896597,6.33914595558038,6.29264455084535,5.8826615737605,5.73889415191124,6.31667280160908,6.34971868338854,5.95247367703035
"gss",12.5179714412666,12.3742446553924,12.6486027533028,12.3731399088286,12.3124180041201,12.1510352444987,12.3782994197496,12.6056618362469,12.7182230109611,12.3955901964202,12.4003594874247,11.8004479864147
"gstA",12.4351712332688,12.3166147386851,13.012717392758,12.2347806871869,12.3269917539077,12.0071605957105,12.554532154654,12.9860532793945,13.0459626103514,12.5578664818088,12.5073545728264,12.2049525025939
"gstB",11.4164205505672,11.6233163065409,11.5517285454434,10.8888753612986,10.7844002170672,10.6018747135324,11.2279322805257,11.8275191933231,11.4790879412464,11.275622564338,11.1414766681724,10.9819039017384
"guaA",13.9073355023357,13.0296221568863,13.5362860959052,13.0151207013878,12.9376197011596,12.7878257477094,13.7244370678536,14.0494465842074,14.0521829240868,12.6709603178445,12.6781629523601,12.5554076531368
"guaB",13.635139825249,12.6713123679825,12.7977509534116,12.4452331779961,12.1264001405829,12.0294484501836,13.7489789757518,13.9819171165305,13.4657189883343,12.4018376645289,12.420251501185,12.1665220697431
"guaC",11.4144644129521,10.8282014611323,11.80569367762,11.485046730615,11.0689667641404,10.8816037975172,11.450735442079,11.4467966194814,11.7203504747136,12.327683920221,12.1652057155067,11.7057805725498
"guaD",9.01141602999739,8.530278977267,8.69826988642883,8.20382720987518,8.19716435919159,8.34654489566934,8.28036645523516,8.73506127219857,8.55457723790114,8.49686833012173,8.50123998880039,8.43466593608109
"gudD",7.71301965801063,7.72783774793699,8.20286927565626,7.26559819042834,7.38414821029927,7.37331746771636,7.52582968289698,7.39161805131793,8.1503809603566,7.81584800143659,7.62741268843258,7.05652002436933
"gudP",6.05082106463357,5.9290850967126,5.69887572441261,6.27201517918096,6.26175362279251,6.48319776374104,5.96153576959591,5.62150964987516,5.43297088302642,6.30513062501821,6.04591516670494,5.45909709240079
"gudX",7.81150683491594,8.11686842718616,7.9987778354846,7.6262232638637,7.82294392611118,7.86022607273374,7.60086091107319,7.97465281686422,7.84547874805088,7.99459396047283,7.99175702935122,7.75449133436156
"gutM",7.63446778793627,7.56716473577747,7.36442636321676,7.12890795101373,7.49385739351311,7.35209473467891,7.12931429304034,7.34692787151601,7.33985508773007,7.37935995775868,7.40361194872101,7.52667396070506
"gyrA",13.7688705128232,13.243770741295,13.839714257631,13.8095520020917,13.5365100993906,13.3100797885296,13.6088739030987,14.3016973324231,14.293291093836,14.1445682370548,14.0757464777036,14.1222559048514
"gyrB",14.3464528358597,14.082790050979,14.4888576637539,14.6396698853529,14.3287181128415,14.1964550530789,14.1526698415833,14.7732304668505,14.7536943463839,14.4068326552767,14.4353405339717,14.6901886686221
"hcaD",8.50857977090503,8.5993919307948,8.29691003971006,8.43237575601384,8.41721852863861,8.56960518743435,8.44713669467538,8.52176830853287,8.23718796253342,8.17268992854862,8.12707084977354,8.53770005255225
"hcaR",9.03197795104242,8.62511610297075,8.52452525831708,8.7001418892323,9.41238131409266,9.5829208776872,9.20124654943174,8.731206228632,8.79425340896233,8.42439032680573,8.42854405208629,8.11394948923375
"hcaT",8.94791073066561,9.31661223008205,8.78465281705613,9.42371456354496,9.26040914337115,9.52489957956725,9.14911820938542,8.92252674444986,9.18889014581437,9.18137144312882,9.30336134648713,9.8036432356245
"hchA",10.3152504399101,10.187943640118,10.8224322694773,11.5019247071947,11.750671840574,10.6751879654921,10.3320564590673,10.5750854535296,10.5011036100242,10.6931767241988,10.6045966528563,10.0325353337166
"hcp",6.48984345013712,6.85287343628367,6.23415018925337,6.66086477858499,6.50906619254894,6.9892561244222,6.35925202563094,6.88039414178009,6.73526224563822,6.99875127264086,6.74345633711387,6.66565095162653
"hcr",6.18006521726722,6.28142654641858,6.32667320321588,6.34461389568596,6.1980437729724,6.05234766968378,6.14931149694746,6.47148472537377,6.47359149474754,6.11976114902762,6.14798585624795,6.35311502636301
"hcxA",10.3054318147179,10.1653331259448,10.1448267881476,10.1322823144717,10.0264091927723,10.1339584412737,10.6180351177376,10.6294205243944,10.6799239144614,10.0198342270696,10.1338442040044,10.3804586297054
"hcxB",13.6938426639635,13.3545786145739,13.4400919780057,13.0964653446035,13.0250326081221,12.8339511065779,13.667131102565,13.7377328434246,13.7622704939937,12.5592267690604,12.5675957955624,12.6618611443866
"hda",11.0696929690805,11.0361255267423,11.3997935028294,10.7158588544986,10.4781538683792,10.6029967850275,10.6949035171466,10.9769366732885,11.3899111192785,11.6102410746731,11.6074357704052,11.326507168568
"hdeA",11.8157227647016,12.3303602933679,12.5410524320139,12.8319364631452,13.2085394478915,11.8628716231685,12.318824609436,12.9300951752234,12.5340154001056,12.1001007437269,12.1778448019509,11.9530337657668
"hdeB",11.9131465226175,10.6354001476053,12.3749632870296,12.3401191917799,12.7892086796721,11.0190863286311,11.9845368835802,12.6560850204624,11.7648440208781,11.6238837758949,11.3355322248973,11.4706670849181
"hdeD",9.86437574069348,10.4142744065766,10.1331920960178,11.2798844644451,10.7635788142641,10.0176047639641,10.0621531529543,9.84567488070862,10.7138227445501,9.77020011012882,9.87169731830865,9.43620655106514
"hdfR",10.2553105647237,10.6517586838274,11.0379844654623,10.5558212215859,10.7987094491294,10.8583001626389,10.4252440421017,10.6581250597695,10.7267339571356,11.1872792244792,11.0402995424225,10.7474411409993
"hdhA",10.3291621298908,10.2520738985127,10.4931619743698,10.8918915455788,10.7544314487275,10.1152062403161,10.085181985386,10.452857243404,9.82092859744187,9.93854171420215,9.72192890436261,9.38186084473795
"helD",11.8894003914226,11.9603478295729,12.3814598514637,11.959836347911,11.8510600605817,11.7569742754614,11.5750461359909,12.3458530290166,12.6149480803356,12.0359772457982,12.134968023038,11.9056727538289
"hemA",12.0479576314251,12.8192971295119,12.5865524503462,12.8870144823598,12.5705512757682,12.8667852340912,12.4121916259436,12.1809744047464,12.5139836673486,13.043369624279,13.0114356578055,13.066479570534
"hemB",11.9612851309493,11.931778954555,11.3133934484416,13.1882637645583,12.9240182728748,12.9161441968853,12.0907608865437,12.1653481933354,11.4160525132939,11.087735270038,11.0828422621818,12.1683754912431
"hemE",11.2420958889945,11.287929742924,11.3757594534717,11.6947372415413,11.4724871384242,11.3944414767344,11.3899435543043,11.6467423342024,11.4778156658056,11.15125158887,11.2460578955494,11.2515558015555
"hemF",9.63048124128017,10.0294060092539,9.97746690676869,10.6236153462339,9.8893844884181,9.9800957432839,9.66364247589431,9.62039786309811,9.75733259429668,10.1199169562904,10.0790683370002,9.91675555448901
"hemG",10.7603586360753,10.5812448605403,10.8375012457969,10.6805384624125,10.769947634367,10.8460318557362,10.9464678728549,10.8453888570773,10.7278046938288,10.6185872234121,10.7454909982526,10.7817469181454
"hemH",9.15580865180143,9.32918567928228,9.00495411801479,8.72403632916132,8.26058568724186,8.28633557740761,8.90101322353637,8.6538967190017,9.09574475970996,8.99019841546307,8.97677813979488,9.14637412080795
"hemL",13.281941470654,13.2704993723737,13.3204466778178,13.2104798802943,12.8782224841394,12.7781727112508,13.4382770039588,13.4706070761723,13.344963027006,13.1606258540341,13.2091648851242,13.3239989253837
"hemN",12.5692771545576,12.3466839318036,12.3532462872976,12.9111855092612,12.5266310220739,12.5226320964159,12.8447553630342,12.7499112022955,12.5099437264231,12.5960670991268,12.5447764213264,12.9836410483726
"hemX",11.1557385116111,11.099879970514,12.0513813128632,11.5350995993946,11.3208674852911,11.2833456680021,11.0981022554867,11.7793384773022,12.0836493543734,11.7003996992296,11.7383461362247,11.5362472862861
"hemY",12.6051649436118,12.1021602766764,12.575262413693,12.8574257598552,12.7996958601574,12.7707030976231,12.5758836172651,13.0036348195734,12.728155254888,12.4573662852027,12.5374393599346,13.1309456272636
"hflC",13.021196947416,12.546988197687,12.1226460763886,12.9397025688532,13.234100386318,13.2264579631615,12.7791908010913,12.8361008615916,12.2745210682695,11.8761056364455,12.1012421836292,12.8246695001174
"hflD",12.0433235775714,10.8512672489175,10.4009081306295,12.3728700845051,12.0197356845902,11.6718489350119,12.402729412658,11.9116638907832,10.9142973050221,10.6535364807548,10.7587721037104,11.8567040331362
"hflK",13.0652918834007,12.7391272972104,12.4700982404206,13.7672693862171,13.7727445071508,13.5923299960182,12.8874900810477,12.8194061017963,12.6705752288231,12.4770110191316,12.7359789817197,13.2348322501385
"hflX",13.6569517229336,13.7753204625101,14.2076329709727,14.7117422528739,14.4954278823709,14.1953395868086,13.4884948397336,13.8926941810598,14.0169220276386,14.4218237848253,14.4272346559989,14.5121469336248
"hfq",14.4223925544033,14.4853890370017,15.1324439128838,14.8410894120412,14.8101840577335,14.6104172200082,14.5154534551174,14.8422234885662,14.7563857693145,15.0262791318143,14.8729129781594,14.579511588667
"hha",13.1300989121726,13.0043665985949,13.5432960161776,12.798172790014,13.2303114924225,12.9136594274216,12.303126373985,13.0391425049861,12.5886682606598,13.0708631254839,12.5019797505735,12.705913831014
"hicA",9.19887757907653,7.67952523027709,9.03709584208844,8.83163779551335,9.45592034543281,8.97871101110658,8.59660289918205,9.17750354078375,8.25512841805394,8.49939064646418,8.10706234827405,9.34737028240151
"hicB",8.38613153600422,8.10228646676655,8.28930339592915,8.42406340496512,8.96289806153869,8.34117404268565,8.32528469514263,8.57865766851026,7.70456475543276,7.89846350136506,7.7060309019614,8.19379709843327
"hinT",9.14326329102635,9.62523533717398,9.65686426745843,9.10553428721693,8.69099226130874,8.88587121570026,9.7649157539442,9.09291807931903,9.78434400569243,9.08223623392172,9.02820893978061,8.43466593608109
"hisG",11.8719248287317,11.9774211788176,12.4793173661007,13.8661458766846,14.1391425173177,14.0280075655686,11.875537864568,12.5010394324546,12.9091866733958,13.7064701099927,14.0363412778288,14.139995430819
"hisJ",13.2335748763233,12.6832976799241,12.6090617821443,11.8048475354937,12.1593478523759,11.854887320377,12.8714942690062,13.0981308171878,12.5995301956915,11.4780856022682,11.4083335191922,11.6017215024415
"hisL",12.4965573493573,13.1140084131563,10.8912360752333,12.690133309341,12.8458593865558,12.9515904614848,12.9060843987126,10.0482439793045,11.6915542953656,9.95700672650687,11.4399076587512,11.7526557576164
"hisP",9.23479714262918,9.15297353402966,9.527092188048,8.66177484171805,9.19699687522163,9.22307711688148,9.68748684396934,9.66956467632705,9.88759928980464,8.8841856618002,8.86509004234452,8.40980567155438
"hisS",13.2581426522265,12.9673948737616,13.3317113837802,13.4119633986013,13.3394023781726,13.4798660126957,13.3799429612893,13.2427102592306,13.4225623139815,13.417611153097,13.3922287455495,13.5830698504244
"hlyE",6.38674675564952,5.9290850967126,6.44139630363827,6.21503593367835,6.61022990069585,6.0785795759416,6.22277753015198,6.06657838619678,5.20094966481653,5.81146856888625,5.71355356526495,5.64343100625828
"hmp",9.93885083277955,9.7356086907956,10.1914696210671,9.47288708812899,9.30870542410046,9.15737837644127,9.78112437974187,10.1302916829689,10.1271720494868,9.25932594575988,9.32949176738812,9.06910594297199
"hns",14.5513458628346,14.6344224528631,14.8729020056688,14.1119635828488,14.6225923540823,14.0074991148092,14.5928139648094,14.9749888750967,14.4665280639806,14.5852316708199,14.524865430957,14.5710129277765
"hokA",6.20456437647248,4.66234262720403,5.72191689573517,6.00675196102681,6.91685466619435,6.81388552598316,6.33739275227213,5.85432746086068,5.51593106211514,6.01006005861223,6.31509727065923,6.82494564215595
"hokD",10.0853931203557,10.5208727370527,10.7306625108376,9.87465628391053,9.98007353483712,9.80784157416531,9.79515905538255,10.5264290181373,10.5575965161494,10.4502330278017,10.6746413824105,10.6196051464951
"hokE",5.99564666521339,5.99420667159736,5.89384979735328,5.93781549647924,5.28455602576139,5.8537624535368,5.77809585771612,6.09101181563086,6.32232064042569,5.87558898642934,5.9244669409672,6.24428472804387
"holE",11.8575983892547,11.287929742924,11.6339579802578,11.1504905881612,11.2832001104714,11.2167398076275,11.7181842512718,11.5491363297163,11.2876138418572,12.1966881495438,12.2013224161003,12.6204883357615
"hpf",11.7781839788835,11.8566939756027,12.3321228404666,11.4573190323449,11.968444049938,11.5961098815176,11.2773318368494,12.0208775947847,12.008545735569,12.0711524212796,12.1146081619461,11.7682199807668
"hpt",11.5613646490488,11.5304206018429,11.2797310400316,11.8072458400638,11.8761570122453,11.9558269696592,12.0083971332468,11.4129100849907,11.3851685196132,11.5131347491158,11.6109907016308,11.5934679897542
"hrpA",12.4524336172131,12.5473245269819,12.9100092907176,12.6720443450196,12.6748358300917,12.6725801593583,12.3097753648196,12.6898647604645,13.0767524430235,12.4562309727036,12.5162683498087,12.1453485085841
"hrpB",10.876699869487,11.2144383971801,11.1845586578125,11.5019247071947,11.0585992409797,11.1871185006448,10.7870702969554,10.9469237808145,11.3939638326689,11.2070839448732,11.3379475582652,11.2951838896971
"hscA",12.374079335218,12.0925132672525,12.361655142662,12.2641747147916,11.9771202945495,11.8911628300714,12.3575076571087,12.5927094025256,12.6399048189625,12.0686075078662,12.1256785440819,12.3448242771527
"hscB",10.3012032890699,9.77978908095446,9.80153856458785,10.1104374622311,10.126233101282,10.2183831728952,10.4419066042791,10.0073945322546,10.0658328503687,9.89131790768895,9.82424763842781,9.90197857973088
"hscC",8.62595531623665,8.92760330237599,9.17554226493133,8.41150433428596,8.33121478394873,8.55111703611608,8.68971209209053,9.05178363354591,9.08909367747451,9.09396464345756,9.23473439997731,9.25270181962017
"hsdR",13.1072718700548,12.8864995249332,12.5687991155344,12.7323909300569,12.6144383416661,12.4884325120076,12.7827168681149,12.9205012228959,12.680286819702,12.3620365577879,12.3507248798064,12.7303762458049
"hslJ",9.92609214429865,9.98837846882009,10.2177470316178,10.0264700512361,9.79617991276661,10.0426311431869,9.98028385043766,9.98814359367617,9.68860509349494,10.3300052949652,10.0962913781129,10.1346620216837
"hslO",9.6123913823247,9.17751808428452,9.32621570998835,9.45668177985919,9.36508512947409,9.14510486628316,9.06886508705885,9.20555761234188,9.01031702118934,9.1608080551187,9.11590092424965,8.91864908191833
"hslR",10.2199068061999,9.25534436390093,9.9195336877994,9.71521983427722,9.79082100317044,9.85003880656282,9.62375372284252,9.57703196766249,9.2646265954698,9.95149199695459,9.74718767848442,9.96873338808364
"hslU",2.48754215384404,2.48754215384404,2.48754215384404,11.4091864883287,11.2221364940648,11.3944414767344,2.48754215384404,2.48754215384404,2.48754215384404,2.48754215384404,2.48754215384404,2.48754215384404
"hslV",10.9974820533061,11.3957060249844,11.4112241916415,9.98611208743602,10.0888762051119,10.3933050499295,10.7729567512305,11.2290331626351,11.4338768558742,11.4226996861816,11.643682037366,11.6099280657754
"hspQ",11.8776158057089,12.1369907871593,12.0499757390609,12.4320843825239,12.3581223784607,12.4509120042211,11.2851663646506,12.0024072365606,12.1167220894344,12.106524497567,12.3599973368503,12.5497308889891
"hsrA",9.7736883616188,10.1117614856199,10.0467575870485,9.76870666113459,10.020316421155,9.88551423595896,9.66582650563697,10.0034050499871,9.92915318926592,10.0715909027405,9.95378167315058,10.312803133068
"htpG",13.7483099512056,12.9567998200526,12.9310831257759,12.0313324040449,11.9790849125392,11.9421489499687,11.6645884044946,11.9031243073089,11.2298359448638,11.9065868099635,11.9611657842712,12.0270814384985
