"Gene","logFC","adj.P.Val","P","SignedZ"
"ldhA",-0.898453152857143,1.45461701724164e-12,1.45461701724164e-12,-7.07874887720067
"bfr",-0.960482958857143,1.54001215695764e-12,1.54001215695764e-12,-7.07083766189923
"mlaC",-0.507475225285714,1.71625229333192e-12,1.71625229333192e-12,-7.05578807250731
"yodC",-1.115435492,1.81945369688616e-12,1.81945369688616e-12,-7.0476647329296
"lamB",3.57112027424242,1.97940548289431e-12,1.97940548289431e-12,7.03592700459669
"mglC",2.9925571856,2.05648046046022e-12,2.05648046046022e-12,7.03059947571792
"btuD",-1.19645171929412,3.5666197077835e-12,3.5666197077835e-12,-6.95336986153425
"eno",-1.14681610714286,3.58114080698128e-12,3.58114080698128e-12,-6.95279690386385
"insF4",0.835288398571429,4.43724620841565e-12,4.43724620841565e-12,6.92250548131669
"pflB",-0.916356221562499,5.4291662989897e-12,5.4291662989897e-12,-6.89387780986326
"crr",-0.917207402571429,6.38404082174677e-12,6.38404082174677e-12,-6.87080545476537
"ybgA",-1.02472356205882,6.4835471633311e-12,6.4835471633311e-12,-6.86859900100588
"treA",-1.63155187371429,6.56881566525869e-12,6.56881566525869e-12,-6.86673450275726
"mnmC",0.587356648235294,9.73569430490259e-12,9.73569430490259e-12,6.81035685404857
"menB",-0.775520366911765,1.0355632090334e-11,1.0355632090334e-11,-6.80147089757298
"yebV",-1.54071929028571,1.09000910961053e-11,1.09000910961053e-11,-6.79408658316825
"hybG",-0.685654054485714,1.35262014124128e-11,1.35262014124128e-11,-6.76289420242855
"wrbA",-1.93991758628571,1.48279268608099e-11,1.48279268608099e-11,-6.74957458748533
"cfa",-1.26516390371429,1.48279268608099e-11,1.48279268608099e-11,-6.74957458748533
"gltJ",0.758499075257143,1.48279268608099e-11,1.48279268608099e-11,6.74957458748533
"yccU",-0.960959556764706,1.49744421787176e-11,1.49744421787176e-11,-6.74814775066599
"yegP",-2.11723864828571,1.59582110432983e-11,1.59582110432983e-11,-6.73890735311131
"lpoB",-0.587232698285714,1.59582110432983e-11,1.59582110432983e-11,-6.73890735311131
"epmC",0.5151552239375,1.59582110432983e-11,1.59582110432983e-11,6.73890735311131
"gnd",-0.780775415428572,1.66735461730636e-11,1.66735461730636e-11,-6.73253220878665
"ybiV",-0.780452488285714,1.82013357781674e-11,1.82013357781674e-11,-6.71976861476096
"fbaB",-1.83995293771429,1.88142354234606e-11,1.88142354234606e-11,-6.7149409814794
"mltA",0.574405222485714,1.94317251264329e-11,1.94317251264329e-11,6.71023047481176
"dnaK",-1.13352614945714,1.99509154847091e-11,1.99509154847091e-11,-6.70638191243353
"otsA",-2.02572728717143,2.03954762512742e-11,2.03954762512742e-11,-6.70316369632828
"yghU",-0.752710717685714,2.26459404917917e-11,2.26459404917917e-11,-6.68785884450497
"msyB",-1.96238592057143,2.8025233315023e-11,2.8025233315023e-11,-6.65659063811121
"prlC",-0.51312342,2.8025233315023e-11,2.8025233315023e-11,-6.65659063811121
"yiaG",-1.83223207668571,3.30390620299221e-11,3.30390620299221e-11,-6.63234705357678
"yceK",-1.74552275533333,3.30390620299221e-11,3.30390620299221e-11,-6.63234705357678
"insF3",0.767407411428571,3.45860364042421e-11,3.45860364042421e-11,6.62559152125823
"nlpA",-1.09322445471429,3.66317344164674e-11,3.66317344164674e-11,-6.61709853391941
"gltK",0.970145942647058,3.87981515503657e-11,3.87981515503657e-11,6.60859615062548
"pnuC",-0.666592885142857,4.0458714126871e-11,4.0458714126871e-11,-6.60238791950669
"yggE",-0.771548851228571,4.24189711093329e-11,4.24189711093329e-11,-6.59537240849501
"ptsI",-0.737679859314286,4.41280844390259e-11,4.41280844390259e-11,-6.58950988832423
"ybiU",-1.39792900457143,4.46613813259075e-11,4.46613813259075e-11,-6.58772601655159
"insF5",0.775185036171428,4.69627567304532e-11,4.69627567304532e-11,6.58025960310926
"tcyJ",-0.771306063333333,4.77090889929596e-11,4.77090889929596e-11,-6.57791497634368
"bdm",-0.696636641470588,5.07719625369412e-11,5.07719625369412e-11,-6.56865442020213
"uvrD",0.476261917342857,5.17336894699618e-11,5.17336894699618e-11,6.56585918006991
"fre",0.459589065714286,5.54789210550951e-11,5.54789210550951e-11,6.55543766339701
"mcbR",-1.19534174657143,5.68210390250147e-11,5.68210390250147e-11,-6.55186989205719
"insF2",0.801697383428571,5.68210390250147e-11,5.68210390250147e-11,6.55186989205719
"grpE",-0.630549313142857,5.68210390250147e-11,5.68210390250147e-11,-6.55186989205719
"ydhQ",-0.848265728529411,6.13043048304754e-11,6.13043048304754e-11,-6.54052242221276
"b1005",-1.52026873342857,6.15155191312327e-11,6.15155191312327e-11,-6.54000805726958
"osmF",-1.590801212,7.43506631296229e-11,7.43506631296229e-11,-6.51160775448624
"pepA",-0.400224059428571,7.43506631296229e-11,7.43506631296229e-11,-6.51160775448624
"ucpA",1.50546416505714,8.210931631739e-11,8.210931631739e-11,6.49668465985005
"msrA",-0.707148877771428,8.43877051335053e-11,8.43877051335053e-11,-6.49256390160169
"lon",-0.642698357428572,9.05991905418707e-11,9.05991905418707e-11,-6.48185916655692
"mlaB",-0.517429774514286,9.05991905418707e-11,9.05991905418707e-11,-6.48185916655692
"yceB",-0.411215624285714,9.78866369843714e-11,9.78866369843714e-11,-6.47017938964277
"fepC",0.784341450870968,1.15036110457073e-10,1.15036110457073e-10,6.44574213088545
"nadE",-0.578278121742857,1.17373755619516e-10,1.17373755619516e-10,-6.44269068230771
"yccJ",-1.33584949064516,1.26373194503045e-10,1.26373194503045e-10,-6.43147304604123
"mdlB",0.642689567714286,1.33112369873497e-10,1.33112369873497e-10,6.42357287849884
"otsB",-2.00657522131429,1.38967419793946e-10,1.38967419793946e-10,-6.41702027692279
"yiaF",-0.578850411885714,1.38967419793946e-10,1.38967419793946e-10,-6.41702027692279
"ydcV",-2.21739030160606,1.42531197599698e-10,1.42531197599698e-10,-6.41316276881489
"yobF",-0.889531706285714,1.42531197599698e-10,1.42531197599698e-10,-6.41316276881489
"yoaC",-1.59211703818182,1.49078906892302e-10,1.49078906892302e-10,-6.4063148937098
"iclR",0.699289070257143,1.51766952006174e-10,1.51766952006174e-10,6.40358836298243
"csgB",-2.24437057542857,1.68670469160438e-10,1.68670469160438e-10,-6.38745386640216
"ung",0.398044138857143,1.68792740873772e-10,1.68792740873772e-10,6.38734301388555
"panC",-0.677317044628571,1.70514701111809e-10,1.70514701111809e-10,-6.38579014954915
"hsdR",0.844298040588235,1.78370128202028e-10,1.78370128202028e-10,6.37889512400191
"malG",2.64099808882353,1.79460785672603e-10,1.79460785672603e-10,6.37796135093319
"pgl",-1.121594898,1.79460785672603e-10,1.79460785672603e-10,-6.37796135093319
"ygeH",0.592050923878788,1.79460785672603e-10,1.79460785672603e-10,6.37796135093319
"ddpF",-0.838229699212121,1.95301398023032e-10,1.95301398023032e-10,-6.36499083442443
"groS",-1.08340216725714,1.95716457513528e-10,1.95716457513528e-10,-6.3646649755681
"ybeZ",-0.658618952485714,2.04511460419752e-10,2.04511460419752e-10,-6.357914335479
"cnoX",-0.632759402352941,2.04511460419752e-10,2.04511460419752e-10,-6.357914335479
"murI",0.5368373636,2.12976058562205e-10,2.12976058562205e-10,6.35167996451233
"sodB",0.915579828571429,2.33425159052852e-10,2.33425159052852e-10,6.33756472663356
"hinT",-0.416510316857143,2.34530610108157e-10,2.34530610108157e-10,-6.33683651680267
"pdeR",-0.8176891596,2.49568231175611e-10,2.49568231175611e-10,-6.32725037900467
"yjgR",-0.948371558941176,2.74185068199832e-10,2.74185068199832e-10,-6.31271335618839
"yhcO",-1.14344543727273,2.78172220584296e-10,2.78172220584296e-10,-6.31047952187148
"dkgA",-1.41088770725714,2.79073530805866e-10,2.79073530805866e-10,-6.30997889005553
"ybcW",1.33489634314286,2.98597305019645e-10,2.98597305019645e-10,6.2995051894176
"ppa",-1.09459314424242,3.1154250111062e-10,3.1154250111062e-10,-6.29292319951985
"pgi",-0.906902114857143,3.41775434509868e-10,3.41775434509868e-10,-6.27853621109314
"malK",3.2706301230303,3.93015070789276e-10,3.93015070789276e-10,6.25677687227053
"mrr",0.621647305457143,3.98233728921218e-10,3.98233728921218e-10,6.25471843223125
"curA",-1.11075917628571,4.06622265496157e-10,4.06622265496157e-10,-6.25146421960638
"tap",-2.261093499375,4.11958679122916e-10,4.11958679122916e-10,-6.24942796744003
"nmpC",2.129923629,4.22476559833236e-10,4.22476559833236e-10,6.24548889183756
"elaA",-0.711500832142857,4.33736203489828e-10,4.33736203489828e-10,-6.24137672399751
"insA5",0.682573931117647,4.42229344725642e-10,4.42229344725642e-10,6.23834328687953
"preT",0.878243306125,4.45601132146638e-10,4.45601132146638e-10,6.23715475041328
"cobS",0.519874890542857,4.76121477145791e-10,4.76121477145791e-10,6.22677916597546
"eptB",0.943405331935484,4.85860841443832e-10,4.85860841443832e-10,6.22360453216811
"nadA",-1.06956291823529,4.97410904591687e-10,4.97410904591687e-10,-6.21991921903067
"b1417",-1.14911319914286,5.56712118598935e-10,5.56712118598935e-10,-6.20222272860256
"ydiZ",-1.13070496,5.83149216850826e-10,5.83149216850826e-10,-6.19491924282554
"fabR",0.568384041828571,6.329246998483e-10,6.329246998483e-10,6.18200512633051
"dgcM",-1.36843245414286,6.58904495937205e-10,6.58904495937205e-10,-6.17565326872882
"tldE",-0.420425844228571,6.86453534820046e-10,6.86453534820046e-10,-6.16917929716478
"hdeA",-2.715960042,7.2654981489326e-10,7.2654981489326e-10,-6.16019595997827
"btsR",0.784485488617647,7.6136345871553e-10,7.6136345871553e-10,6.15278008683801
"yicC",-0.559953753485714,8.11703312775226e-10,8.11703312775226e-10,-6.1426219177154
"relA",0.699105224121212,8.26951777181808e-10,8.26951777181808e-10,6.1396659814034
"cheW",-2.06703042141935,9.10879383367897e-10,9.10879383367897e-10,-6.12429161423455
"entD",0.979742336225807,9.74890913750621e-10,9.74890913750621e-10,6.11346773113237
"igaA",0.512880133028571,1.03489928770681e-09,1.03489928770681e-09,6.10393261919972
"pflA",-0.462453026685714,1.03489928770681e-09,1.03489928770681e-09,-6.10393261919972
"hxpA",-0.450518457393939,1.09653090016632e-09,1.09653090016632e-09,-6.09468509625869
"gpmA",-0.564985627151515,1.16439754086609e-09,1.16439754086609e-09,-6.08507092443054
"eutB",0.687523343142857,1.17354918264419e-09,1.17354918264419e-09,6.08381649094784
"nagK",0.599755235171428,1.17354918264419e-09,1.17354918264419e-09,6.08381649094784
"dppD",1.245789854,1.18021778359859e-09,1.18021778359859e-09,6.08290840504542
"manX",-1.25136059651515,1.19520217159599e-09,1.19520217159599e-09,-6.08088604499874
"ettA",-0.73734651030303,1.19520217159599e-09,1.19520217159599e-09,-6.08088604499874
"pdxH",-0.616105164058823,1.19520217159599e-09,1.19520217159599e-09,-6.08088604499874
"allR",-0.521163845352941,1.26295308997466e-09,1.26295308997466e-09,-6.07204019489553
"tehB",-0.455285491235294,1.26295308997466e-09,1.26295308997466e-09,-6.07204019489553
"cydB",-0.878218827142857,1.28633883157542e-09,1.28633883157542e-09,-6.06909395029213
"yjcF",0.537480236029411,1.30103739451909e-09,1.30103739451909e-09,6.06726876271977
"insA2",0.596620849714286,1.41522228956117e-09,1.41522228956117e-09,6.05373856122412
"narY",-1.67832387971429,1.45879336290279e-09,1.45879336290279e-09,-6.0488544935127
"ycjV",0.799499766727273,1.49102685463405e-09,1.49102685463405e-09,6.04533195678347
"insA6",0.571454393828571,1.51901471359199e-09,1.51901471359199e-09,6.04233307716967
"ompX",-0.745841424,1.5722038504261e-09,1.5722038504261e-09,-6.03677943482842
"manY",-1.26926833952941,1.59044936093407e-09,1.59044936093407e-09,-6.03491646910698
"gntT",0.897529613171428,1.71172105736424e-09,1.71172105736424e-09,6.0230390664151
"yfcA",0.525157511588235,1.75227964462306e-09,1.75227964462306e-09,6.01924916436654
"yniB",-0.515663650971429,1.75463171349745e-09,1.75463171349745e-09,-6.01903201124231
"csrA",-0.755046642,1.91910042839754e-09,1.91910042839754e-09,-6.00451046007902
"mdlA",0.5373542738,2.18259408752911e-09,2.18259408752911e-09,5.9835996443524
"ybcV",0.731792209705882,2.21705688877859e-09,2.21705688877859e-09,5.98104861335116
"grxC",-0.489591133228571,2.33045256410154e-09,2.33045256410154e-09,-5.97291925791416
"ybhP",-1.31921578142857,2.42798869122837e-09,2.42798869122837e-09,-5.96622940018129
"gadW",-1.66005563586207,2.44454510713899e-09,2.44454510713899e-09,-5.96511987254709
"maeA",-0.863112255428571,2.44454510713899e-09,2.44454510713899e-09,-5.96511987254709
"glsB",0.511264702424242,2.44454510713899e-09,2.44454510713899e-09,5.96511987254709
"zwf",-0.478177747571429,2.49049735331678e-09,2.49049735331678e-09,-5.96207830817733
"yafV",-0.504662968823529,2.62360342471619e-09,2.62360342471619e-09,-5.95356702099016
"hslR",-0.617348840285714,2.63216176512742e-09,2.63216176512742e-09,-5.95303425572353
"b2090",1.05313728485714,2.64959461745603e-09,2.64959461745603e-09,5.951954241487
"ygiZ",-0.471910894428571,2.69818703646135e-09,2.69818703646135e-09,-5.94897993868546
"yibF",-0.797290117142857,2.74841924252415e-09,2.74841924252415e-09,-5.94595960543965
"yqjE",-1.56025568124242,3.06360757423716e-09,3.06360757423716e-09,-5.9281531230506
"yjjU",-0.436822061942857,3.0932108723452e-09,3.0932108723452e-09,-5.92657343802847
"mutS",0.465783428344828,3.28331107933635e-09,3.28331107933635e-09,5.91676709205634
"rssA",-0.619819848285714,3.33660254034857e-09,3.33660254034857e-09,-5.91411719824321
"insA3",0.606231892514286,3.33660254034857e-09,3.33660254034857e-09,5.91411719824321
"yqjD",-1.55657679502941,3.34267662682428e-09,3.34267662682428e-09,-5.91381778700016
"ybhB",-0.660202061771428,3.34267662682428e-09,3.34267662682428e-09,-5.91381778700016
"yhaH",-0.657182096470588,4.02164956579422e-09,4.02164956579422e-09,-5.88330042870333
"pepT",-0.73092407846875,4.29019475075837e-09,4.29019475075837e-09,-5.87259740486714
"ghrB",-0.728457794545455,4.49459225406134e-09,4.49459225406134e-09,-5.86487941145103
"hyfH",-0.700696154117647,4.49459225406134e-09,4.49459225406134e-09,-5.86487941145103
"nanY",-0.986299267058823,4.74038773444546e-09,4.74038773444546e-09,-5.85603835920374
"rihA",0.920347938714286,5.30263530887569e-09,5.30263530887569e-09,5.83738536696916
"pdeF",0.844079879371428,5.30263530887569e-09,5.30263530887569e-09,5.83738536696916
"ubiD",0.555991256714286,5.30263530887569e-09,5.30263530887569e-09,5.83738536696916
"yhjG",-0.864183453885714,5.38146290329364e-09,5.38146290329364e-09,-5.83492543124872
"ybjX",-0.977496911,5.58854715913694e-09,5.58854715913694e-09,-5.82862636288789
"rmf",-1.6780466040625,5.90264371889335e-09,5.90264371889335e-09,-5.81949288278867
"lacI",0.7067503724,5.90264371889335e-09,5.90264371889335e-09,5.81949288278867
"insA1",0.623338860085714,5.90264371889335e-09,5.90264371889335e-09,5.81949288278867
"menC",-0.5249438572,6.14887241983218e-09,6.14887241983218e-09,-5.8126576659466
"chaB",-0.832286504090909,6.19246086720488e-09,6.19246086720488e-09,-5.81147546885942
"ydhS",-0.898336980147059,6.58824994741582e-09,6.58824994741582e-09,-5.80109693243884
"b3007",-0.511325304685714,6.67460953896883e-09,6.67460953896883e-09,-5.79891312893318
"tolC",-0.617161345727273,7.14730457166034e-09,7.14730457166034e-09,-5.78742626064584
"malM",2.77210830582857,7.20136476793478e-09,7.20136476793478e-09,5.7861599486512
"hydN",0.612464207647059,7.20136476793478e-09,7.20136476793478e-09,5.7861599486512
"dppF",0.985339296457143,7.29107132715e-09,7.29107132715e-09,5.78407891034647
"trxA",-0.432606136314286,7.98857873922475e-09,7.98857873922475e-09,-5.76869911444744
"yjgH",-0.95630300265625,8.08196418494019e-09,8.08196418494019e-09,-5.76673988749865
"yebF",-0.990799835,8.27412588835649e-09,8.27412588835649e-09,-5.76277665254423
"hypT",0.615560334787879,8.33818705061228e-09,8.33818705061228e-09,5.76147529316538
"hdeB",-2.83351747058823,8.4108925568834e-09,8.4108925568834e-09,-5.7600100549463
"btuB",0.585576571205882,8.43640980462126e-09,8.43640980462126e-09,5.75949872229564
"dppC",1.06321059494286,9.04286119711959e-09,9.04286119711959e-09,5.74776909783576
"fdnG",-0.6016446278,9.04286119711959e-09,9.04286119711959e-09,-5.74776909783576
"cmoM",0.368198026428571,9.04286119711959e-09,9.04286119711959e-09,5.74776909783576
"patD",-2.43184203290909,9.26900323333948e-09,9.26900323333948e-09,-5.74359005431821
"yjdN",-1.57506867790625,9.70390840777268e-09,9.70390840777268e-09,-5.73582453613221
"malF",3.11869370636364,1.03181012670932e-08,1.03181012670932e-08,5.72541530428135
"prpC",-0.337973106470588,1.03181012670932e-08,1.03181012670932e-08,-5.72541530428135
"ymcE",-0.404983008571428,1.03499558390313e-08,1.03499558390313e-08,-5.72489200500298
"dicD",-0.579307284114286,1.08462280858764e-08,1.08462280858764e-08,-5.71693547095738
"fepD",0.601217359914286,1.11815861179598e-08,1.11815861179598e-08,5.71175671690039
"thiB",0.447752891411765,1.11815861179598e-08,1.11815861179598e-08,5.71175671690039
"yciE",-0.485526193257143,1.19935809823524e-08,1.19935809823524e-08,-5.69981742081567
"rpiA",-0.689815877171429,1.22591790083128e-08,1.22591790083128e-08,-5.69608219892083
"psiF",-0.952108069121212,1.27171678776389e-08,1.27171678776389e-08,-5.68982225245105
"insB5",0.710362049,1.34862481161772e-08,1.34862481161772e-08,5.67978712586737
"efp",-0.591262684628571,1.34947907293806e-08,1.34947907293806e-08,-5.67967881223349
"soxS",1.06427460182857,1.4130070389456e-08,1.4130070389456e-08,5.67180506974268
"ivy",-0.677890166028572,1.4130070389456e-08,1.4130070389456e-08,-5.67180506974268
"cheA",-1.47517687942857,1.44310675429613e-08,1.44310675429613e-08,-5.6681938116039
"gloA",-0.457480543542857,1.46238624873339e-08,1.46238624873339e-08,-5.66591897088332
"glpQ",1.75829315085714,1.61193501978892e-08,1.61193501978892e-08,5.64920290842605
"mutY",-0.362252217942857,1.63445131068946e-08,1.63445131068946e-08,-5.64681754348829
"recC",0.321692780257143,1.71739881818472e-08,1.71739881818472e-08,5.63829723753169
"qorA",-1.067096609375,1.752076908027e-08,1.752076908027e-08,-5.63485303257198
"yafX",0.490179959057143,1.79901622043274e-08,1.79901622043274e-08,5.63029502924816
"dnaJ",-0.704002347714286,1.94475934262107e-08,1.94475934262107e-08,-5.61684481871998
"pykF",-0.815682052571428,1.97918972193963e-08,1.97918972193963e-08,-5.61381048908972
"uvrA",-0.490991161969697,1.98626959612872e-08,1.98626959612872e-08,-5.6131929007122
"galF",-0.77682076367647,2.0032514806159e-08,2.0032514806159e-08,-5.61172021270035
"ackA",-0.445797951114286,2.04967878387766e-08,2.04967878387766e-08,-5.6077550122574
"hisQ",0.762798057342857,2.3485995234539e-08,2.3485995234539e-08,5.58413963702541
"rzpD",0.6336479898,2.40650425236927e-08,2.40650425236927e-08,5.57990468152755
"hemF",0.421515557885714,2.40650425236927e-08,2.40650425236927e-08,5.57990468152755
"ybdR",-0.892622167142857,2.47443087435142e-08,2.47443087435142e-08,-5.57506104037044
"cbpA",-0.730385246685714,2.47762751755755e-08,2.47762751755755e-08,-5.57483628930963
"ahr",-1.13366182238235,2.56239471214106e-08,2.56239471214106e-08,-5.56897688614032
"dolP",0.399938256428571,2.7910541437878e-08,2.7910541437878e-08,5.55406262438503
"lolB",-0.557603128676471,2.90535807455574e-08,2.90535807455574e-08,-5.54704631131285
"mpl",0.325682053342857,2.96560856549418e-08,2.96560856549418e-08,5.54345503429536
"malI",-0.493953147514286,3.02638496052596e-08,3.02638496052596e-08,-5.53990342504791
"yfcF",-0.582099041485714,3.07190175469e-08,3.07190175469e-08,-5.53728857607089
"intD",0.568854408857143,3.51139805312047e-08,3.51139805312047e-08,5.51381394497798
"tcyN",-0.474283490514286,3.51139805312047e-08,3.51139805312047e-08,-5.51381394497798
"frr",-0.546704918,3.52483921847776e-08,3.52483921847776e-08,-5.51314184532411
"csgI",-0.571002755911765,3.65263513928362e-08,3.65263513928362e-08,-5.50687302540652
"bfd",-0.416118796285714,3.65263513928362e-08,3.65263513928362e-08,-5.50687302540652
"speA",-0.559454488411765,3.6577909296744e-08,3.6577909296744e-08,-5.5066246037584
"nagB",-0.612415124942857,3.67372211591768e-08,3.67372211591768e-08,-5.50585913108993
"gapA",-0.895026642235294,3.68398949598111e-08,3.68398949598111e-08,-5.50536750105548
"tas",-0.518105794942857,3.68398949598111e-08,3.68398949598111e-08,-5.50536750105548
"hcaE",0.571801010787879,3.78121327709258e-08,3.78121327709258e-08,5.50077694035997
"ydgA",-0.6147580584,3.81038838730881e-08,3.81038838730881e-08,-5.49942171111755
"insB1",0.676297883457143,3.83786797525739e-08,3.83786797525739e-08,5.49815441295847
"yiiS",-0.80699068617647,3.93692029576154e-08,3.93692029576154e-08,-5.49365823643401
"yceF",-0.3766595244,3.94632578350438e-08,3.94632578350438e-08,-5.49323702184333
"yddM",-0.905904524857143,4.00491972902872e-08,4.00491972902872e-08,-5.49063467560907
"insB6",0.671922072742857,4.02751756265082e-08,4.02751756265082e-08,5.48964088636127
"yqjK",-1.25341541588235,4.04293024146956e-08,4.04293024146956e-08,-5.48896617672057
"mepM",0.373799727142857,4.09158630487316e-08,4.09158630487316e-08,5.48685244300136
"ygiS",0.658959873588235,4.32735261444551e-08,4.32735261444551e-08,5.47694352061361
"diaA",0.2998490058,4.63900527503922e-08,4.63900527503922e-08,5.46461959828009
"insB4",0.71091831353125,4.70915608607896e-08,4.70915608607896e-08,5.46195645401259
"nudE",0.530606218342857,4.7856447972325e-08,4.7856447972325e-08,5.45909617900883
"fepA",0.824452294848485,4.78949042134777e-08,4.78949042134777e-08,5.45895354556702
"fucO",0.804839095714285,4.93123664264755e-08,4.93123664264755e-08,5.45377220089527
"glpT",2.13163113114286,5.03219399220862e-08,5.03219399220862e-08,5.45016913436159
"pfkB",-0.990654467714285,5.08751599726291e-08,5.08751599726291e-08,-5.4482243532843
"btsS",0.722805133,5.17495733966049e-08,5.17495733966049e-08,5.4451918682023
