"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene"
21002.360880164,4.78863729607834,0.260232645350448,18.4013703954383,1.28084179451651e-75,4.8889731296695e-72,"gdhA"
369.972260956261,2.77470857301535,0.201745167947355,13.7535317512011,4.85027670984559e-43,9.25675310074031e-40,"yraQ"
519.713008656888,-1.35527902113643,0.109857083799484,-12.3367467464379,5.74298144869386e-35,7.30698672988815e-32,"mprA"
918.986569475489,1.45049835117163,0.129266505785919,11.2209914111382,3.2164416318727e-29,2.45543154177162e-26,"apt"
661.937443928148,2.49780629993823,0.222400514062237,11.2311174750218,2.86827752543006e-29,2.45543154177162e-26,"rbsC"
3694.72568590281,2.79067119378205,0.253354670304176,11.0148796169086,3.23969396067151e-28,2.06098530798053e-25,"lysP"
494.312588591405,-3.00671822485095,0.275019879623998,-10.9327304955616,8.03923407496457e-28,4.07436893073611e-25,"ycgH"
493.518581409271,2.16907871388228,0.198501732821661,10.927253294212,8.53941615035076e-28,4.07436893073611e-25,"yedE"
1167.74711487785,2.55281190276027,0.254069958098553,10.0476731757874,9.40621295358053e-24,3.98927942709076e-21,"rbsA"
2089.20495715054,3.052039512981,0.312774343099249,9.75795994882012,1.70551369235855e-22,6.50994576373257e-20,"tsuA"
1830.48919547981,2.42193056759622,0.25183139111985,9.61727033641962,6.7601281237492e-22,2.34576445894097e-19,"sdaC"
851.594521559879,2.50848273858085,0.262170246593394,9.56814425426132,1.08841703339895e-21,3.46207318040315e-19,"sdaB"
931.166164530781,2.28898151304196,0.244110244799591,9.37683510547115,6.79827059828091e-21,1.99607683643371e-18,"rbsB"
10379.3017051759,1.90860591758414,0.206234705075296,9.2545331635008,2.15168599813225e-20,5.86641818205057e-18,"lysC"
7595.51119570591,1.30898503214181,0.147102105274784,8.89847925491378,5.66170687100768e-19,1.44071567510909e-16,"ptsG"
469.425413724218,2.95034659569336,0.341779413204057,8.63231219234342,6.0124012826769e-18,1.43433348099861e-15,"tsuB"
445.296868259298,1.57857803936457,0.183925276347302,8.58271397338435,9.26605542228085e-18,2.08050197334388e-15,"artQ"
614.707544252543,1.65755854483081,0.197839799372168,8.37828662428369,5.3703734653629e-17,1.13881752873834e-14,"rbsK"
3870.42011277481,0.959361940248397,0.119178755330055,8.04977311259482,8.29476617272874e-16,1.66637486743714e-13,"rplM"
580.583207680063,-2.212979068603,0.280044631811988,-7.90223706230052,2.73941774757951e-15,5.2281787712555e-13,"uspD"
1089.44804265657,1.09349413106426,0.139448041868257,7.84158828201647,4.44882982560009e-15,7.71871974741616e-13,"nhaB"
675.833076027237,1.0373160789074,0.132250857398617,7.84354898948468,4.37988140536239e-15,7.71871974741616e-13,"tatC"
1237.04515451998,0.917243583484464,0.120906161663039,7.5864089213318,3.28893345273492e-14,5.23077457878717e-12,"mutS"
168.240326038078,-2.20338813078579,0.290384391000261,-7.58783253878067,3.25300946080813e-14,5.23077457878717e-12,"yiiS"
30.8328575030629,-1.64792688291228,0.218135523602033,-7.55460117499599,4.20145262958021e-14,6.41477787484307e-12,"ycaC"
