"","42C_A3_R1_44C","42C_A3_R2_44C","A3_F181_R1_44C","A3_F181_R2_44C","A3_F228_R1_44C","A3_F228_R2_44C","A4_F244_R1_44C","A4_F244_R2_44C","A8_F232_R1_44C","A8_F232_R2_44C","A9_F200_R1_44C","A9_F200_R2_44C","A9_F255_R1_44C","A9_F255_R2_44C","A10_F210_R1_44C","A10_F210_R2_44C","A16_F258_R1_44C","A16_F258_R2_44C"
"yjbT",4.93675291392688,4.70146588405299,3.63308650754326,4.61497467490939,4.3029316966164,4.37644963529058,4.59791508392283,4.54728007240066,4.67805939060384,4.6810340526062,4.71542760364922,4.67347196965874,4.83743275181143,4.68214935124646,5.20276442258004,3.63308650754326,4.52081425862372,4.78048761238141
"yjcB",8.14727366779159,8.38416724586339,7.17834273317098,7.00628462089722,6.73985791037808,7.06555816317242,7.31078815507733,6.95436417351975,6.77746823524904,6.87402920884576,7.83928411923194,7.81688149541346,7.24832814032155,7.24555260722812,7.17040056006053,7.78399126512489,6.363329214422,6.62358449925007
"yjcE",8.51860915077286,8.49095060355992,8.81971498201133,8.88910679919733,8.87979054586284,8.84991887366292,8.69490848700651,8.6392440106038,8.78214257619162,8.82773283278065,8.66723862734471,8.72592244811747,8.84548314605767,8.65923175944786,8.83637219142986,8.97304272666515,8.97504998297659,8.71281742378803
"yjcF",4.82949238906884,4.79842409570513,5.11323293671253,4.61497467490939,5.08264737300082,4.67334647626497,4.83055706028802,4.74392286980105,4.4074310981435,4.1265188124416,5.30845274423884,4.99893732995107,4.53390301713065,4.83614287524921,4.97699605521174,5.09439533792807,4.71222595194293,4.4980157858399
"yjcH",4.57004927709466,4.53286823013936,3.63308650754326,4.16509669114171,4.49286174716124,4.79022502341676,4.36812042403923,4.90599823660902,4.71578076291042,4.90351095796985,4.52348608151923,4.33486443470711,4.93596939503202,4.83614287524921,4.50096997832443,4.25076681138757,4.52081425862372,4.83924622268768
"yjcO",8.67679182973705,8.65555846027984,8.27256970619013,8.81719726579016,8.81143061972406,8.52309611069055,8.58473068198433,8.70012317363975,9.02177483871108,8.99325637844855,8.71271693714674,8.74368094029422,8.67063012159799,8.69549621453771,9.0841563267367,9.07545473395548,8.9785224206771,9.0471574147118
"yjcS",5.42307672464309,5.51263362989836,5.65083095140398,5.31133940220921,5.3932837891692,5.51956717336741,5.17761359305924,5.28107332791326,5.18023368198719,5.55267057796264,5.34082167060026,5.75910905056352,5.39108392354318,5.14181518079602,5.88828560553405,5.94418298595145,5.59361670836337,5.65066445640287
"yjdF",6.08118261974661,6.1806527007305,6.18097429482343,6.11946680272437,6.30643551003568,6.21122414581437,6.23700522374943,6.2482022915321,6.44038659021104,6.50822681022707,6.3915267864787,6.23194407633464,6.2816170151882,6.40406362240609,6.00121408630453,6.53022681033883,6.29654247394701,6.36950772766215
"yjdJ",4.88454670868118,5.0427018611868,4.70162681774799,4.61497467490939,4.57225145727952,4.46196868696344,4.77763557795778,4.38358279886854,4.28972841542597,4.20194198468312,4.52348608151923,5.07565145278052,4.37248762601481,4.63924733054263,4.25132688423126,4.50019497238633,4.4048328262476,4.65065598554455
"yjdM",5.86555429432901,5.65055661035657,7.65912556014465,7.13551465895199,7.16547007431168,6.74914134927421,7.06509759604043,6.61367219181506,6.38612265269459,6.61451330573564,6.60305823141912,6.31781290490191,6.60504717033103,6.27924772656149,6.76820251977945,6.636214349754,6.83747661864345,6.75393615476797
"yjdN",5.20561537697303,5.00576481160072,4.70162681774799,4.74065584473814,4.3029316966164,4.8436671764301,4.15561294441457,4.28483244634807,4.59741969955275,4.71620356933276,4.71542760364922,4.82631836288031,4.00580916611298,4.16621215423541,4.25132688423126,4.50019497238633,4.4048328262476,4.30699302664778
"yjdP",5.51869285818869,5.6062348878694,5.11323293671253,5.31133940220921,5.82236488672002,5.75361009504185,5.63483356164378,5.67194146033907,5.48934207143751,5.67563687506933,5.51871762798696,5.57867925071133,5.59313284517952,5.58117599838667,5.69835816700597,5.20144797388567,5.73995678168366,5.85793035919019
"yjeH",7.61213994787765,7.74775486907836,8.33764472916145,7.9224099399131,7.89712955394345,7.82135195551476,7.92494346049357,8.04300024457451,7.53186621337408,7.76527235525817,8.19264384320314,7.53656518432773,7.7800840673506,8.0135356848295,7.70845049367163,7.64057345737462,8.03880631278174,8.0245098725398
"yjeI",8.69893188513284,8.67329834286432,8.48851287965167,8.65552283705421,8.77000263495053,8.39889767743914,8.48544963484014,8.37740072566052,8.39928718010481,8.29918401583149,8.45612246204297,8.41990469620561,8.56979921743289,8.50882278129367,8.54589432104062,8.80433107646592,8.7976900442977,8.66784922896313
"yjeJ",6.46112388944956,6.00983480991852,6.85906658452551,6.47209082697881,6.81246639717443,6.61725551056814,6.44659909276924,5.97056877151141,6.66887352252363,6.36717419329611,6.76502525945836,6.70289180012011,6.69021580149916,6.36370215935963,6.85832165715483,6.636214349754,6.79028263550518,6.8846036571689
"yjeM",6.44595057458028,6.52695057804511,6.18097429482343,5.83538970972159,6.14456471317696,6.17706777680965,5.63483356164378,5.99096748360471,6.02996506566807,5.90348340175183,6.48805708418797,6.46254438573845,6.40287530222142,6.212308547947,5.94594786340045,6.636214349754,6.40612050757885,6.60985613527944
"yjeO",5.20561537697303,4.886500035812,3.63308650754326,4.74065584473814,4.93972412932041,4.53868054699825,4.72159770313881,4.85488354790034,5.20356313646024,4.8449784385213,4.9668732140204,5.11207937436202,5.02592612135763,5.05891664746432,5.30073771723574,4.25076681138757,5.00650358929514,4.78048761238141
"yjfC",5.74293998506791,5.83303026214464,3.63308650754326,5.78933875811214,5.89334588093298,5.86735018182631,5.41245203981848,5.64585527741577,6.14472330853928,5.99843072817682,5.51871762798696,6.00761688648849,5.64533849823298,5.50510542324897,6.15454876937925,6.152681872269,6.07404919152419,5.9943766045885
"yjfF",5.69046194341306,5.90660472308066,5.65083095140398,5.7416022022066,5.84645319749081,4.94265249282845,5.60909911181868,5.44639384798498,5.87787789057512,6.06546152716586,5.91835873352192,5.82075879397481,5.59313284517952,5.73727546842561,6.10534773623887,5.88655072674052,6.01921969239471,5.62224611141563
"yjfI",5.74293998506791,5.87033065441415,6.31959892908442,5.90157395256748,6.52555433316403,6.26090720312972,5.90923086126327,6.28127773268526,6.01793252576498,5.9753206912371,6.7867094889868,6.07559689016761,6.13099865073902,6.26831614184194,6.45680029678587,6.702655541465,6.52708779362916,6.60985613527944
"yjfJ",5.97771885579009,5.92437558214864,7.24807772222137,6.65719695570082,6.67634479887671,6.95132525663996,6.46041926132496,6.6887411490229,6.54292966598784,6.5623829771259,7.1623657349273,6.54734770019033,6.35864505920025,6.46247898341169,6.88712457015351,6.88497372008249,6.74145037982373,6.97256534909179
"yjfK",5.45578035956525,5.56030603515984,5.65083095140398,5.58676256434708,5.63996305515284,5.36775786055769,5.58283133075901,5.44639384798498,5.5600283179113,5.51996016543177,6.12433356314468,5.55421415195197,5.42205630904229,5.65291642694423,6.33530399715993,5.99942119459646,5.9909413580057,5.75842996868804
"yjfL",4.642298581875,4.64884852256956,4.70162681774799,4.16509669114171,4.57225145727952,4.46196868696344,4.72159770313881,4.1667241589375,4.67805939060384,4.56619964562072,4.77117789376056,4.5548718419559,4.60356144309807,4.63924733054263,5.47537748451496,5.09439533792807,4.7944424545684,4.83924622268768
"yjfM",5.16509116552712,5.07842207729265,3.63308650754326,5.34520563012423,4.98952242651965,4.94265249282845,5.17761359305924,4.95467392436976,4.78689239814037,5.0615402296463,5.40304931978041,4.87229643459288,4.98190448566525,5.14181518079602,5.39120558106784,5.6267181997828,5.42805622815411,4.89469818999512
"yjfP",7.1868654317889,7.30111784312999,6.76654847710138,6.92677584571487,7.07045577786529,6.7830581805686,6.81116506567896,7.23695144889736,6.91666133019797,6.96805250868892,6.67477675135827,6.90799278491273,6.77050400960938,6.87965618200007,6.41747650628204,6.45480291606696,6.85286300028421,7.02488691366055
"yjfZ",4.93675291392688,5.0427018611868,6.02659886871444,5.0417028553543,5.16850227699907,5.26658475838893,5.28403073218119,5.38296213515877,5.62694653756583,5.41630899316114,5.67431851273119,5.50380188574203,5.42205630904229,5.16813610170634,5.30073771723574,5.6267181997828,5.80733743948621,5.33238187367126
"yjgA",8.34087134196693,8.36868907733119,8.8864255102155,8.74725358244014,8.80558478632529,8.77698015755268,8.78653259695154,8.78687270748667,8.68457363770718,8.62826407289996,8.86649119485164,8.54095686116891,8.61344123779134,8.60729955786801,8.79184792121921,8.92584222257815,8.85549571886972,8.83696740743514
"yjgH",5.03392436157757,5.07842207729265,4.70162681774799,4.99725047579285,4.98952242651965,5.19394364374265,4.77763557795778,4.90599823660902,4.82054806037489,5.17766372206512,4.59239375472224,4.61622996087783,4.45757362144054,4.72309041425032,4.25132688423126,5.38976268742832,5.12735474193223,4.9973238059138
"yjgL",7.84038640048098,7.96123542851622,7.43887777468886,7.42941311373232,7.0996336604148,7.17127086661885,7.18504997432762,7.45142746782646,5.61054584652086,5.74688717371996,7.64130482521026,7.8917528990969,7.27979612553241,7.21236646549078,7.5917215556106,7.16816698124645,7.71919158943956,7.71220113903784
"yjgM",8.95424798349837,8.85968016492419,8.70116912462179,8.86817191659189,9.05013029692125,8.61589323012682,8.63041814353081,8.43586953241256,8.35150949122011,8.31921226515873,8.81007814145557,8.59786767732061,8.73695119515445,8.71132519313851,8.745903373694,8.8556121097671,8.8249549270172,8.78377523079054
"yjgN",6.39940669018689,6.16598456107791,5.85210629922827,5.64048749456701,5.52272041855376,5.62892744770819,5.68479485785541,6.03085487063856,5.65912720638851,5.60019165909421,6.14158548746312,5.82075879397481,6.00106292893691,5.78536793479969,6.45680029678587,6.33335668265839,6.34142518293791,6.36950772766215
"yjgR",8.40387387871411,8.66572228065896,8.57198249263948,8.32752706643633,8.11636015450159,8.39528994530986,8.24022688157349,8.45012291163417,8.06017252571628,7.95382015972375,8.30834409255873,8.46344062757027,8.25237994371853,8.32548769803704,8.18158199112347,7.84339865078065,8.17839576198575,8.40357216709744
"yjgX",6.49098143069256,6.59341305670524,6.56092671817106,7.09977721642064,7.030593977846,6.80522332815083,7.37692544065968,7.05180986920245,7.30605177585683,7.42576425875563,7.25033442973991,6.96150202860822,6.81440408121178,7.03371044540095,7.07381465424996,7.44319731227821,7.29597191498883,7.30380541549529
"yjhF",6.24953257509893,6.13616441698402,6.02659886871444,5.87987950749974,5.52272041855376,5.57543387983359,5.68479485785541,5.74716504207009,5.64313838550209,5.8144241291609,5.81304223333318,5.87963689253404,5.76723746546803,5.78536793479969,6.10534773623887,6.37503704255909,6.20211276163245,5.97258587681035
"yjhG",7.92884567531987,8.13975832354298,7.31455559682502,7.52652683792831,7.51425409605907,7.64991474460825,7.52675877885053,7.41541762698202,7.99348853964564,7.86567533329923,7.61751802481067,7.87339820787852,7.58036199525894,7.74739248339777,7.52047910387616,7.72201519149768,7.65098250810683,7.60691797640483
"yjhH",6.28427931888249,6.12100480059887,5.85210629922827,5.78933875811214,5.93863219596766,5.82303295494604,5.63483356164378,5.67194146033907,5.89123844572603,5.63090814237463,5.81304223333318,6.23194407633464,5.83523057396743,5.96182766832672,6.00121408630453,5.8262888581086,5.38294112587837,5.73232081703138
"yjhI",5.31931783776761,5.38473758797673,5.41165779364327,4.95085967586264,5.4597041410963,5.03300760463007,5.28403073218119,4.85488354790034,4.59741969955275,4.56619964562072,4.52348608151923,5.33885944209258,5.25852506091034,4.83614287524921,5.20276442258004,5.76312252034797,4.94057729031559,5.21795812406669
"yjhP",5.31931783776761,5.14657251081051,3.63308650754326,5.41019892727068,4.49286174716124,4.94265249282845,5.06020391452955,5.08854855922675,5.73621227295436,5.64599248846982,5.46224194985909,5.27844997373123,5.51053528350444,5.31454362444858,5.47537748451496,5.09439533792807,5.23640610204641,4.94727573290681
"yjhQ",5.07939761626174,5.00576481160072,3.63308650754326,5.44143468930269,5.2091011940285,5.43075741728703,4.88076949764448,5.31601383396506,5.5427283073685,5.60019165909421,5.16923004343061,5.24704275218809,4.88790084857557,4.96919315855247,5.20276442258004,4.68750489437443,5.18318280643286,5.33238187367126
"yjhR",5.66339801671314,6.04254556310437,5.41165779364327,5.9439251528123,5.98242626451559,5.51956717336741,5.90923086126327,5.86359926531149,5.5427283073685,5.55267057796264,6.20848184309392,6.05892137893678,6.02041152668604,5.98908126915494,5.82799152047984,6.29037415914602,6.65608747583771,6.26739095785131
"yjhU",9.63010484964059,9.58634285867906,9.6711528552169,9.85692494092849,10.0735850624627,9.97362122756001,9.88959130328805,9.98041301074787,9.76190737118733,9.80604154618964,9.67037525855795,9.65075536486933,9.83473900874302,9.76680349562413,9.77098208831814,9.83193439810489,9.945034849545,9.91258181485279
"yjhY",6.75890774814137,6.82242094180277,6.31959892908442,6.7871906188645,6.77663074201722,5.99203110744364,6.36064715355505,5.92881025278041,5.86438069136692,5.89112310298674,6.27224917036519,6.71336764951497,6.26567894049628,6.27924772656149,6.15454876937925,6.29037415914602,6.27353875488763,6.26739095785131
"yjiA",8.8647728568964,8.73009411763139,8.43004980941893,8.35790292427434,8.56724340524681,8.62823599086714,8.61231675580717,8.73254119873088,8.60146064887555,8.73641911259478,8.50219142997775,8.69496041047461,8.69114004398297,8.80465645162294,8.61569685730787,8.23559796812777,8.42759454930449,8.35979032873183
"yjiC",5.86555429432901,5.85181266994369,4.70162681774799,4.85132445508372,4.64465788796588,5.03300760463007,4.59791508392283,4.38358279886854,4.82054806037489,4.95886289404139,5.05236159536147,5.14735322797423,4.60356144309807,4.79992205056658,5.09563611737945,5.09439533792807,5.12735474193223,5.0909056597944
"yjiG",4.642298581875,4.886500035812,6.85906658452551,5.66652265052888,5.69475976210165,4.94265249282845,5.06020391452955,4.74392286980105,4.75201055190033,5.0615402296463,5.24092581165745,4.72725428460784,4.60356144309807,4.68214935124646,5.39120558106784,4.68750489437443,5.12735474193223,4.78048761238141
"yjiH",5.12306534594539,4.79842409570513,7.60716068400626,6.19070890177711,5.49161296401067,5.36775786055769,4.83055706028802,4.90599823660902,5.08178164090293,5.28302379251649,5.30845274423884,4.95841504698883,4.83743275181143,4.68214935124646,5.62830789136573,4.84220496457795,5.18318280643286,5.0909056597944
"yjiJ",5.03392436157757,5.27169859388576,5.41165779364327,5.34520563012423,5.03708665633643,4.8436671764301,5.21418468324317,5.12975543965837,5.45242955029918,5.69020573402545,5.30845274423884,5.11207937436202,5.61950392856642,5.35955704451597,5.39120558106784,5.76312252034797,5.23640610204641,5.25735377551842
"yjiK",6.47613295894183,6.23779506381416,7.37807042417384,6.47209082697881,6.3887366730508,6.29305464699208,6.15363981816946,6.29752086119213,6.09998350346376,6.10836308072079,6.37716993798795,6.4116518196627,6.56689510731481,6.18924593264447,5.82799152047984,6.60177185140853,6.27353875488763,6.43360998390545
"yjiL",5.24475940252074,4.96750436580576,6.85906658452551,6.22497804531655,5.52272041855376,5.07548371821319,5.21418468324317,5.08854855922675,5.64313838550209,5.67563687506933,5.05236159536147,5.14735322797423,5.18618001555915,5.33726239785783,5.82799152047984,5.29935445695104,5.23640610204641,5.0909056597944
"yjiM",5.45578035956525,5.17915661779621,8.33764472916145,7.64241531578771,6.45121721452908,5.51956717336741,5.75627450763531,5.4769176276861,6.2906512290249,6.28622377123907,5.46224194985909,5.50380188574203,5.53867716530266,5.35955704451597,6.67190749135852,5.8262888581086,5.51358890898564,5.88166961416094
"yjiN",6.44595057458028,6.51555845555859,6.31959892908442,6.54105712913696,6.40462343612402,6.22798670531172,6.22073501610696,6.37597634661585,6.89759811993263,6.80555105481184,6.59073902602895,6.5355450079067,6.2816170151882,6.50934597110103,6.70474569706441,6.56645825536556,6.50764459822471,6.55355140092646
"yjiR",7.8115855527964,8.09151412908287,7.31455559682502,7.28606701712751,7.36255466828533,8.04990216019485,7.93470374733991,7.82486550533762,7.78290075783199,7.76527235525817,7.99028504050551,8.1762180262985,8.26417023498949,8.221478777478,7.67605897259284,7.62371412788188,7.40375299242855,7.76207611424346
"yjiT",9.83807488089682,9.5702124068622,8.74976442793893,8.68276158296217,8.58100154957483,8.50981385802714,8.61837587233514,8.65470679060276,8.38579754401618,8.43589615552685,8.87901000511343,8.90567282960212,8.86366317096212,8.8642684467194,8.70646394917143,8.84114570964215,9.04626977211709,8.98044377583063
"yjiV",8.64129761969013,8.73009411763139,8.39990275962117,8.24459695616606,8.05353787764122,7.92521989744925,8.16765191770581,8.04769885734497,8.33288278291945,8.30365890225138,8.23615575038639,8.25976664296727,8.0492617680154,8.3484580027567,8.33440188202666,8.59607079101005,8.34385008518393,8.40748705379541
"yjiX",4.30133462589586,4.592862450309,3.63308650754326,4.99725047579285,4.57225145727952,4.27860482299157,4.59791508392283,4.28483244634807,4.35119057042684,4.78276109615748,4.52348608151923,4.72725428460784,4.45757362144054,4.31879874634783,4.50096997832443,4.97584218769579,4.71222595194293,4.65065598554455
"yjjA",8.18365174164872,8.40252388931703,8.20440973781426,8.26076626697172,8.4446643513644,8.38804722792295,8.32051256739062,8.29686702816101,8.44769455713424,8.59398485326512,8.30834409255873,8.33872631784841,8.35516652884066,8.36357026289665,8.41495017387508,8.25757284960917,8.54003190940922,8.63150481230755
"yjjB",5.03392436157757,4.92779734389209,5.11323293671253,5.58676256434708,5.24831639536764,4.94265249282845,5.13982929869587,4.74392286980105,4.88458392276603,4.90351095796985,5.27517474207817,5.11207937436202,4.83743275181143,4.90483730501287,4.97699605521174,4.50019497238633,4.7944424545684,4.78048761238141
"yjjG",7.50092619164082,7.673951955844,7.84996468751049,7.64858644392698,7.39421149140533,7.79416563030417,7.81824011620881,8.07557228192907,8.14541675139241,8.01791236541126,8.00408906951879,7.67032965806617,7.7468020202255,7.77784954208962,7.62605506649664,7.53630264162529,7.68549305762253,7.53695273641743
"yjjI",5.88875971970853,5.48809563000325,8.79677351059843,8.49060614945114,8.90734347120691,6.45757864007206,6.62859668704348,6.50685801072058,6.35816976069704,6.65059298107779,5.83479061012694,6.02493717206597,5.67066021810564,5.83174909338773,8.02347466052124,6.37503704255909,6.27353875488763,5.95043335450279
"yjjP",6.6708535900781,6.30601981083232,7.17834273317098,7.13551465895199,7.57069425238898,6.629771832628,6.23700522374943,6.12568544254388,6.05371143695252,5.95180343537733,6.34800002773509,6.43733189484761,6.21671974622735,6.18924593264447,6.67190749135852,5.69672773991459,6.17744846280234,6.35300603665126
"yjjQ",4.82949238906884,4.70146588405299,3.63308650754326,4.79757900676374,4.64465788796588,4.46196868696344,4.27133415550656,4.80099733372405,4.94479787727675,4.6810340526062,5.05236159536147,5.14735322797423,4.88790084857557,4.79992205056658,5.30073771723574,5.38976268742832,4.52081425862372,4.94727573290681
"yjjU",6.87583986498159,7.14176849268371,8.99117317402573,7.48571213900574,7.46297212618231,7.24569513997521,7.16852170074148,7.27769432104198,6.97840976539443,7.11891323313455,7.00551686494865,7.14971269768247,7.24035126144236,7.13769116367123,6.94302519685417,7.16816698124645,7.51360805960071,7.20777066602566
"yjjV",5.60748684469855,5.46306134003044,7.89395388207191,5.7416022022066,5.79782543735442,5.70517744778039,5.52859249831238,5.64585527741577,5.67491855852631,5.60019165909421,5.27517474207817,5.30903955035801,5.42205630904229,5.59949519258805,4.97699605521174,5.38976268742832,5.96205191530352,5.67846400982011
"yjjW",5.51869285818869,5.53669703516271,6.44551226664103,6.59387097399703,6.97913589676942,5.68026160069129,5.50056454521936,5.41509099311983,5.69051775821263,5.71885751817364,5.49080167156848,5.27844997373123,5.64533849823298,5.40294419316843,6.41747650628204,5.99942119459646,5.28729483479266,5.90498956587502
"yjjX",7.8573933241664,7.8673140961849,7.70927038524372,7.80035843702956,8.02862454984072,7.66200469978235,7.75900974861935,7.52083322832185,7.83022675419872,7.98483010393279,7.91920089386358,7.73279952011522,7.82860175209781,7.93469771719704,7.75570467045204,7.84339865078065,7.89894122730784,7.97783268128201
"yjtD",6.8185871614967,6.84971743382946,7.02768074415891,6.60676782264349,7.1092278077141,7.03785192627661,6.8533284238506,6.94424015842997,6.57549679398903,6.65059298107779,6.92981502767931,6.80429151130909,6.85697670002804,7.01454241944119,6.33530399715993,6.05246903051032,6.79028263550518,6.60985613527944
"ykfA",6.23182267167567,6.15115637864558,5.85210629922827,5.83538970972159,6.10582095768649,5.95175662019072,6.10104955780062,5.97056877151141,5.95609159023865,6.08708275923943,6.4611563874475,6.21709380256061,6.20000205466805,6.1176140445001,6.10534773623887,5.8262888581086,6.25014226828785,6.36950772766215
"ykfB",6.19569853857476,5.77501096637472,5.65083095140398,6.13763099317835,6.06593404555008,6.03112779521137,5.96971961422237,5.72257470740977,6.09998350346376,6.07631548134633,5.51871762798696,5.84067927481933,5.89987375639426,6.06766397407515,6.10534773623887,6.05246903051032,6.07404919152419,5.90498956587502
"ykfC",7.9126696419447,7.81794242927908,6.94588606373393,7.43657305600326,7.24586927156027,7.31642088318533,7.48076716542598,7.65028889594202,7.76561273704347,7.71230446067642,7.71038231452428,7.78285464950711,7.65407427792324,7.76270191085847,7.6595842827249,7.51816049447786,7.74395531149972,7.7435758235798
"ykgA",5.84193286255585,5.6062348878694,5.65083095140398,5.41019892727068,5.49161296401067,5.26658475838893,5.41245203981848,5.56422357216932,5.02906604506594,5.13265064223492,5.76842902868848,5.57867925071133,5.64533849823298,5.68732708725459,5.69835816700597,5.38976268742832,5.70490681585558,5.50171379041094
"ykgE",5.88875971970853,5.6062348878694,5.41165779364327,5.55901907351873,5.72130550332168,5.57543387983359,5.28403073218119,5.2450627420394,5.10721926781032,5.13265064223492,5.59890943917246,5.89869251312325,5.61950392856642,5.87654627700734,5.82799152047984,5.38976268742832,5.59361670836337,5.83375512896504
"ykgF",7.15036305957375,7.24087059932252,7.49720121864706,6.91651535910747,6.68927964204264,7.00959321036975,7.30324653404349,7.00392512877145,6.96627390545806,6.79273472447106,6.99627267936421,7.23160700040949,7.12370658363414,7.20675940421818,7.12292865420647,6.702655541465,7.17936494684296,7.08522442279919
"ykgG",6.31816737466168,6.13616441698402,6.02659886871444,5.78933875811214,5.77281603234696,5.99203110744364,5.7792504789042,5.77129764689455,5.57709327794849,5.92786324105648,6.12433356314468,6.30386963448951,6.03948491600759,6.16578594699981,5.82799152047984,6.20014024006748,6.15232869322459,5.85793035919019
"ykgH",4.98645277565771,5.3009821541498,3.63308650754326,4.46736941045288,4.18162853727782,4.98879237506108,4.27133415550656,4.74392286980105,4.45952202205521,4.47970761623272,4.92138645032296,4.91625943662476,5.35929831079347,4.63924733054263,4.84325707913015,4.50019497238633,4.52081425862372,4.78048761238141
"ykgJ",6.61793546284329,6.65685408185145,7.60716068400626,7.68506489727499,7.50703980638439,7.33167210950184,7.07401000625508,7.10721516820831,6.55930836074039,6.74693488742098,6.7867094889868,6.86179897758731,7.29527318172672,7.49103404703805,6.88712457015351,7.34359574286988,7.53270502328172,7.3122230961771
"ykgL",4.642298581875,4.31788811179191,4.70162681774799,4.28285562215803,4.88741296298446,4.16159738828837,4.59791508392283,4.01149444854987,4.28972841542597,4.56619964562072,4.36385099802716,4.48849882821034,4.83743275181143,4.44147386473064,4.50096997832443,4.50019497238633,4.52081425862372,4.18497389918813
"ykgM",4.40247933426966,4.46799019425996,3.63308650754326,4.85132445508372,4.40430772628083,4.27860482299157,4.72159770313881,4.54728007240066,4.45952202205521,4.60621499373757,4.36385099802716,4.5548718419559,4.53390301713065,4.76228807612411,3.63308650754326,4.97584218769579,4.26567492785051,4.89469818999512
"ykiA",6.08118261974661,6.09016636234069,5.85210629922827,5.8578225519463,5.69475976210165,5.43075741728703,5.75627450763531,5.31601383396506,5.8089625211786,5.70461128774866,6.28773734752995,5.91747757413383,5.98143049192521,5.87654627700734,5.47537748451496,5.88655072674052,5.902321315557,5.92790589154474
"ylaC",8.09091945345661,7.93622400742327,6.18097429482343,6.39951586202689,7.0996336604148,8.85779982666049,7.39121525146815,7.35584282505759,7.65726120627559,7.67817670776008,7.92405093703823,7.91437093362277,8.52479271895,8.48369002917978,7.40647965340854,7.57191068743493,6.42702920826726,6.65064328948796
"ylbE",6.02006643679374,5.85181266994369,5.85210629922827,5.7416022022066,5.4597041410963,5.75361009504185,5.68479485785541,5.81826153473042,5.90446531271823,6.09776481906811,5.64967453110186,5.97228903042116,5.94127736003266,5.58117599838667,6.10534773623887,6.10350399619158,6.07404919152419,5.75842996868804
"ylbF",4.93675291392688,5.07842207729265,4.70162681774799,5.27647755058689,4.93972412932041,4.89436664958168,4.88076949764448,5.2450627420394,5.27084888377275,5.28302379251649,5.05236159536147,4.99893732995107,4.78423798095493,5.19386074530911,5.30073771723574,5.20144797388567,5.00650358929514,5.40296652318183
"ylbG",6.08118261974661,6.2926437945633,5.41165779364327,5.78933875811214,5.82236488672002,5.62892744770819,6.08305512370198,5.64585527741577,5.67491855852631,5.87864613542799,5.76842902868848,5.64935571013384,5.51053528350444,5.94798908595709,5.30073771723574,5.38976268742832,5.47156391489208,5.43677320138167
"ylbH",4.88454670868118,5.14657251081051,5.85210629922827,4.99725047579285,4.83224625876807,5.07548371821319,4.66192084768683,4.74392286980105,4.22140275225257,4.52413368421173,4.52348608151923,5.11207937436202,4.7279065450656,4.59411665161004,4.68843448278856,5.55262700538036,4.87017303118075,4.30699302664778
"yliI",5.88875971970853,6.02628986420418,5.41165779364327,5.83538970972159,5.87010800849478,5.46107692692176,5.68479485785541,5.4769176276861,5.69051775821263,5.64599248846982,5.37233712536018,5.52926246551357,5.39108392354318,5.40294419316843,6.0542881521559,5.6267181997828,5.42805622815411,5.85793035919019
"ymdA",4.18031310738223,4.46799019425996,6.02659886871444,5.27647755058689,4.64465788796588,4.46196868696344,5.24963099112275,4.90599823660902,4.63867492436905,5.26270201816466,4.44799178325875,4.72725428460784,4.45757362144054,4.24754090321142,4.97699605521174,4.25076681138757,4.08217073117782,4.78048761238141
"ymdB",6.46112388944956,6.31926681318843,6.56092671817106,6.36938468793138,5.93863219596766,6.12416831017163,6.30021770793222,6.65170998404553,6.458011858077,6.40167970868388,6.20848184309392,6.4245514298912,6.13099865073902,6.16578594699981,6.2923029957632,6.702655541465,6.12673530828091,5.50171379041094
"ymfA",4.82949238906884,4.22751175434146,5.11323293671253,4.79757900676374,4.71150745073433,4.46196868696344,5.17761359305924,4.68312560640454,4.8530818413525,4.78276109615748,5.01047091483819,4.87229643459288,4.60356144309807,5.02983359107758,5.20276442258004,4.68750489437443,4.71222595194293,4.57785044337249
"ymfD",6.47613295894183,6.49249028868964,6.18097429482343,6.04426531656759,6.55421078369134,6.74914134927421,5.88843919733366,5.69750713951312,5.64313838550209,5.19951879903108,6.19206355386999,6.24663465985799,6.66640614226874,6.57241420141377,6.2923029957632,6.37503704255909,6.22633866586669,6.43360998390545
"ymfE",6.44595057458028,5.75508306068428,4.70162681774799,5.20347412321915,5.08264737300082,5.60246318196672,5.82402239884562,5.50670504466977,4.59741969955275,4.78276109615748,5.67431851273119,5.62623131080433,5.45226160718018,5.59949519258805,5.55417227779086,5.29935445695104,4.94057729031559,5.65066445640287
"ymfI",6.80685205659585,6.67737743909303,7.70927038524372,6.82065129272929,6.91480920282243,6.70260605666256,7.01041340229353,6.75999267551895,6.44038659021104,6.49235828174443,6.55311495621109,6.6923371039802,6.45973000846987,6.8218744696079,6.53225373008878,6.702655541465,6.75791702746192,6.69027518608281
"ymfK",10.0667343663767,10.1059715550582,10.1675655996075,10.4661258902647,10.6128341539755,10.2940632167145,10.2807123033697,9.95318094809565,10.0038082969728,9.89978507515995,9.67898788307865,10.2132748754669,10.3475529170089,10.0695153475226,10.5176891386629,10.5665167243131,10.3928478863264,10.5740227968805
