"","menF KO, rep 1","menF KO, rep 2","menF KO adapted 1, rep 1","menF KO adapted 1, rep 2","menF KO adapted 2, rep 1","menF KO adapted 2, rep 2","menF KO adapted 3, rep 1","menF KO adapted 3, rep 2","menF KO adapted 4, rep 1","menF KO adapted 4, rep 2"
"fadA",7.31913717204299,7.26511178903332,6.9879090960457,6.87971337297036,6.70566273451514,6.80089323572629,5.96570733795581,5.8729882765833,6.26584514904516,6.10625117229848
"fadB",8.30966576410162,8.36199842491955,6.45962178989265,6.52860216934738,6.32241329686046,5.63521405014738,6.37132334134773,6.2145991319441,5.7318847331388,5.85815448723858
"fadD",9.08958128117531,9.08576142588362,8.2892920212814,8.43272984885447,8.34090962943085,8.14060359678675,8.08023487611993,8.17306616358875,8.61425946972912,8.58234835126837
"fadE",9.34100691938492,9.33334439210897,8.41315898680822,8.65506069429205,8.24499055412881,8.29537295781039,7.81469105055403,8.08915797492996,6.72484978341461,7.5115001862766
"fadH",6.6213506288037,7.14541814897805,5.96660581516569,5.93138827133552,6.56116584449698,6.29121732238422,6.8998928028775,7.05135794440609,6.01453424893655,5.91517906290781
"fadI",7.554284373579,7.51076421953725,6.39413853993903,6.71496024425994,6.43763133082927,6.65512429662488,7.24186028175053,7.31271494974609,7.57668496934093,6.64012724479323
"fadJ",8.29719458504,8.47634490989041,7.97114250231303,7.88247641460369,7.79521746819337,7.80162029151844,7.95357891346617,8.15024452460426,8.05222598182183,7.2611820445051
"fadK",5.25232373546017,5.78958390292926,5.77161801585639,5.86194983485162,5.85116078087563,5.41545606047423,6.14604016583692,6.26708639064492,6.43592820386619,6.39827932890228
"fadL",10.2599698945411,10.2655614673136,8.9586208483561,8.98987136923465,9.07204691126407,8.91181819985989,8.49460090689556,8.47434083353135,8.19552881039828,7.9463328667858
"fadM",6.55254038800703,6.16793730033635,6.17719070341183,6.36456348239597,6.41906932488257,6.13888001877494,6.12711572272666,6.08390305003678,6.09106025260358,5.95193035545159
"fadR",9.52149993607332,9.4101288707556,9.88721194195128,9.81161343896139,9.93387028144989,10.0170339735818,10.0003980917179,10.0123909995542,10.2620825709406,10.133612248356
"fau",8.05200333966198,7.63431365193044,8.47719950973732,8.32943647345534,8.43542013591289,8.49828160929975,8.2188376813805,8.28623801278917,8.49468150939219,8.92578172036971
"fbaA",13.8623963397297,13.7204421740652,13.8578396734451,14.0099128553847,13.8679633752337,13.9726785015349,14.1821462752678,14.1971021669393,14.4540624267406,14.5258346898269
"fbaB",12.2090571407593,12.0935025336282,11.5832736380486,11.7150228694242,11.755796181749,11.7979404433295,11.8656569369897,11.9172805579583,10.477936110058,11.0895405926138
"fbp",11.3431603239502,11.4258042859643,10.8695624473853,10.9467287703115,10.5884730716112,10.754909957909,10.4611268512074,10.3259441805545,10.4770603830936,10.5317519373454
"fcl",5.13852947529221,5.31726520496379,5.231701891037,5.18309758478626,5.026362682329,4.76326688316726,5.05589680404137,5.28358127495726,4.88319843871399,4.82952020909551
"fdhD",8.46638836117913,8.44859771699996,8.02572573565665,7.85646607122761,8.00096375192131,8.08508290456568,8.12323421300651,8.15483787815033,7.85036366029633,8.04974314928432
"fdhE",9.52862570510066,9.336374487614,9.91780678259644,9.82283645277816,9.66228786416055,9.73194102537826,9.58147215755185,9.56538142579092,9.77579229457143,9.84498683650473
"fdhF",8.20228282161528,8.13705296750728,9.4522859779397,9.6869502506256,9.74760607677743,9.95509303637429,10.6278465757535,10.5756833360484,11.6191948326964,9.61870193675705
"fdnG",5.87830625258544,6.29961873782068,8.12405630812303,8.39109019083024,8.72828438354098,8.71318939430438,8.98604548297558,8.66986220258667,8.29037586362179,7.45603858381618
"fdnH",4.71781395914052,5.46338961164316,5.51289904565335,5.18309758478626,5.12676933556281,5.5453912101232,5.85439043952268,5.75410011818103,5.46615142252468,5.60294831764149
"fdnI",6.35622330712013,5.71507571866522,5.98915516308819,5.71159831431441,6.00996269955838,5.82427286165601,5.75838115238913,6.04420189946297,6.63913437262669,6.23043320589372
"fdoG",11.3696875512518,11.6710993505222,10.1016315025845,10.1495612832351,9.85403948088342,9.82569128116271,9.27776409419799,9.28672259694194,9.18997456452032,9.05764499325137
"fdoH",7.74408767448394,7.96745419031162,7.62713081087938,7.93312764218943,7.7880647059323,7.78269765059992,7.01642506346641,7.11894706347997,6.58772859114396,6.68391653668243
"fdoI",7.68781947107546,7.60440794258458,8.15865496275749,8.23170701936101,7.91823447654516,7.93326603017767,7.78522877827153,7.5336995181328,7.86115841180168,7.70359376528357
"fdrA",4.23309864497833,4.81996122742421,4.92275081999128,4.37421492809615,4.51272012645753,4.26639775843677,4.92209131971918,5.13420147278249,4.88319843871399,5.22736860041362
"fdx",9.30618298452453,9.24258215428672,9.83473274967852,9.74945240139048,8.75050883900451,9.10169657516682,8.44275600526313,8.84768346545229,9.2196017794913,9.89092019218146
"feaB",8.00674878496348,7.54266188281362,7.36421684301623,6.86231988591543,7.0677293718184,6.76259493867332,7.06640840051575,7.17444426328044,6.96489046096994,6.92165611348207
"feaR",6.97622445545601,6.57304067502919,5.57480975166354,5.29621341375468,5.70325080576024,5.79881019259786,6.06875515344268,5.93969408213413,5.207416795995,5.22736860041362
"fecA",7.64248007380203,7.69232064890525,7.95997299087695,8.0215971787167,7.93127572333353,8.01117505992399,7.36663749441252,7.56167599387448,6.70088215886259,7.61638472666484
"fecB",6.40400630875671,6.44292795630966,6.99890283335623,7.08843723590745,6.47404010609215,6.47694420141289,6.43396948282973,7.06121121496044,6.19852238650574,6.70531570852593
"fecC",5.42235526892944,5.26471905632962,5.231701891037,5.0590653713415,5.82282551323148,5.10942715688043,5.35614397707846,5.53933537341321,4.88319843871399,5.28801318023994
"fecD",5.94508510856172,5.8602568060683,5.63400539325965,5.4968423263476,5.7341371046778,5.10942715688043,5.62805153801149,5.70350242192125,5.31050261887336,5.28801318023994
"fecE",7.24296938205572,6.98407766915571,6.36022236485437,6.46061504745751,6.59457045279197,6.41219784720462,6.43396948282973,6.54659263145766,6.29833496643833,6.2004036588516
"fecI",7.80999795472362,7.78408291019493,8.46934837602574,8.08268646897233,7.9441998461757,7.99483162864513,5.96570733795581,6.74362480279323,5.57878432175056,7.69829549124331
"fecR",7.74408767448394,7.63431365193044,8.08860579235143,8.08268646897233,8.17547639185894,7.98383199282058,6.20132615790674,6.69369474494022,5.82517806869572,7.71937243511995
"feoA",8.56329322259985,8.17819621096301,12.8628961200664,13.0155907730479,12.9218547846657,12.992419881019,11.0679396823993,11.2356481216833,10.8973571009703,12.686010837434
"feoB",10.5507505174321,10.6239883732967,15.0424061711457,15.0682239688237,15.2418963381825,15.328778872831,14.4026724864896,14.4398776537397,13.7505473296476,14.7587870973074
"feoC",7.03771826603817,6.80217576269495,9.83778355143434,9.75883219438685,10.4254334091216,10.902232490065,10.912675879282,10.8640119817492,10.3857556635363,10.6979866934933
"fepA",9.29786544814992,9.01187161170526,8.96700636633974,9.02528604117261,9.2515541022242,9.3593542021439,7.58771277722331,7.84377925527836,7.22997653372293,8.21826315123605
"fepB",7.6620866142694,7.87868791503013,8.35468908422896,8.39109019083024,8.02549098660891,8.0747541174856,6.18313869369875,6.54659263145766,5.75580965774636,7.37194407036259
"fepC",7.69418135045595,7.01479846897511,8.30702356422288,8.4559945773916,8.68662767534067,9.00445326343863,7.53200644880413,7.60936102822334,5.91254762431268,7.54731930882842
"fepD",6.88988618481781,6.9367215871636,8.27133948907574,8.22494978359883,7.91166926278336,7.66361411820581,5.62805153801149,5.82665821242842,5.49520806031957,7.89633367353909
"fepE",4.6000650695833,4.35401976942435,4.06285853020936,3.92679280945657,4.73249547768183,3.94014907154294,4.92209131971918,4.8208880844099,4.3662454832434,4.42446021624329
"fepG",6.20230778580701,6.46546059432242,7.95997299087695,7.56666287688101,7.59659992084268,7.63575603263832,6.20132615790674,6.36652972502425,5.05573330267337,6.88468449187141
"fes",7.09667660963488,7.26511178903332,8.39254820756621,8.43858134107124,8.5454565931055,8.52885604991919,5.8999974290872,6.26708639064492,5.05573330267337,7.64971123545218
"fetA",8.05200333966198,7.80175308810163,8.0679494351961,8.11959150133936,7.75175735463889,8.00030008383294,8.01576576512948,7.7975039536184,7.83948729732927,8.13842299226047
"fetB",7.87861462863771,7.99074223296745,7.74250248490816,7.62948601950799,7.43185400772662,7.64975256738641,7.42899789950073,7.6939281080301,7.77244337318451,7.70359376528357
"ffh",11.1178185319059,11.1018745118496,11.3000036754465,11.3741988339564,11.1304083172205,11.1818439571159,10.9181071990774,11.0687724215614,11.6968423175011,11.7158770430649
"fhlA",8.29719458504,8.04365905173838,7.92018256337911,7.96593102305335,8.35548752421541,8.3563203578366,9.20629846990063,8.9542300830288,9.55122185477299,8.5296914850831
"fhuA",12.1074418978603,11.9784642355176,13.36689668578,13.522144951614,13.386312500509,13.3642518702258,11.2398980950973,11.3929969152823,9.94241210907412,12.6954987667929
"fhuB",7.79823675230935,8.13705296750728,7.50168225785902,7.52320079721681,7.80233483526205,7.37422697741865,7.78522877827153,8.11767412257585,7.17034014072727,7.3518172672626
"fhuC",8.47748302949081,8.30742480187517,8.68805702346509,8.76623882383244,9.10978056950876,9.23511417584451,8.43139946738352,8.49259364983576,7.01424215596522,8.57081196712584
"fhuD",7.9441073188556,7.81920881764252,7.36421684301623,7.24399883302925,7.76639047199695,8.09021964320874,7.84356195611164,7.7975039536184,6.72484978341461,7.67150720432946
"fhuE",7.92260592865854,7.51076421953725,8.24857952608094,8.31678266306424,8.43542013591289,8.45912811238256,6.83207881141442,7.11894706347997,6.84991364678682,7.72979616345283
"fhuF",11.7743951965973,11.4441760287687,12.6997850655758,12.648672124719,12.4155425485853,12.4463208203594,9.51491764981807,9.89385486571632,7.64077072673344,12.3043582679904
"fic",8.50665786533932,8.04365905173838,9.01901126954847,8.87377717585071,8.67892266865679,8.82518818500053,8.64308888199771,8.71719211903739,8.01888223481343,8.35908711567832
"fieF",9.92403866360788,9.94668684988269,10.4049567647772,10.4552555957085,10.3204389877203,10.4886131511444,10.2251771314464,10.1950418461231,10.8365243619343,10.8730823485832
"fimA",12.8431527731391,13.4829159255958,13.7446688565486,13.913480448167,13.0220863356241,12.9852071731086,12.5599682139068,12.5168962669261,13.1233491831758,13.2644611856087
"fimB",9.61819273465118,9.55242505359752,9.79290262949521,9.65966936635647,9.55697060189228,9.61752233517702,9.7898871486403,9.60784409715646,9.74701936159021,9.76628760542851
"fimC",8.42496103850604,9.00045415723301,8.35042043944423,8.372869519389,7.53807953802415,7.6427713377268,7.28467049839244,7.36925348867848,8.22923213958979,8.49348668629666
"fimD",8.71472098415813,9.20991167677755,8.59732709445597,8.4559945773916,8.0850407980576,7.94465744795654,8.08990187472637,7.98465362235751,8.64266559954863,8.61921633812286
"fimE",5.73418683044975,5.92748516732251,6.89677425370211,7.16124759467759,6.86440623841453,6.65512429662488,6.06875515344268,6.17848493345998,6.81687908180551,6.91250257880114
"fimF",6.27280073478969,6.63387806514412,6.59674388238581,6.77202073128652,6.32241329686046,6.17854265053391,5.8999974290872,6.08390305003678,5.99472730969758,6.48769819448768
"fimG",6.79798703452535,6.96846605578128,7.14455100626769,7.37211273348941,6.69031406627131,6.36161398640758,6.08848082553521,6.16007294062256,5.8024422168397,6.16971731919018
"fimH",7.59566369606973,8.18494057024015,7.96556858209218,7.92480861794212,7.4226366604842,7.21370029861564,7.18874072222934,6.77995584169335,6.70088215886259,7.01865427454389
"fimI",8.97164353418007,9.68669075937033,9.27455492428999,9.31643501266883,8.61575334460621,8.60973741921875,8.42377840829762,8.48166972783285,9.20274654732004,9.24889592965129
"fimZ",4.87472903299036,5.0301165420023,4.5070297159239,4.10262201297897,4.12234628360869,4.43346619967011,4.46782663963074,4.31504093347131,5.31050261887336,5.0261251057991
"fis",11.6476044565495,11.3854213934219,9.2053691157101,9.32277383870367,9.74022331057609,9.83947129830845,9.82789714257919,9.86753494962765,9.69373590253285,9.29868422749415
"fiu",9.79110691676973,9.31195356824766,7.70952004344265,7.67981906363143,7.66849970524691,7.69094254632254,6.30576672299888,6.48908014955593,5.97463409869464,6.51224196110896
"fixA",4.31785805645897,4.96398013200652,4.17003309829517,4.68046947925711,4.85872891920244,4.57732673298441,5.32219534476639,5.56811670293908,5.24269427315862,4.87145663653828
"fixB",4.13987687975386,5.092934868681,4.87163133883601,4.84641231979171,5.1741471410566,4.50779994945246,5.01287410785708,5.31838877450536,4.7355409785042,5.0261251057991
"fixC",4.53620869668883,5.15278592681218,5.06450082183861,5.18309758478626,5.57218087755538,4.64273823505,5.5722071895299,5.47985544014985,5.09538130326135,5.09680120344369
"fklB",10.8051601109879,10.597716410179,10.2441085014386,10.096913303675,10.2546035319118,10.1966883376874,10.0067849415087,10.0149175961534,10.0825804744921,9.96436765387474
"fkpA",12.0930956314542,11.7194737008047,11.1281340059175,11.2698232580437,11.3012930671088,11.4266495376495,11.325668959323,11.3126213388291,11.9710534564264,11.8953061233795
"fkpB",9.15321124241014,9.00807583012191,9.43425776234706,9.64456849360169,9.13251985592204,9.12938590218156,8.90628205692034,8.9005747823622,9.11987839785276,9.261505076526
"fldA",11.4010836005455,11.0983095348933,11.2069270005451,11.2681822636345,11.0713309281114,11.2285512708257,11.2763016862753,11.2307660814955,11.2565095897823,11.2358936025202
"fldB",9.44635611099842,9.07854052051389,9.54106720230213,9.40273925640856,9.00892638339266,9.22814654531984,9.02936009110109,8.98806494192823,9.5743367021633,9.67229404643604
"flgA",5.87830625258544,6.46546059432242,6.41079595790552,6.26149230388141,5.67164933274753,5.74642336573381,5.78301958507989,5.67748280645738,5.99472730969758,5.81878551785467
"flgB",6.40400630875671,5.67624158995198,5.87255152946204,5.71159831431441,4.91718761530422,5.63521405014738,5.35614397707846,4.96496806048446,6.45042063385124,5.55534311767819
"flgC",6.82152292782119,5.8942795744527,6.13753720534361,6.33949382097482,5.70325080576024,5.41545606047423,5.54339480299055,5.31838877450536,6.36114923234527,5.77825696168651
"flgD",7.56821032162782,6.81970451061145,6.86104104535798,6.79054396630449,6.03474921686959,5.99046201732746,6.06875515344268,5.9612340231969,7.06194702753904,6.54827846372422
"flgE",8.33835205940335,7.46710110590559,7.10442772427496,7.24399883302925,6.79443378919715,6.77547575871479,6.59318661055249,6.87254092197729,7.70811390770263,7.33140406711805
"flgF",6.69975114124422,6.22210001797136,5.4479935202459,5.75075885411381,5.30666321694404,5.69195213652201,5.45305362623271,5.41760673037673,6.0723187952772,5.45476046601307
"flgG",7.14401847658335,6.65359161524246,6.21575328413431,5.93138827133552,5.87892550972994,5.77286682931569,6.0078464656437,6.17848493345998,6.47896758654055,6.18514442806893
"flgH",5.90092585658223,5.55259995230451,4.76237986115609,5.29621341375468,5.026362682329,4.8725652395762,5.32219534476639,5.28358127495726,5.49520806031957,5.40147976019088
"flgI",6.00879491969467,5.71507571866522,4.92275081999128,5.4003204550514,5.63929686935637,5.10942715688043,5.32219534476639,5.35229691980923,5.84754453040813,5.28801318023994
"flgJ",5.65601259415519,5.63626755980864,5.01901987242586,4.84641231979171,4.85872891920244,4.8725652395762,5.2873456420869,5.28358127495726,5.17114887889066,5.13071229784492
"flgK",7.16252543443594,6.69221709133428,6.59674388238581,6.48364200668434,6.76545390671186,6.44494148630189,6.14604016583692,6.5606134190169,6.24931444710295,6.56008992793471
"flgL",6.71240775456341,7.19985329749277,7.12462992828434,7.04290395131296,7.07952592947851,6.89826096293141,6.84360736405925,6.83852203495752,6.81687908180551,6.8467296062159
"flgM",6.79798703452535,6.42003050415225,6.66756089358744,6.26149230388141,6.5779664366343,6.68276255787336,6.3552176829718,6.122506464031,6.14582216363645,6.215498722642
"flgN",6.60785282174881,6.39675598428629,6.5821466791808,6.55055843324149,6.45595283496154,6.56882965445652,6.37132334134773,6.42913247021067,6.49302802893092,6.45006585717785
"flhA",7.0576422460693,6.88774136950744,6.72177946978246,6.77202073128652,6.95693850063804,6.76259493867332,6.99593205288938,7.09037028997331,6.66415618487975,6.66219047910112
"flhB",5.25232373546017,4.7409075580374,5.01901987242586,5.18309758478626,5.12676933556281,4.8725652395762,5.21472285760577,5.65095645091382,5.43644859038747,5.19594932567554
"flhC",7.97576881836523,7.78408291019493,6.59674388238581,6.3139703268831,6.38119741745657,6.5981810843289,7.05655049257367,6.77995584169335,7.31894824504092,6.73682291742133
"flhD",7.75629822812608,7.57386659459305,6.69492846519676,6.50630044253695,6.96968124656701,6.96716150872391,7.07619884741188,7.05135794440609,7.31108422061294,7.01010330920763
"flhE",4.71781395914052,4.46448199664062,4.35271897805219,4.68046947925711,4.33674348324348,4.17063462688673,4.6598527548924,4.76875556945092,4.56637156452981,4.6940127793115
"fliA",6.95512419841175,6.02258245777285,6.23464440596547,5.24088707288097,5.57218087755538,5.15187491291784,5.35614397707846,5.62390206517151,6.12780539224165,5.62613701844768
"fliC",9.2317244957309,9.0194333283602,9.14506536985035,9.05605173440147,8.84648487924322,8.53263264505726,8.33717312100706,8.69214302837831,8.60787023955792,8.89605012270215
"fliD",5.87830625258544,5.92748516732251,5.48083988778468,5.54261110269998,5.7341371046778,5.63521405014738,5.68168744723767,5.8729882765833,5.82517806869572,6.2004036588516
"fliE",5.51479929370661,4.89410179123003,4.17003309829517,4.37421492809615,4.66388158988493,4.64273823505,4.77181864225083,4.31504093347131,4.28983817321692,4.22151867452006
"fliF",6.69975114124422,5.92748516732251,5.89667108118788,5.54261110269998,5.026362682329,5.0655128648364,5.48384932653103,5.53933537341321,6.03406323415544,5.60294831764149
"fliG",6.23799629939903,5.59508057837762,5.71822558562863,5.62973445247342,5.42699340467026,5.30892577811696,5.5722071895299,5.56811670293908,5.55149813935362,5.57935543242037
"fliH",5.65601259415519,5.15278592681218,5.30782357250674,4.58760478740007,4.59087011957127,4.57732673298441,4.87405295365861,4.96496806048446,4.92864692094412,4.74094355112672
"fliI",5.83192395174322,5.36778785505696,5.01901987242586,4.99216511010901,4.91718761530422,4.8725652395762,5.73329163313071,5.17319941145449,5.05573330267337,4.82952020909551
"fliK",6.10889780202959,5.36778785505696,5.01901987242586,5.24088707288097,5.12676933556281,5.41545606047423,5.5722071895299,5.50992497490695,5.01479579354782,5.40147976019088
"fliL",6.08944352548075,5.46338961164316,5.63400539325965,5.12259034148,5.12676933556281,5.23277689416654,4.71718693697255,5.13420147278249,4.83598059262307,4.87145663653828
"fliM",6.23799629939903,6.1400503886711,5.48083988778468,5.62973445247342,4.91718761530422,5.30892577811696,5.5722071895299,5.75410011818103,5.49520806031957,5.50599450370153
"fliN",5.42235526892944,5.092934868681,4.5070297159239,4.37421492809615,4.73249547768183,4.17063462688673,4.77181864225083,4.71420663257037,4.68189514045082,4.64508690508131
"fliP",5.13852947529221,4.96398013200652,4.5070297159239,4.10262201297897,4.42845553006574,4.17063462688673,4.53564189299,4.91880888315628,4.78682634546034,4.64508690508131
"fliR",4.03555902083109,3.9133330888291,4.35271897805219,3.11680854235897,4.66388158988493,3.79204330733936,5.01287410785708,4.76875556945092,4.20687126491527,4.48398213811439
"fliS",5.35695318446353,5.36778785505696,5.06450082183861,5.44945471511132,4.66388158988493,5.38089193754367,4.87405295365861,5.09397463850183,5.17114887889066,5.50599450370153
"fliT",5.21549576636823,4.7409075580374,4.5070297159239,4.58760478740007,4.66388158988493,4.26639775843677,4.87405295365861,4.53294796868731,4.56637156452981,4.54035319381446
"fliZ",6.46530265929697,6.29961873782068,5.7451820548843,5.71159831431441,5.90614313942459,5.38089193754367,5.73329163313071,5.53933537341321,5.77932398536237,5.75753504265587
"flk",8.57711100338857,8.70460972274699,7.70952004344265,7.51212664288971,7.69168866597004,7.98934231832534,7.83783394384211,7.96385814936606,7.80635592429378,7.58226696747336
"flu",14.5677531058146,14.7571631547555,14.2566817819159,14.4682833208596,10.1372575812079,10.2097145016057,9.40894724057283,9.60951687490478,10.3169479707735,10.135570345958
"flxA",5.70862318432389,5.63626755980864,5.82300974621083,4.99216511010901,5.21984017388033,5.5453912101232,5.65513396050107,5.31838877450536,5.57878432175056,5.71512627759205
"fmt",10.4102654389204,10.4134727421674,10.7946149435813,10.9302206846363,10.68005731919,10.7709771952298,10.4310494586044,10.3798628036818,10.5939566544999,10.9977991811872
"fnr",12.0166114322681,12.0053615510879,11.0188150255451,11.1268410444841,10.5966718060164,10.6318619130679,10.3164398026075,10.1838583276535,10.3189042852385,11.7047103244758
"focA",9.83631381311082,10.0989501965004,12.8916196576865,12.9087949649168,13.1965739158663,13.2572543312469,12.9773345453473,12.9946545883269,13.674285229497,13.5440876124038
"focB",5.70862318432389,5.78958390292926,5.92037712231165,5.4968423263476,5.60615470056746,5.84927309238608,5.83100893500297,5.80289542189623,5.75580965774636,6.07340410940547
"folA",8.87149724869754,8.8346138666588,8.02035961768796,7.89955903242706,7.85804043919315,7.90438661383872,7.96413177514823,8.00515291278234,7.57668496934093,7.33140406711805
"folB",7.33552763909721,6.81970451061145,6.50681878590746,5.71159831431441,6.47404010609215,6.39553707960059,6.33892601826425,6.58824601710941,7.27110388977528,6.48769819448768
"folC",9.71506846159184,9.80295953360688,8.96700636633974,8.94125669337933,8.72828438354098,8.75581127650626,8.91173911930017,8.9141769630525,9.40600890501724,9.35691802782768
"folD",11.0550564447182,11.1387843413704,10.393599636742,10.4950846113539,10.1747071732236,10.3952976400435,10.3549961824016,10.2635717176021,10.5662263149825,10.5691768473199
"folE",12.9882985100753,12.6943772532843,12.1540942520894,12.0613966026103,11.8048311842947,11.9000903305984,11.1376885856757,11.0802772727086,10.9688694384373,11.4477087369321
"folK",8.25052033536257,7.99074223296745,6.13753720534361,6.48364200668434,6.19692762244711,6.53885816389979,6.84360736405925,6.80367183488102,5.77932398536237,6.31685440529309
"folM",7.73794329453864,7.81050743213041,8.01497342090851,8.10494280408799,8.1081877438222,8.27747506547568,8.01576576512948,8.17758740996233,8.00921184758016,8.06216232224157
"folP",9.39659195535943,9.51547445301837,9.4522859779397,9.29402710600193,9.24635136858692,9.23974063020695,9.03437142930042,8.97773852719579,9.54287594636593,9.27222585664547
"folX",10.616592948525,10.4586615334685,10.0287530316424,9.97545445270707,9.76953032075839,9.73522082011603,9.25647938662562,9.22476693882832,9.06963142100453,9.50059520348187
"fpr",9.57754403772794,9.60362170261909,9.8131945318946,9.99542961776826,9.78754935392912,10.0304447484181,9.69182105172156,9.86893224677971,9.84666623783962,9.79877873955455
"frc",5.75928153189739,5.8602568060683,6.50681878590746,5.9648438063907,6.43763133082927,6.50823937943161,6.4492065512868,6.19665823946751,5.95424590640398,6.39827932890228
"frdA",9.27897371990117,9.20991167677755,13.7861205779035,13.7353530472288,14.0745016221695,14.3006560818361,14.7427553550208,14.8145765016611,15.1003566519732,13.7507752122963
"frdB",8.24620125801781,7.98302134369302,10.9556274643532,11.029458267047,11.9681665249398,12.260516507641,13.0219992865192,13.1084428969615,13.3441210570354,12.0332378338957
"frdC",7.3677572064043,7.13147980374421,8.96979073627392,9.32593283422355,10.6694081697279,10.8941864045424,12.0404907448213,12.0148538582284,12.3948490770632,11.0707324174018
"frdD",6.82152292782119,6.88774136950744,8.65036594242913,8.58820715834294,9.8506153701252,10.231940845833,11.4409879073188,11.4755640727332,11.9032431106244,10.5677273495692
"fre",10.2759356825455,10.4120375281954,10.4732466363838,10.4595759703766,10.3845848058066,10.5098321509978,10.14869211377,10.2127570694442,10.08027564157,9.99273053578444
"frlA",3.11680854235897,4.22981826521331,3.59614662182949,4.10262201297897,4.66388158988493,3.94014907154294,5.5722071895299,5.35229691980923,5.207416795995,4.91198770751177
"frlB",5.42235526892944,5.55259995230451,5.57480975166354,5.29621341375468,6.10656943274043,5.82427286165601,5.83100893500297,5.56811670293908,5.77932398536237,6.08992420333284
"frlC",5.60128405526294,5.55259995230451,5.4143173146279,5.86194983485162,5.76434143875394,5.74642336573381,5.60041740130123,5.93969408213413,6.19852238650574,5.85815448723858
"frlD",5.92318148433915,5.78958390292926,6.15750427265039,6.1210208394458,5.98472658945539,6.13888001877494,6.18313869369875,6.36652972502425,6.42128569945269,6.27430728335305
"frlR",8.52815779542664,8.38560524214478,8.53099139498006,8.50142662584522,8.65162609606266,8.49441378691495,8.45402373557645,8.35570060714064,8.68879942158878,8.86333056793013
"frmA",10.1324850387271,10.1131519297048,10.2781942015246,10.3428138685333,10.1498491139136,10.2097145016057,10.2075420758548,10.1950418461231,10.3110630586172,10.3896768123004
"frmB",7.88973918492417,8.1508984059466,8.10896997937451,8.26502570275431,7.93127572333353,7.97274764674591,7.84356195611164,7.82082768203946,8.63010971791138,8.81036509598119
"frmR",7.75629822812608,7.94378312050582,8.12405630812303,8.10494280408799,7.87163620683519,7.80787291801757,7.79116971081994,8.0551592013769,7.82852807589658,7.83973148144601
"frr",12.6010417813341,12.4686247040341,11.8044383508243,11.7589180880006,11.6059663208327,11.6515841712484,11.4574008366968,11.5566980522786,11.7970799368269,11.9500139723312
"frsA",9.56892942281199,9.57055132161638,10.447516077955,10.5352086218674,10.2402832713441,10.3153826445868,10.2894525419367,10.3002825828137,10.5082563736279,10.7287933055504
"fruA",8.86306400471661,9.01187161170526,11.7180935424838,11.7282128777901,12.1424389388193,12.4049633156575,13.5130641998473,13.6265683921347,14.0790184203028,13.3869437981494
"fruB",7.46031771072548,7.55313894677148,12.935708324991,13.1665824778906,13.0692459861553,13.1370396102278,13.5612630103199,13.5712115614566,13.527324799734,12.7227800410439
"fruK",7.66856314312158,7.81920881764252,11.8733249854218,12.1681988663254,12.1766810095188,12.3061610522745,12.8883065941315,13.0441925761166,13.3489156487879,12.4404625516415
"frvA",4.66046115343216,4.46448199664062,4.06285853020936,3.92679280945657,4.51272012645753,4.06340325719611,4.71718693697255,4.76875556945092,4.50375772422887,4.36131321090487
"frvB",4.13987687975386,4.65610768203672,4.6419050710222,4.58760478740007,4.85872891920244,4.50779994945246,5.80722360293941,5.75410011818103,4.88319843871399,5.13071229784492
"frvR",5.05662622861761,5.46338961164316,5.7451820548843,5.29621341375468,5.38808800527424,5.38089193754367,5.78301958507989,5.85001782258167,5.75580965774636,5.85815448723858
"frvX",5.7839249905047,6.11159654872231,5.79755411478044,5.86194983485162,5.79389466524024,5.84927309238608,6.18313869369875,6.08390305003678,5.86955391644904,6.03976526581473
"frwB",4.23309864497833,3.9133330888291,4.5070297159239,4.24818858112495,4.73249547768183,4.06340325719611,4.87405295365861,4.59668009364947,5.05573330267337,4.59395204065442
"frwC",4.13987687975386,4.65610768203672,4.92275081999128,4.37421492809615,5.12676933556281,4.64273823505,5.17682561000701,5.62390206517151,5.13382712187924,4.95121682967597
"frwD",4.46837002765705,4.96398013200652,4.8182556365252,4.76636601530179,4.59087011957127,4.26639775843677,4.71718693697255,4.8208880844099,5.27703878294889,4.82952020909551
"fryA",5.87830625258544,5.8602568060683,6.15750427265039,6.33949382097482,6.43763133082927,6.17854265053391,6.46428123654304,6.5606134190169,6.26584514904516,6.52435621264554
"fryC",4.71781395914052,4.35401976942435,4.8182556365252,4.99216511010901,5.42699340467026,4.50779994945246,5.35614397707846,5.56811670293908,4.83598059262307,5.42838687406227
"fsaA",5.85531005472622,6.11159654872231,8.63991316671811,8.25842333967588,6.89146163124669,6.87453491324347,7.02656246051615,6.93823862033711,7.85036366029633,6.80773710287961
"fsaB",5.35695318446353,5.55259995230451,5.63400539325965,5.9648438063907,5.57218087755538,5.74642336573381,5.83100893500297,5.8729882765833,5.84754453040813,5.69341802448058
"fsr",7.96529218726325,7.74807760017748,7.83102126714432,8.09014353950332,7.79521746819337,7.70441438059452,7.47405219158915,7.3771515527649,7.68398891655715,7.62199308905824
"ftnA",10.0728078912532,10.1566520664047,9.85143286761925,9.60090360537467,9.40184154405794,9.53147245144788,10.2820996436192,10.1838583276535,10.9763253682421,9.92074943301348
