"","menF/ubiC KO, rep 1","menF/ubiC KO, rep 2","menF/ubiC KO adapted 1, rep 1","menF/ubiC KO adapted 1, rep 2","menF/ubiC KO adapted 2, rep 1","menF/ubiC KO adapted 2, rep 2","menF/ubiC KO adapted 3, rep 1","menF/ubiC KO adapted 3, rep 2","menF/ubiC KO adapted 4, rep 1","menF/ubiC KO adapted 4, rep 2"
"gpmA",13.2854477675049,13.2437452070936,12.8114639460744,12.7916588395222,12.7865595782383,12.8714549099781,13.1130000346334,13.0055999994819,13.3893639338647,13.4560459772148
"gpmM",12.0981478382221,12.0884915235737,15.5582813678839,15.635862378559,15.6144235158607,15.7647806284728,12.6487316224455,12.5856576303022,14.601186465288,14.6752465279906
"gpp",10.5221957587601,10.5332473673338,10.68730521129,10.7443013182464,10.7629653353874,11.0053009479651,10.1774875667618,10.2090521249675,9.54415178052028,9.61584215765423
"gpr",7.30835794193854,7.38987845594339,9.28235383671959,9.19261687324799,8.94668158069797,8.89056848113606,7.4447630284592,7.96754774716546,8.84776099548695,8.83328672603355
"gpsA",10.9124803341839,10.9399391437886,10.5512402516183,10.7112728525953,10.6901597077252,10.8672440745165,10.5448403305881,10.470543291975,9.25730931657553,9.07544269630037
"gpt",10.4093826351057,10.4056373263268,8.9754887304512,8.91491103958501,8.91188436826642,9.10185539318405,10.407587514914,10.3205274604779,9.15681865568461,8.97962944418116
"grcA",8.60265280666428,8.65625270527247,15.172194602186,15.0848524012057,15.584919265571,15.5729908028292,11.3666624023107,11.6988695638502,14.0886052007252,14.0380506802705
"greA",9.22250349845683,9.31091083741392,9.31787073920832,9.27780142215539,9.1394891836015,8.95752729891184,10.293550289811,10.3934641335474,11.4193461593037,11.4246580309903
"greB",8.09129463321152,8.11367428517449,8.06950042329629,8.08369655604839,7.80068124598287,8.21398925963982,7.84670709803925,7.98189948047305,8.57269213597058,8.50654505768195
"groL",14.0232304852994,14.1201964431982,13.5710691896736,13.6472365942117,13.4515086552082,13.6772267813987,14.3486592841967,14.2945283868843,13.403349339002,13.3211959476044
"groS",11.8703830307158,11.9190607217258,11.1120778731853,11.3016196683413,11.1586610549387,11.3140974265692,12.0130223038322,11.9213339887999,10.8243071862493,10.6483661783608
"grpE",11.1655775641869,11.2008920618449,11.2722789226416,11.2786311219658,10.8870464200362,11.0366071331321,11.4317647440667,11.3663243759675,10.9217474641979,10.8208727761486
"grxA",6.50838161644873,6.31605924033978,6.69650736388314,6.60930839734347,6.9236337580152,6.71172169956536,6.40337268645437,6.62782206344872,6.71650582139226,6.68440488783971
"grxB",11.3881093735639,11.409507476935,11.1544405549423,11.2991520066731,11.5301093092171,11.463478704358,10.2675833319624,10.345714112671,10.387655757111,10.2944927398505
"grxC",10.0915672915375,10.1341412036736,10.3113268955759,10.4258974967661,10.3695360485543,10.5218372396714,10.3427416609878,10.2451941074631,10.5797838230329,10.5090552756722
"grxD",10.9345242690641,11.0840603396305,10.8726162067178,10.9272127051336,10.4533192768604,10.4417810684766,11.4219885370518,11.3887124782379,11.0635354131839,11.0599397745616
"gshA",11.4904089953068,11.4423963025746,11.5766795835096,11.6932672681887,11.7212808138803,11.8351059572799,11.4878213094662,11.4673146712704,11.3084100272862,11.2567163584495
"gshB",10.0566646309955,9.97211619889122,9.87780020342775,9.94749283826372,9.82173832686874,9.94932377997993,9.98906109015308,9.92329124507407,10.5797838230329,10.6711830044865
"gsiA",10.8666608240967,10.8977211408411,10.1494956517429,10.2156239126449,10.2288339112151,10.4464507205233,10.9147088176183,10.7868453108336,11.1833234660471,11.0727112243665
"gsiB",10.2671270259599,10.2620734474619,10.0605656998916,10.018215387842,10.1536553297499,10.2941634697202,10.1805831929039,10.0648336547694,9.88225592492269,9.82983125857418
"gsiC",8.45148514747999,8.3995577974153,8.58520862256476,8.44238308831822,8.58239687172983,8.61001670995894,8.50494883074557,8.01018156525893,7.68471057388213,7.70399138366636
"gsiD",7.29189085843851,7.44117726107642,7.782229546136,7.31397952118298,7.70783240180872,7.60745759192779,7.25807296911894,7.35727987235525,5.90697992733036,6.05562386135256
"gsk",9.41534868802195,9.24508615125587,8.68037864454384,8.65802039720922,8.64151915931592,8.57291372847803,9.86370443052021,9.811228499712,8.59649796601871,8.76923218976027
"gspA",5.31194930219642,5.79114747319697,5.23634870132561,4.71987831223128,5.36349153250085,4.55634754327752,5.70822233599389,5.45277335927172,5.82865563491353,5.61952774585293
"gspB",5.63329176888271,5.96494805930653,5.53743518794652,5.48363026731228,5.4366786470266,5.41066661930851,5.77536703199715,6.13140617520802,6.19920446336812,6.24033719304761
"gspC",4.94035055748355,5.00257135497324,6.69650736388314,6.70192211918107,5.99206810183589,5.76235864270196,5.67343722020544,5.60912390841114,5.68041100192316,5.59506439905005
"gspD",6.24299631779239,6.14086170275147,7.12531146075831,7.01031484344785,6.76247645533666,6.80778639138084,6.33829698150522,6.78344184440778,5.72434760483904,5.90464930888933
"gspE",5.27883299594585,5.53157107244641,5.86046965837153,5.58451821122946,5.4366786470266,5.37968563280995,5.98840347994793,5.60912390841114,3.87568560028394,3.999480705875
"gspF",4.55289306605493,3.77527031484525,5.27309360040307,4.98954448123473,4.29953345745766,4.90086423059958,4.89919291297752,5.49348380646435,4.89974843683339,3.999480705875
"gspK",3.28712583963523,4.31076981604393,4.02033059610405,3.60515803720826,4.44945548989133,4.0217862907734,3.61468495735031,4.12062429463375,4.39850424113898,4.27318414054272
"gspL",4.94035055748355,5.00257135497324,5.343876984586,4.83391622841039,5.24620466120648,5.31564404441774,4.56002462912666,5.32322739204126,4.86079540636995,4.87306070853827
"gspM",4.71075832134171,4.06839394313612,4.70113338016802,4.59593185531889,4.37647473953729,3.84908091658022,3.88646502009506,3.89304049286354,4.34280486389792,3.75221380037365
"gspO",4.43700227093588,3.87996730058104,4.75422545964188,4.22855127499525,4.29953345745766,4.17553606052749,4.39797784071824,4.40508983612251,4.50374591416525,4.07305551065489
"gss",11.3166612758797,11.31413553176,11.5139430477131,11.5722808970627,11.4888502905366,11.5541019814237,10.9801282426759,10.9841990360547,11.2396830453485,11.3269978047188
"gstA",9.90253046576951,9.93383029885025,9.63366667032872,9.62381365386215,9.54452039097246,9.33125022062774,9.52194027103643,9.45013055864916,9.84919732542282,9.79941999848913
"gstB",9.91198842775714,9.98513577939432,10.0180113964809,9.97093761533984,10.0843210358877,9.95457828308757,9.87521405185793,9.74756079422301,9.89910375707323,10.0879180511457
"guaA",12.9390218971247,12.7978748801562,11.3173936000916,11.2929643229869,11.2937957570139,11.3780664434612,12.677776865001,12.627619818788,12.4600890510434,12.3310115624533
"guaB",12.60036318345,12.44402153709,9.89259787068757,9.78416265296801,9.89645534297922,9.92276030534739,12.0272783417373,11.8917133749836,11.5614360898893,11.4224906213671
"guaC",11.8174441710567,11.8009049963994,10.2699911630013,10.3324532904504,10.5104699209906,10.5807925822388,11.6133995916684,11.4724056326835,10.5015677311751,10.4162537474702
"guaD",6.95793934709292,7.11241519928735,6.96650466433977,7.11506064451129,6.74819691005251,6.84222224600241,7.02990331315556,7.07882285142368,6.51882334639878,6.51240279503169
"gudD",6.32624837319049,6.35225964400942,6.56961059123312,6.16464452767777,6.46354813437211,6.76055398305914,6.94505163706959,6.68158350884403,6.53123320221334,6.99568549243152
"gudP",3.64887327881118,4.38313105480355,4.70113338016802,4.22855127499525,4.21816792634979,3.42155647161402,3.88646502009506,4.84496079087268,5.080041917064,4.65289931501216
"gudX",5.40694899149313,5.25344487812471,4.75422545964188,4.93952552254421,4.64829690495971,4.98576024408981,5.44495764991286,5.13003447826517,5.38421079190594,5.43884083982499
"gutM",3.8459699320347,4.1538980849236,4.99360304452807,5.44836370563895,5.28637426629761,4.61095657123577,3.27534131398923,4.40508983612251,4.64830886719966,4.78902275594039
"gutQ",8.11956096181304,7.95213843838392,9.74874340088081,9.84125120008068,9.57112071360442,9.73092975015378,8.02262457600339,8.15653623881783,8.2773922413194,8.49668906814364
"gyrA",12.9497210434937,12.8909356077106,12.8009132597081,12.8121397412714,12.8877009013653,12.8833855616234,13.1564910996443,13.0714558679268,13.1403751396469,13.0664827652636
"gyrB",11.5930896441858,11.5841465792835,11.6306358460425,11.6984263499337,11.8484248354572,11.7721448284908,11.6952224163527,11.6098472843242,11.9220853125909,11.837999153898
"hcaB",5.52457021334954,5.29130144197251,5.81141934264457,5.33705282410561,5.75537009333076,6.2807498677073,5.870552477281,5.8157704640398,6.13558756902211,6.00084639167826
"hcaC",5.21021641832463,4.45197910439529,4.64598940211271,4.46016354048852,4.7088545225423,4.55634754327752,4.95833678691045,4.40508983612251,5.0457530665681,4.95243377693559
"hcaD",6.47957990727223,6.50477057714264,5.86046965837153,6.36681766618772,6.19529642162569,6.14014986573165,6.42442758011447,6.47380947964026,6.44203309471324,6.4319027994271
"hcaE",7.49974675131734,7.45787927223638,6.87406758117561,6.78894385524784,7.5685294751518,7.46742939037477,7.30422344629276,7.27807573615348,7.48873575384602,7.3424160499133
"hcaF",5.10071660616578,4.6405281246535,4.99360304452807,4.52966651244396,5.02652612429284,5.06590390453126,5.22217803234771,5.02271383709192,5.7025470121154,5.69051628922015
"hcaR",7.64943046148031,7.92236297079673,5.93104706832383,6.07510028080278,5.94272906641601,5.61063371459526,7.95191369570841,7.75001244678837,6.33283522947873,6.05562386135256
"hcaT",6.61815692711364,6.94478927155661,6.14406997991975,5.85060887859234,6.4809261868901,6.14014986573165,7.24630085525598,6.73341201308067,5.43801218189087,5.64358195325962
"hchA",9.98293766240898,10.0178838487,8.74703598598355,8.81826231380328,9.74653442441987,9.68740876503398,9.13516664925645,9.17520980700924,9.33542567426123,9.40017381765469
"hcp",3.75092521549053,3.87996730058104,7.10512076474552,6.99819251050402,7.32094309964824,7.06267333051065,4.63461473624718,4.64192671173821,7.08803653088384,7.05062054413933
"hcr",3.28712583963523,3.97734787442697,7.52544532990179,7.48875905578226,7.54394592080508,7.35269671750309,4.30944510835917,4.31647492318774,7.61065431499946,7.52160038055817
"hcxA",8.48446225807516,8.53557521466169,6.72325159348272,6.8305612139306,6.79061814967622,7.11992929411588,9.59336554107114,9.40823939867433,7.07114167159135,6.86895400690636
"hcxB",11.6547478644838,11.7723996466141,10.4408026182016,10.5358341759186,10.130453595695,10.1720440405667,11.3747937597115,11.3176521965115,11.5114423596672,11.3882504973526
"hda",9.0373662890179,9.06059201457826,8.55947468875226,8.46016440719679,8.42975797756232,8.4629047081858,8.83074733755997,8.69422367241692,8.61701061392638,8.40129953950863
"hdeA",13.0452138160898,13.1623430421788,11.3391626457062,11.37843554156,13.012763733421,13.0307446196553,8.22209346906976,8.43211079104982,9.46554075220128,9.56172396092532
"hdeB",11.9397278787847,12.0173948686604,10.3386006861586,10.4813686849682,12.0506261641808,12.026893374254,7.35990935865574,7.24275269903387,8.27000942362042,8.31044980900664
"hdeD",10.730495731701,10.7822947200131,9.46373154568158,9.51318560090467,11.053747192447,11.231552913967,5.870552477281,5.8157704640398,6.98356436088036,7.04160880321278
"hdfR",8.42530474882907,8.38653225570727,8.40703585284409,8.34046365650096,8.67962943497696,8.51362730489055,8.07679908616216,7.79134227884616,8.42096578458264,8.21749786918076
"hdhA",10.5809740371964,10.648664273691,10.2654506630438,10.346861628218,10.9056559018919,10.8334171255651,10.2704917379285,10.2905762719942,10.5195786535707,10.4901387576992
"helD",9.86684782620864,9.84932961235383,9.84165398006727,9.90593024708734,10.0527255213728,10.1133503482676,9.71577960640303,9.62718734511242,10.0261446533639,10.1395001438888
"hemA",9.5215492505331,9.26420165797556,10.048723623452,10.0610829171681,10.0527255213728,10.2065877379584,10.0580131396775,9.88943540692308,10.2970369598528,10.3675139721088
"hemB",10.454462605143,10.4056373263268,10.5762032485919,10.5179065139793,10.496659977492,10.5085015615424,10.6468492485689,10.5912883682753,10.8084696012844,10.7781162762424
"hemC",10.1589372081273,10.0581427918297,10.5191781849386,10.5410648974221,10.3507627896315,10.4750700052812,10.0780721124076,10.0444674813167,10.625334409956,10.6356988067629
"hemD",8.89473220777478,8.80724842493846,8.9671244338089,9.02652682375739,9.00787590375536,9.23736639768498,8.73292160417255,8.6589329776902,9.07233474044605,8.97962944418116
"hemE",10.3658012562807,10.2644486557302,10.2215878793808,10.2454097165775,10.1910747977929,10.4143949122087,10.1805831929039,10.1998733633412,10.5662855248342,10.6431636648968
"hemF",8.53080321360964,8.35121129458912,8.19419015397816,8.03113135318366,7.99456391350405,7.81815062346215,8.21607148257418,8.35150907350677,7.4236807180547,7.3424160499133
"hemG",8.40247992801802,8.2493679553435,8.50658732493558,8.59905418109369,8.45634587716332,8.5694929280689,8.43926280765746,8.38968425778486,8.17438734920495,8.25306038713451
"hemH",7.94100532349309,8.18562482898973,7.782229546136,7.75679430179864,7.73704301889237,7.50373137270649,7.93000639475848,7.77495217265619,7.67914698792795,7.55997035541321
"hemL",11.1416580733339,11.0752933990371,11.0427932600297,11.0095167373921,11.0530215249651,11.1341900314631,11.3454417819754,11.186715483395,11.4239270032063,11.3649637833746
"hemN",9.77505940608385,9.73408872978778,10.3439941128918,10.4759165661218,10.3788318567404,10.4557449240266,9.91292951034067,10.0882364185177,10.082018109427,10.1278410901423
"hemW",8.96651509761042,8.94095996417402,8.33951742702594,8.35003240024658,8.54572437755423,8.70036721436002,9.17916604963324,9.21523906294231,8.22490101387614,8.24915201373429
"hemX",10.0208965969282,10.033287024648,10.0327814481462,10.2454097165775,10.1536553297499,10.1607221256436,9.79870584907191,9.74756079422301,10.1459262921297,10.112864706967
"hemY",10.0171453330508,9.90519528430854,10.2309336239312,10.238986650512,10.2081236143685,10.3269474145953,9.94240767644137,9.91209401238754,9.95886595129569,10.0890117056756
"hflC",11.6397819015668,11.5940952647195,11.6775291866393,11.8144233780942,11.671561354198,11.8204310608674,11.8945424029924,11.8226314864719,11.3182858432511,11.218750522141
"hflD",9.48580460966764,9.58432934850308,8.36520857631779,8.55836031965843,8.53744676583531,8.7159222264338,9.79870584907191,9.50083982612742,7.82734746194616,7.92587870108308
"hflK",12.0688521586738,12.1219493242284,12.0388206421675,12.1562955231807,12.0904237544336,12.2596149392304,12.2905928351021,12.2169560221614,11.6607486601802,11.7707557259097
"hflX",11.5061063497913,11.5214805103309,11.5211029301968,11.5407714428154,11.54050118406,11.6934035366898,11.5095248709141,11.43963864285,11.6540291499705,11.8944493675835
"hfq",11.6499110286867,11.6677228613651,11.6987334365536,11.7161080067869,11.6772234391616,11.6446600288422,11.5181156922551,11.524803370912,12.3012181211729,12.5051760128308
"hha",9.85568860050356,9.91581126579051,9.77293793523259,9.73571285214636,9.40589864414197,9.43639674931703,10.047878087697,10.1937215843541,10.9508955611713,11.3223554100638
"hicA",5.75856738813211,5.73737586037292,5.81141934264457,5.97961798282667,5.99206810183589,5.96360899724476,5.17315139901906,5.78332510550041,5.7669822501101,5.59506439905005
"hicB",6.9889195298264,6.95659132456684,6.88595151012022,7.21271096985393,7.42333431763835,7.31233058651037,7.05711283962729,7.2307834512048,7.13756504795441,7.25155619411594
"higA",6.32624837319049,6.03345791462181,6.08340464305486,6.30908729022781,5.8653979074797,5.98432782308656,6.19860467980001,6.02446284884017,6.53123320221334,6.51240279503169
"higB",5.24493470912562,5.29130144197251,3.93001624333964,4.0499451735398,4.37647473953729,4.71427225557088,5.22217803234771,5.07737835791118,4.97461084784509,5.16714598330133
"hinT",10.2681794972534,10.3485714665877,10.6097250588569,10.5993920354563,10.7841093541501,10.6919334748405,10.0013680628949,10.1672798619063,10.1008655362022,10.1182312799579
"hipA",8.22305746641029,8.30118817624929,7.6560789739168,7.93902819732711,7.62431234491641,7.72896653541157,8.15442721314548,8.02411735407721,7.6395891850586,7.65756399518321
"hipB",6.17274797389582,6.03345791462181,5.68093995260285,5.29794613401685,5.60483403128846,5.37968563280995,6.29322103468517,5.90893656416085,6.03456257145274,6.24033719304761
"hipH",7.88721568603277,8.14495066218281,7.51017232126583,7.66777157896327,7.61647423181339,7.46742939037477,8.0701374948003,7.94574881929684,7.98446350972643,8.02977458205655
"hisA",9.90929247397524,9.84774648221076,14.121158217144,14.2617840640289,14.2746909482512,14.4608942660249,10.1350331687065,9.94359647972403,9.25357099162095,9.23215190378384
"hisB",10.95165805568,10.8938909007596,15.4837998315919,15.5899133517277,15.6991901494705,15.7726112155111,11.1587041915899,11.0106863070859,10.95031833338,11.0549113118888
"hisC",10.611978037341,10.6266770785708,15.4881906758256,15.5670513424119,15.74607539387,15.7690740707948,10.7431665126169,10.7485387640654,11.1251838761534,11.1365133158185
"hisD",10.8562002574177,10.8053152323547,15.7948276077036,15.8358509185573,16.0703048808795,16.0879221524725,11.0879258563451,10.9462803809368,11.7759855681788,12.0198849394608
"hisF",10.1848053767249,10.2198615016981,14.3012826373931,14.4242394647641,14.3501046315565,14.5109606556227,10.4036189300439,10.3677389722718,9.63459588192306,9.5314725641148
"hisG",10.451686001292,10.321452236625,15.429184034243,15.4352528909979,15.7205115378825,15.6689395882987,10.5698466557559,10.5889464624877,12.2330888296587,12.6835499917686
"hisH",9.78685744455071,9.62925392665183,14.0982822710853,14.2035983158172,14.3105015925674,14.358946808726,9.85404243564788,9.77254075258036,9.19824764922103,9.31860758520944
"hisI",9.84303042301249,9.92484891421705,13.7776892573041,13.9767950294847,13.8044991310466,14.0290129114663,10.1141378360496,10.0715589862084,9.46554075220128,9.35542969896654
"hisJ",12.1666296977053,12.1414639639415,11.8707635944129,11.9710602845793,11.1231483497007,11.2130374418491,12.6968204992414,12.5363740646452,11.9834631200305,11.8090894671089
"hisM",8.37147397042644,8.31041325857029,8.01102674656828,7.99499265906845,7.50201866797417,7.27920399713262,8.94073348340495,8.93820529441857,7.29863325368191,7.17120650027191
"hisP",8.74553027904835,8.66347011615108,8.2411970339473,8.41529328896657,7.34959655439503,7.62074083363048,9.2218631448029,9.20609963225492,7.69577377952004,8.05237896967178
"hisQ",9.55125103202636,9.47166820823134,8.96432552343499,9.00245889427018,8.35636376152356,8.68780130649217,9.97486621080651,9.83908573620037,8.46365906131564,8.21349181328432
"hisS",11.7173505109122,11.7411895091746,11.5404938926197,11.5996115880721,11.4958092562983,11.6596176548541,12.0315706874865,11.934305986735,11.3514542073521,11.3242141609424
"hiuH",5.34431905479207,5.49961004003787,6.22117672689646,6.51033371656589,6.77661596130147,6.66117726804594,5.70822233599389,5.36772009972523,7.03674630877533,7.2748133952688
"hldE",8.85885328693619,8.84582677387948,8.55947468875226,8.53338135801037,8.55395476395277,8.56606399683837,9.16673112472806,9.06494330754642,8.61701061392638,8.51633416743876
"hlyE",4.75972260084509,4.38313105480355,7.4869552289657,7.86754052902555,8.45194845099734,8.53483124284405,4.77302097242982,3.89304049286354,5.0457530665681,5.69051628922015
"hmp",8.67427253091427,8.56284952432117,6.88595151012022,6.74608944060786,6.56480608924312,6.59539799092256,7.48538843555285,7.8859545690533,7.81725210763919,7.61567684005375
"hns",13.3843745164832,13.3667057453871,13.0739803302452,13.1288417296217,12.778680280196,12.9062771163406,13.2391706096756,13.250668850552,13.5891794928026,13.6479404331337
"hofB",5.68471825093324,6.12001208190414,6.38091533476082,6.1861871473662,5.8653979074797,6.34621868319181,5.63779012272664,5.36772009972523,6.42882733758504,6.57621374223302
"hofC",5.78236490261017,5.21456278043299,5.50693204687565,5.03787528965707,5.11847354635831,5.63705867021417,5.56373075671482,5.64569255839229,5.51511636210426,5.26353779207996
"hofM",5.02277632499293,4.51764407906147,5.23634870132561,4.71987831223128,4.92827035481419,5.4706938933245,4.0047317237973,5.45277335927172,5.48987176013509,4.9132974980475
"hofQ",5.21021641832463,4.90813625495703,4.94882476038271,4.65925126485061,5.02652612429284,5.02639240178396,4.95833678691045,4.84496079087268,5.0457530665681,4.9132974980475
"hokB",6.00091965876968,5.29130144197251,5.70799954489979,5.82335939119969,5.96760989195373,5.78616056515625,5.77536703199715,5.13003447826517,5.86835039961553,6.24033719304761
"hokD",6.86079312481643,6.96829756752248,7.20336089396184,7.19157512624815,7.14685321491829,6.83083476442003,6.9006769031969,6.99638296182436,7.37633081325113,7.34973553228343
"holA",9.36311091756952,9.19366854894472,9.04601712693033,9.1384302176268,9.07232089096189,9.37501674806844,9.46975155457565,9.40558036904535,7.90566337773624,8.05685765109132
"holB",8.42152560265052,8.31041325857029,8.22725509999296,8.24624770482625,8.48245260510895,8.65589916732135,8.42888643866536,8.68548160323913,8.02888226654342,7.93076717360926
"holC",9.08114218571343,9.09569665273397,8.32649821497625,8.54175582740162,8.59441675705929,8.71901320326604,9.12234491574566,8.99591191271037,8.81262272182048,8.86427810258897
"holD",8.35175128368313,8.30118817624929,7.54055830951115,7.44477819886577,7.14685321491829,7.06267333051065,8.402614213387,8.25436144602953,7.36251176350095,7.39995749991216
"holE",7.73108961928884,7.92836743578484,6.56961059123312,6.4403612892615,6.53183751836504,6.73634457501248,7.53461213822397,7.40066012368024,6.10269361416079,6.25601181925319
"hpf",10.5911025760226,10.6192729124196,10.9368451828479,10.9240130464466,11.3078554695495,11.1278083657484,9.8226818905106,9.8644802110381,10.4865176526844,10.4004831022806
"hprR",8.16094832836091,8.21539509632503,7.47913240119596,7.42680335196226,7.47626455990156,7.36853206419674,8.30386363791187,8.29515871677493,8.78180763163527,9.12533469522688
"hprS",7.881724738624,8.02679546121903,7.20336089396184,7.03425801582732,7.29170883388274,7.03316968782765,7.98770236168713,7.93103101219663,6.90945939247802,7.10353946165026
"hpt",9.87377876207546,9.94423839784309,10.1296467015869,10.1307397330462,10.0743427748065,10.2680223739532,10.1836721908683,10.1242619475266,10.1788216300723,10.1583776651774
"hrpA",10.7524726220103,10.6907754562623,10.7422570865236,10.7038293637898,10.8457433450312,10.9138472599195,10.9267422338183,10.8211710919925,10.7995240168954,10.7305540866931
"hrpB",9.02496681296823,8.90791642796898,9.05130221568609,8.74762304171748,9.1394891836015,9.0089430373932,9.32897538804828,9.02045040755054,9.36344543180167,9.36989936004965
"hscA",11.6889452843231,11.5596959602535,9.9587778261748,9.99553243362813,9.87033037930811,9.95588892401914,11.5266556604239,11.4743101211449,10.3635794560382,10.553309422254
"hscB",10.1395146568234,10.037459505069,7.47913240119596,7.49739655778602,7.25178455831023,7.15687482463712,9.55332629938741,9.62490303017066,8.33159092064701,8.66747989604298
"hscC",5.4372690120281,5.21456278043299,6.4783486569639,6.57706605335987,6.10849135584545,6.19449534461887,5.12238974015299,5.5716011415085,6.54353712925482,6.01933801330906
"hsdM",9.47125503361204,9.22571395671851,8.94741705899423,8.8044084616858,8.88277609255811,8.8431938749577,9.82466202354514,9.66991593470668,8.75297031592513,8.75000103466002
"hsdR",10.8186200328512,10.8581672094012,11.8819301293586,11.8872881364744,11.5671748729137,11.6458786032921,10.2949792854091,10.1921795321211,10.6195370997567,10.5846624652982
"hsdS",8.60931262027351,8.5667040989369,8.10551356876237,8.17266300940699,7.97630708670931,7.95553410022402,8.69445628115514,8.63642969359916,6.53123320221334,5.96313519297401
"hslJ",7.40339731594487,7.00285668998998,6.39761854317902,6.94865767478693,6.91087096881519,6.76055398305914,7.23443186107652,7.48369234330029,6.36092013297006,6.48606587124768
"hslO",9.43422588266514,9.40218211725828,9.18232872483839,9.1603497099298,9.30223020094306,9.27565614876161,10.0563289010793,9.93808697059338,9.34599695965118,9.25376883428285
"hslR",7.59006113120246,7.89195991967177,7.52544532990179,7.90697228649996,7.90087752160411,7.63390286534862,8.24593313394318,8.27781525607144,7.73384015234639,7.67514984776269
"hslU",10.9718243676563,10.9598611215627,11.233865343197,11.3010031485136,11.076777902972,11.2358751775951,11.7930221961689,11.7015818342844,11.19067329105,11.0402854081438
"hslV",9.20941302805063,9.26182602522432,9.46571203639839,9.49389381974665,9.289964108621,9.55702861191907,10.0135709371293,9.98158492506497,9.238520062378,9.10168845721195
"hspQ",9.61054136739981,9.60134042346731,9.48926825375401,9.54269148538602,9.47903651830826,9.69997787534029,9.51459933518581,9.31496427710448,9.85414295320355,9.74634116595444
"hsrA",7.07805631576488,7.17436551976339,8.78560040947131,8.78337499352176,8.6337747852732,8.70660935995614,6.67336281062825,6.59083393531743,8.13021852615835,8.21749786918076
"htpG",11.6639733833359,11.7244651505979,11.9852930585031,12.0882487667311,11.7873441985617,11.8099603807212,12.2880835442555,12.2104960219204,11.3847318322512,11.3036349874926
"htpX",10.8114183217277,10.77648173516,9.67362562877569,9.77353576903971,9.73209993850825,9.83573765926597,11.4511206336952,11.3477448464436,11.4379947096601,12.0961108323193
"htrE",5.68471825093324,5.91739426700594,5.83615342148406,6.00408856536575,6.10849135584545,5.55628103327282,5.56373075671482,5.87854625080439,5.99924905023051,6.00084639167826
"htrL",8.65186777046748,8.80071719655699,8.92743673819002,8.94363495264451,8.93096863545542,8.9522834860381,8.53911722571511,8.44770448080105,8.56968859467626,8.80694209182276
"hupA",11.9906696785073,12.1199832632496,12.1296842027308,12.0513340379764,12.044797961803,12.0870428495427,12.3207195544354,12.2207425538332,12.2292871681679,12.1376616814165
"hupB",12.3887691595791,12.3748078186693,12.9667150919278,12.9033066429561,12.8097277396079,12.7425938899864,12.2190047963948,12.1605100745402,12.5939782080329,12.4812188586093
"hxpA",10.5283582340319,10.5826232176989,11.4128671630847,11.4994513406556,11.3277917391083,11.4128404668378,10.559182688823,10.2790007172391,10.7808155286939,10.8827215848669
"hxpB",8.91368828055618,8.93798708661128,8.54456081798482,8.73307043103958,8.61816018904232,8.62985957136797,9.35934424550285,9.14683191493755,9.00500208270613,8.9316663479209
"hyaA",2.78811444517747,3.25207218037717,4.64598940211271,4.31003596865067,5.07323701820384,4.94394150828755,2.50645023864427,3.89304049286354,2.21120249184225,2.23612666960443
"hyaB",4.31080601529956,4.58041108321018,4.99360304452807,5.21638425391978,6.08594741401753,6.10274606460071,3.75723036669574,4.22194190868172,3.7075522090866,3.83960398664315
"hyaC",4.09751151654619,4.31076981604393,4.46646441202871,4.46016354048852,5.24620466120648,4.90086423059958,4.0047317237973,4.40508983612251,3.87568560028394,4.07305551065489
"hyaD",4.17224959413337,4.45197910439529,4.8054143065394,4.77803487001882,5.20487838825443,4.76325386784338,5.01513401260599,4.12062429463375,4.39850424113898,4.27318414054272
"hyaE",2.78811444517747,3.08186151283128,3.21196647126029,2.94065610575327,4.03984284563895,4.71427225557088,3.61468495735031,2.82298756540603,3.7075522090866,3.999480705875
"hyaF",4.94035055748355,4.80702539869691,4.90260047591176,5.12990566276554,5.4366786470266,5.10435529654468,4.48130922513228,5.02271383709192,4.86079540636995,4.69973119392179
"hybA",5.70975814692878,5.46692219913485,10.7761671837271,10.8390786139287,10.7495912098409,10.8686364631452,6.24668936749781,6.05195226367628,8.87964039407913,9.19403324077648
"hybB",5.10071660616578,5.04755193474846,9.7825032691927,9.77885899577172,9.80631908711209,9.8300310972944,6.0164184776885,5.7161538711505,6.74874177060587,7.1121735219088
"hybC",7.89813527142243,7.65180880020539,10.3321018455176,10.5189672718136,10.4120357842175,10.4276807340924,8.27518915912494,8.05837896902501,8.38040269335149,8.47677274981489
"hybD",7.28358627070564,7.33668760618698,8.72074147277366,8.82856608815574,8.74578924846309,8.83751671302688,7.34894284911787,7.01045440067363,7.82734746194616,7.98347460032801
"hybE",6.50838161644873,6.22136762855082,7.72384671826114,8.00713976361896,7.84830676530052,8.10005766675088,6.79149494842983,6.62782206344872,7.24691707426068,7.17944593063082
"hybF",4.89728692014349,5.21456278043299,6.34691667160985,6.62516311403933,6.2571315012594,6.5122835512281,5.01513401260599,5.13003447826517,5.11352965810168,5.38275049197831
"hybG",5.4372690120281,5.46692219913485,6.27641401612014,5.87735210458446,6.33565517845209,6.56822219081623,5.5252198532544,5.13003447826517,5.20954197869974,4.65289931501216
"hybO",6.0798281439696,6.07738505422282,11.5053040191039,11.5589346969312,11.6366298233663,11.6945816441104,6.52532158649517,6.84755730945815,10.5172421152481,10.6031523579678
