"","menF/ubiC KO, rep 1","menF/ubiC KO, rep 2","menF/ubiC KO adapted 1, rep 1","menF/ubiC KO adapted 1, rep 2","menF/ubiC KO adapted 2, rep 1","menF/ubiC KO adapted 2, rep 2","menF/ubiC KO adapted 3, rep 1","menF/ubiC KO adapted 3, rep 2","menF/ubiC KO adapted 4, rep 1","menF/ubiC KO adapted 4, rep 2"
"actS",8.74855000818561,8.95573314716351,9.00029452820799,9.00851362437241,8.91188436826642,9.08757702724405,8.72869797792332,8.62732916443422,9.25917485270172,9.2081944072009
"ada",7.3165215114159,6.76853629017441,7.26835243975482,7.11506064451129,7.3961225103671,7.46005805199761,6.69084309782126,6.5719777771397,7.36943783874185,6.98632268956885
"add",7.70645249004196,7.70873701524521,10.0775011192765,10.0956208660076,10.1012676839307,10.3340206652584,8.16071153828971,8.27781525607144,9.12443536466452,9.54428739403868
"adeD",6.78043325391392,7.04768374344473,6.06260148418703,6.30908729022781,6.51506608510156,6.21216429428197,6.79149494842983,6.76695737573707,6.05189984459876,6.1758756390192
"adeP",11.0485590816366,11.0900987016724,8.95871135920237,8.90195894934386,8.6337747852732,8.89876957192147,11.7027783827867,11.6029003029452,9.40784784918772,9.27890540453313
"adeQ",3.8459699320347,4.6405281246535,4.4012069047202,4.88769521177514,4.37647473953729,4.98576024408981,3.75723036669574,3.62090890251945,4.28482613792587,4.14296955372079
"adhE",13.79472470523,13.7566260767045,17.9712427758375,18.1348300650265,18.0367595026957,18.2153295607353,14.5385700577847,14.479257545216,15.3932827403098,15.6566574303332
"adhP",10.3137441727791,10.369685073632,8.91299373636543,8.90195894934386,9.5972394411887,9.8456701479639,8.76627270424549,8.70723824315343,8.76352342810221,8.54849295390949
"adiA",5.73436971105719,5.9413674704624,6.27641401612014,6.32858885235411,6.42815052328865,6.24686513436004,5.83951816208483,6.25480440842155,5.98126216388693,6.1425299801415
"adiC",4.85288677226216,4.6405281246535,7.10512076474552,7.31397952118298,6.88500141611114,7.09158544491047,4.83749834941937,4.78043756933121,6.24513893295699,6.4319027994271
"adiY",5.4669625013452,5.70971729745029,10.1044452088884,10.143176129343,9.75191033896406,9.60459879562496,5.44495764991286,5.87854625080439,7.48873575384602,7.70399138366636
"adk",12.187362964384,12.2690716862824,10.8178514717979,10.96350760442,10.9168669946603,11.0708819808686,12.1827982312704,12.038811936188,9.89910375707323,9.7449541570823
"aegA",6.02105578229796,6.22136762855082,9.3589419153275,9.50249980891265,9.56298811355643,9.66033017108537,6.31593525172719,6.66388485684957,8.20954589033371,8.41182681303524
"aer",6.64434256595119,6.82113046342203,6.32961174257638,6.49315648417312,6.17408057377206,5.83261509206128,6.91562072657609,6.68158350884403,6.40204718248868,6.41803791104186
"aes",5.4669625013452,5.21456278043299,6.02007144101337,6.22832945257924,5.50631827394309,5.71354014597881,5.3599461367246,5.5716011415085,6.24513893295699,6.25601181925319
"afuC",4.49612806093234,4.23451008495381,5.15990988385152,4.83391622841039,4.5188691857504,4.90086423059958,4.95833678691045,5.27731198453376,4.86079540636995,5.13352043460335
"agaA",4.43700227093588,3.66201786954072,4.10517978413056,4.77803487001882,3.72088395539497,4.81061125970143,4.0047317237973,2.51067464030944,4.28482613792587,4.50239492128211
"agaB",4.09751151654619,3.66201786954072,2.62164666781118,3.46731126933585,3.72088395539497,3.75397902411206,3.88646502009506,3.62090890251945,4.09508574561916,4.14296955372079
"agaC",2.97675969992021,2.88594073465545,3.49533888922131,4.14207682088467,1.99532717108112,3.28985753882655,3.06679631630542,3.89304049286354,3.79416287730071,3.55887725466423
"agaI",4.31080601529956,3.25207218037717,4.46646441202871,3.84525529162436,3.45833623605202,4.10076051193278,4.48130922513228,4.40508983612251,3.61514552538391,4.2095775574352
"agaR",9.40390265919248,9.23543257010526,9.16780363330951,9.23196168620993,9.13675206171681,9.29442655425805,8.82680100069738,8.90093016783886,9.43615836600224,9.44698794729756
"agaV",3.75092521549053,4.1538980849236,4.02033059610405,4.46016354048852,4.29953345745766,3.84908091658022,3.61468495735031,4.22194190868172,4.22436962957511,3.55887725466423
"agaW",3.64887327881118,4.06839394313612,4.4012069047202,3.46731126933585,4.13182605303223,3.65186246678045,4.30944510835917,3.89304049286354,3.40922164310738,3.65893562847166
"agp",8.84198794846664,8.96452498274861,9.7825032691927,9.81212416589903,9.46819056147304,9.59285249225427,8.12901251346794,8.13100707182265,8.81769517925314,9.12106410723869
"ahpC",14.3743127597615,14.3277856053932,14.3272481844512,14.3995427144478,14.2120367919513,14.3258768010136,14.6538031273924,14.6347883770784,14.1618585470011,14.0916182240275
"ahpF",11.5167723780117,11.4249843336347,12.049754061644,12.0425092066259,11.9859437446422,12.0583496568671,12.2488052132907,12.213539625605,12.1356678022212,12.2050322101059
"ahr",8.38706024942564,8.26842774373735,8.39461451462983,7.92629118734532,8.49533091165029,8.73742126556565,7.33789231622415,7.40066012368024,7.85228100119152,7.67514984776269
"aidB",8.57909832184736,8.46297767369335,7.782229546136,8.01317517243148,8.64922218158852,8.34380904508754,5.93068341681896,6.47380947964026,7.38319100199497,7.49544134015204
"ais",4.2432252066759,4.06839394313612,4.02033059610405,3.14050859378902,3.30524687302428,3.28985753882655,5.12238974015299,5.02271383709192,4.22436962957511,3.65893562847166
"alaA",9.11429485418316,9.3132070652558,8.82006777471905,8.8987026755279,8.83629587289458,9.1065836165477,10.5083479495157,10.495764349671,8.68242658895658,8.71359130142553
"alaC",9.25471925404105,8.97035658055332,8.50658732493558,8.53757466947483,8.70940898333343,8.32770010401741,8.90748843300845,8.88574619815827,8.94831516045441,9.08204903579552
"alaE",4.85288677226216,4.85847425492088,8.8954690755286,8.9084495298864,7.51050218542023,7.04307145547531,4.48130922513228,3.76364488056219,9.34424044930272,9.19199882167404
"alaS",13.3894615667447,13.4103928867129,12.9250386807854,12.9930666298442,13.0022762578191,13.0789063838433,13.6056082503698,13.5633045568906,12.7724216985059,12.6048802120059
"aldA",9.5904865567529,9.68351113585287,7.67674567515262,7.62899363710845,7.2618697153877,7.72896653541157,10.2978330373038,10.0749099316093,10.0511251819346,9.66213672056648
"aldB",6.92627894219126,7.14372298064682,7.31304486593988,7.14835084654523,7.99456391350405,7.71044841363052,5.74218628212536,5.78332510550041,6.59172877180757,6.64923568702583
"alkA",6.76857873167147,6.38757293139336,7.02140651498297,6.97363777863498,6.81822107041989,7.54612108688862,5.67343722020544,6.43259029147551,6.63836132517591,6.80648116064946
"alkB",5.40694899149313,5.13348728090841,5.41133511267325,5.21638425391978,6.08594741401753,5.68849538755921,5.17315139901906,4.78043756933121,5.14625308934444,5.13352043460335
"allA",4.94035055748355,4.80702539869691,3.61751044834936,3.95134148439446,4.92827035481419,4.24654583527222,4.83749834941937,5.22987940276601,5.20954197869974,5.09908747165533
"allB",4.98215639067582,4.85847425492088,5.03702367454999,5.03787528965707,4.92827035481419,3.93809911010064,5.06976493152537,4.64192671173821,5.61188278969293,5.7800273890354
"allC",6.63130920073659,6.52076146337835,6.56961059123312,6.68689379152664,6.49809721076794,6.68667097808038,6.7420471784093,6.7502822534932,6.79063162223461,7.29770150328036
"allE",8.3596727446732,8.0654502949681,8.3089544519826,8.35479307580285,8.26907013309718,8.14671551742844,7.98770236168713,8.0984468575675,8.17042742038367,8.31044980900664
"allR",10.637451017512,10.6239049674341,10.2215878793808,10.2543542362609,10.3483988620066,10.1203807181774,10.5532240243955,10.4590483570049,10.2630431144177,10.2609212553713
"allS",3.64887327881118,3.08186151283128,4.10517978413056,3.95134148439446,3.13232336809183,4.17553606052749,3.45560316065251,3.0721506324417,4.22436962957511,4.27318414054272
"alpA",4.09751151654619,3.77527031484525,3.83345879424557,4.46016354048852,3.83551063206092,4.10076051193278,3.27534131398923,3.46159757674812,4.02569973781026,3.55887725466423
"alr",9.57865786690555,9.36060237151134,9.41945839222991,9.38408002320618,9.31922938654734,9.46429368077643,9.48985621188697,9.31779551183117,8.63436368493305,8.73051005006354
"alsA",3.93493715279537,2.65371542930467,4.02033059610405,4.52966651244396,4.64829690495971,3.54155844341104,4.63461473624718,4.64192671173821,4.02569973781026,4.39241389742391
"alsB",5.49605492289853,5.56283702205163,6.29436569415141,5.41220988579812,5.53991246134042,5.24861246374929,6.0164184776885,6.15694588051083,6.19920446336812,5.88461387556488
"alsC",4.17224959413337,3.08186151283128,4.70113338016802,3.84525529162436,4.44945548989133,3.75397902411206,4.1137914554697,4.48849482455867,4.22436962957511,3.83960398664315
"alsE",4.80706371301424,5.04755193474846,5.56730460283865,4.38708495412401,5.16232647351706,5.02639240178396,5.3599461367246,5.49348380646435,5.11352965810168,4.9132974980475
"alsK",5.06227623114171,5.36414578004901,5.27309360040307,5.12990566276554,5.47192019251481,5.14180231608572,5.3599461367246,4.96588045742229,5.29953083736737,5.32438082550177
