"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","P","SignedZ"
"b0500",-0.430495046617986,3.67731898379905,-4.83380756606871,4.80018175235249e-05,0.00134559933638526,1.8466507662362,0.00134559933638526,-3.20607281532583
"kdpE",-0.481970593898054,7.61336857632736,-4.82788808367447,4.87704984702367e-05,0.00135687675777835,1.8312073099974,0.00135687675777835,-3.20367048888657
"b1934",-0.512791765676833,3.53925961239002,-4.82592071467236,4.90286883708171e-05,0.00135687675777835,1.8260747930855,0.00135687675777835,-3.20367048888657
"mppA",-0.737137131943506,6.83603500873251,-4.80990031968759,5.11826526310073e-05,0.0014075229473527,1.78428411985183,0.0014075229473527,-3.19310389558622
"mhpD",-0.574605686621233,6.9785451415819,-4.8044328974298,5.19391976452714e-05,0.00141730415227767,1.77002340970188,0.00141730415227767,-3.19110366893547
"prfH",-0.690003801286587,6.20319165667795,-4.80263282655582,5.21907167697185e-05,0.00141730415227767,1.76532845442998,0.00141730415227767,-3.19110366893547
"potG",-0.574698369329082,7.2256020676108,-4.79771484354156,5.28841164253659e-05,0.00142721419793922,1.75250180643145,0.00142721419793922,-3.18909003214202
"b0626",-0.582722189510033,6.88375567509902,-4.78861005945502,5.41922128993162e-05,0.00144553582297711,1.72875734829898,0.00144553582297711,-3.18540094206504
"gabP",-1.22200306830886,6.20936532164407,-4.78836141116076,5.42283864546075e-05,0.00144553582297711,1.72810892999981,0.00144553582297711,-3.18540094206504
"rclR",-0.557915260749538,6.87130304562306,-4.77931792229821,5.55605651117651e-05,0.00147201619152817,1.70452682816191,0.00147201619152817,-3.1801445212459
"yagF",-0.471898541176503,7.4854633855364,-4.77188747082769,5.66795619321563e-05,0.00149256179754678,1.685152819927,0.00149256179754678,-3.17612586051863
"b2084",-0.646563163171401,6.39991131501604,-4.7585551923194,5.87440830441888e-05,0.00153760867968072,1.65039494017593,0.00153760867968072,-3.16749024615262
"lacA",-0.771141732370996,4.83992575848875,-4.74875673720731,6.03091149868816e-05,0.00156912038693413,1.62485367964105,0.00156912038693413,-3.16158681241362
"yagH",-0.642124513864909,7.9304519891487,-4.74490239589435,6.09360887575727e-05,0.00157599586697413,1.61480762103554,0.00157599586697413,-3.16031327356767
"ybfO",-0.693411053008781,5.43355302291404,-4.73963850154953,6.18028770557141e-05,0.0015815219321997,1.60108851158752,0.0015815219321997,-3.15929338817689
"yegS",-0.754052856140648,5.65449398436694,-4.73918740385502,6.18777280722552e-05,0.0015815219321997,1.59991287691755,0.0015815219321997,-3.15929338817689
"yccE",-0.737896818028234,4.63902960583401,-4.72241110814922,6.47266501318898e-05,0.00164466254282492,1.55619638695003,0.00164466254282492,-3.14786744718773
"katE",-1.3060923953388,7.93291384106341,-4.7123207182954,6.65028598241841e-05,0.00167224939613634,1.52990747896954,0.00167224939613634,-3.14300157604377
"citF",-0.640473480732985,7.01557455152293,-4.71187695910001,6.65820818254517e-05,0.00167224939613634,1.5287514259456,0.00167224939613634,-3.14300157604377
"csgC",-0.794571176168868,4.3012891311452,-4.70519726923056,6.77860142975531e-05,0.00168615445022205,1.51135087057354,0.00168615445022205,-3.14057688028779
"b1966",-0.57855608931776,6.34470475788294,-4.7045058990936,6.7911859330002e-05,0.00168615445022205,1.50954995721064,0.00168615445022205,-3.14057688028779
"yfdC",-0.476778047653716,6.17022723515958,-4.68701353200275,7.11746064538479e-05,0.00175712309682937,1.46399155968417,0.00175712309682937,-3.12848110241442
