"Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B","P","SignedZ"
"yjfN",1.79976364233333,9.22337304883333,14.1961034750077,1.05485313774252e-06,0.000233093140602983,6.38931407252129,0.000233093140602983,3.68015399996733
"katE",-2.04276839666667,9.02897091333333,-14.0615826402888,1.13056882672207e-06,0.000233093140602983,6.31988266036784,0.000233093140602983,-3.68015399996733
"tsr",-2.10093454,11.6469275966667,-14.0214876284593,1.15430913970795e-06,0.000233093140602983,6.29904115556609,0.000233093140602983,-3.68015399996733
"argT",1.85698018733333,10.8710611063333,13.9510091036347,1.19741580058591e-06,0.000233093140602983,6.26224107380068,0.000233093140602983,3.68015399996733
"fliC",-1.88595093666667,15.056509465,-13.9181716337806,1.21811824718303e-06,0.000233093140602983,6.24502281440354,0.000233093140602983,-3.68015399996733
"fliK",-1.693632459,10.3289616538333,-13.9178024053866,1.21835331272645e-06,0.000233093140602983,6.24482894786363,0.000233093140602983,-3.68015399996733
"gcvH",4.00075809466667,11.8100081426667,13.2135200317296,1.77627708592504e-06,0.000311949928259693,5.86409413467853,0.000311949928259693,3.60516894272194
"fliS",-2.07470967666667,11.997847905,-13.2109739892181,1.77875939135962e-06,0.000311949928259693,5.86267688862568,0.000311949928259693,-3.60516894272194
"rdcA",-1.93932878666667,11.52739765,-13.0790575876427,1.91289001234062e-06,0.00031634370147348,5.78882922231972,0.00031634370147348,-3.60153509983609
"tap",-1.87118339,10.634267415,-13.0405845248614,1.95413072898799e-06,0.00031634370147348,5.7671365755924,0.00031634370147348,-3.60153509983609
"rnk",2.04754451,11.206152375,12.7592938430945,2.28802352370501e-06,0.000336611477406513,5.60636354479197,0.000336611477406513,3.58536160155156
"otsB",-2.70486714333334,13.828654915,-12.7054022389411,2.35908865537721e-06,0.000336611477406513,5.57511875752338,0.000336611477406513,-3.58536160155156
"pdeH",-2.320717747,10.9017939131667,-12.702217920895,2.36336494244927e-06,0.000336611477406513,5.57326806268146,0.000336611477406513,-3.58536160155156
"ymgD",1.95311412666667,12.1250130333333,12.6757667740536,2.39922649612625e-06,0.000336611477406513,5.55787534832293,0.000336611477406513,3.58536160155156
"waaH",1.49496900966667,7.5495519725,12.4977007059703,2.65723726700809e-06,0.00035735043495757,5.45333631795014,0.00035735043495757,3.56972920541582
"cheR",-2.21231473666667,11.454000245,-12.4593288205594,2.71684816313667e-06,0.00035735043495757,5.43059760915257,0.00035735043495757,-3.56972920541582
"tusE",1.843599469,10.2404742188333,12.3746387859102,2.8538254870504e-06,0.000363992468939247,5.38014263749811,0.000363992468939247,3.56490178213448
"rdcB",-2.35997726766667,10.6076278995,-12.295618939691,2.98868671740812e-06,0.000369981835105023,5.33272927210126,0.000369981835105023,-3.56061882700854
"yhdV",1.59152708633333,9.60292416683333,11.9875366695742,3.58760980498471e-06,0.000431435704833732,5.14470726845894,0.000431435704833732,3.52006828777421
"amyA",-1.536536293,8.88142076516667,-11.8692812189054,3.8525494143811e-06,0.000448605602090776,5.07116707290593,0.000448605602090776,-3.5097041097278
"yebV",-2.35955008633333,10.5363665635,-11.8307633146043,3.94355126570651e-06,0.000448605602090776,5.04704631355417,0.000448605602090776,-3.5097041097278
"ybcW",1.326833106,7.95391715166667,11.7060311587005,4.25528342611289e-06,0.000471328630013398,4.968364586521,0.000471328630013398,3.49654294016633
"groS",-1.66505576333333,12.289748795,-11.6465119016671,4.41374896799181e-06,0.000476345369391732,4.93050849917954,0.000476345369391732,-3.49371717383323
"otsA",-1.736393201,8.88164809183333,-11.4666707781477,4.9344409035611e-06,0.000519226544077216,4.8148827937427,0.000519226544077216,-3.47063640729892
"argB",1.65784524,11.8494317266667,11.3559698755695,5.28922003871401e-06,0.000542983588852372,4.74276723634231,0.000542983588852372,3.45860350778323
