Name,Score,FDR
ygfF,0.03228852502754964,0.9409533537534147
fdhF,0.03240627339489167,0.9409533537534147
manY,0.03270778409987774,0.9409533537534147
yejF,0.03283531996171508,0.9409533537534147
metV,0.03288672350791717,0.9409533537534147
yhaK,0.03307672338314398,0.9409533537534147
yfbS,0.033176953809338154,0.9409533537534147
fruA,0.033752524393616645,0.9409533537534147
gltV,0.034104750304506694,0.9409533537534147
iraP,0.0342346689425361,0.9409533537534147
mglC,0.03434816523238705,0.9409533537534147
rpsJ,0.03448275862068965,0.9409533537534147
yfjX,0.03454545454545455,0.9409533537534147
tdh,0.034657906985007474,0.9409533537534147
lpxP,0.035486537424716705,0.9409533537534147
glnV,0.03593179049939099,0.9409533537534147
insF4,0.03597637127955172,0.9409533537534147
tsaB,0.036289397012257085,0.9409533537534147
gntK,0.03645632528333519,0.9409533537534147
cysA,0.03647489156974544,0.9409533537534147
cysT,0.03654080389768575,0.9409533537534147
recC,0.036550308008213545,0.9409533537534147
add,0.036760482481332575,0.9409533537534147
holD,0.03693905344189856,0.9409533537534147
ompA,0.037130441705874234,0.9409533537534147
ompX,0.03750570479729347,0.9409533537534147
cysD,0.037772525293722145,0.9409533537534147
mutT,0.03787410812229912,0.9409533537534147
katE,0.038809144072301974,0.9409533537534147
maoP,0.03883466408197757,0.9409533537534147
ilvA,0.03920953884755374,0.9409533537534147
gltJ,0.03923075950060926,0.9409533537534147
b3914,0.039337037154323413,0.9409533537534147
cbpA,0.03934077618288144,0.9409533537534147
yciZ,0.03947556223385314,0.9409533537534147
glyV,0.03958587088915956,0.9409533537534147
hycE,0.03974542626273948,0.9409533537534147
gltU,0.040194884287454324,0.9409533537534147
metC,0.040199979593918994,0.9409533537534147
insH2,0.04047369425780419,0.9409533537534147
insB6,0.0406570841889117,0.9409533537534147
fdhE,0.040813360364847506,0.9409533537534147
sdaC,0.04088787369685979,0.9409533537534147
proV,0.04093567251461989,0.9409533537534147
hypA,0.041150968365587494,0.9409533537534147
uspG,0.04116936189178224,0.9409533537534147
copA,0.04192782280330889,0.9533741862044698
rutC,0.04240488008925987,0.9578680994387355
epd,0.04293048412384201,0.9578680994387355
metK,0.04352427276111601,0.9578680994387355
insA2,0.043602606844672015,0.9578680994387355
insF3,0.04410728214901611,0.9578680994387355
tcdA,0.044117967656650575,0.9578680994387355
insH3,0.044134963499069826,0.9578680994387355
frdB,0.04422316118864537,0.9578680994387355
yaaX,0.044300449900339156,0.9578680994387355
ahpF,0.04505421335900459,0.9578680994387355
yqhC,0.04528955645116146,0.9578680994387355
sdaB,0.04540790162122004,0.9578680994387355
blc,0.04554710743801654,0.9578680994387355
aspU,0.045676004872107184,0.9578680994387355
gltK,0.0457314404496372,0.9578680994387355
yfbU,0.04578670454702853,0.9578680994387355
rnd,0.04579793348692195,0.9578680994387355
manZ,0.04606408202680407,0.9589114540227665
pdxY,0.04660571452747612,0.9656529823122855
gadW,0.047133232651495785,0.9687660302080368
tyrT,0.04750304506699147,0.9687660302080368
fliA,0.0475254276704627,0.9687660302080368
insH1,0.04779321189129791,0.9687660302080368
valZ,0.04811205846528623,0.9687660302080368
queC,0.04813455883597592,0.9687660302080368
tcyP,0.048317366798598826,0.9687660302080368
lpxA,0.04852786333010063,0.9687660302080368
cysK,0.04888141722579028,0.9687660302080368
mrcA,0.04943222285488609,0.9687660302080368
yihW,0.04969696969696969,0.9687660302080368
