"Gene","SignedZ"
"purB",-3.20805026318031
"ygaZ",-3.20616831944814
"aes",3.20379634274385
"galM",-3.20155136018422
"tehB",-3.20141657986263
"yecM",3.19781959101353
"yjjU",-3.19778935051739
"pagP",3.19289301773825
"bax",-3.19100980477767
"queA",-3.18919517753832
"minD",-3.18890043180096
"iscU",-3.1851246287491
"citE",3.18286654790594
"mlrA",-3.18132657927995
"nadA",-3.18111984297039
"ycgR",-3.18069432482238
"gor",3.17925597476404
"nfuA",-3.17604271855731
"ybaT",-3.1729319238531
"yjgL",-3.17129289299264
"yeeN",-3.16618165187171
"lpxC",3.16343724347617
"ppnP",3.1613444265753
"cysE",-3.15909811961832
"sbmC",3.15605523261943
"clpA",3.15457199898783
"fecR",-3.15179441369245
"dinJ",3.15093616554838
"psiF",-3.15005152939532
"rbsA",3.14671822532915
"queD",-3.14524201047191
"btuR",3.14110894588123
"rhlE",-3.1378168381077
"yfdG",-3.13518398221375
"ygcP",3.13266835466262
"galP",3.1322822584905
"fliE",-3.12964408350892
"idnD",3.12451064490514
"fimC",-3.11340539764103
"yjcB",-3.10968288044461
"yfaY",3.10784920227844
"yihF",3.10711616667145
"insH2",3.10677411989032
"dppF",3.1051278031542
"melR",3.10200857430068
"yegP",-3.1010599641391
"efeB",-3.09719013866312
"yiaG",-3.09484754183002
"pspA",-3.09466710100024
"yhhX",3.08986124295677
"acnA",-3.08826333499641
"ykfA",3.08816143511863
"dgcM",-3.08421625970098
"ydeI",-3.08402098991693
"ansA",-3.08307083923543
"tabA",3.0827486034345
"nuoK",3.08219231778456
"rnm",-3.08206878595041
"rsmG",-3.0813843526748
"chiP",3.07885806533968
"yahM",3.07810058261918
"ydcA",3.0746036621159
"glpG",-3.07416681212949
"xdhA",3.07376266838527
"ptrB",-3.07276962137022
"phoU",3.07276684761048
"proA",3.07262048797583
"mltD",-3.0701683811117
"minC",-3.06974134975096
"allR",-3.06951550547057
"mrr",3.06886361899094
"sra",-3.06857557600497
"btuD",-3.06236574438597
"gloA",3.0622648799544
"hydN",3.05788084831115
"pgi",3.05605110700371
"ygfB",3.0538772829367
"folX",-3.05030048381632
"yghB",3.04628238566044
"mcrC",-3.0443044029071
"ybfC",-3.04395722803796
"apaG",-3.04128008424122
"greA",3.04011317108113
"yijD",3.03975523675533
"azoR",-3.03972418307204
"ybgE",3.03590397274109
"treA",-3.03537435668252
"rlmA",-3.03405380222996
"yffL",-3.03102308947155
"nanA",3.02959126742229
"yqaB",3.0227911135049
"rpmA",-3.02242921784682
"yiaD",-3.0163238594406
"pfkB",-3.01217634865555
"yccE",-3.010180560728
"insH10",3.00890670145987
"glcD",-3.00606752155325
"xthA",-3.0040640252426
"pdxA",-3.00351305110298
"yebV",-3.00014448167473
"rdcA",3.00011470519202
"ydgJ",-2.99902907322571
"narX",2.99526972933825
"dnaQ",-2.9944262783529
"slp",-2.98764662928203
"leuC",2.98380142659972
"amyA",-2.97833441430355
"pdeR",-2.97684841328743
"dinD",2.9763875599397
"adiC",2.97595779585339
"ompF",2.97425495880384
"folE",-2.97425495138448
"uxaB",2.97206843310357
"yihT",2.96892596650245
"rfbA",-2.96826694533818
"aidB",-2.96764596629742
"dxs",-2.96081920718537
"elaB",-2.96062121336022
"murQ",2.95906147532661
"elyC",-2.9576967699841
"insH7",2.95488688915727
"ynjA",2.95390824833052
"cyoA",-2.95279479522831
"ghoT",2.95248655685221
"opgH",-2.94401149080121
"atpI",-2.94066309286996
"fimF",-2.93972537206618
"zapB",2.93927533218263
"aroB",-2.9386637151472
"spoT",-2.93019375447027
"yfeW",2.92856264181331
"xerC",-2.92694127673707
"rof",2.92217984938858
"dksA",2.92104447591916
"ydjF",-2.91753056714033
"degP",-2.91532335032807
"yfeY",-2.91408318447732
"insH6",2.91407764951018
"ispU",-2.91340381135241
"ddlA",2.91263675257775
"potA",-2.91253320557755
"aroC",-2.91191301387767
"yhiJ",-2.91038737519349
"dusC",-2.91006933709725
"cdgI",2.907973167778
"iscA",-2.90665546629564
"lpxD",-2.9057476082942
"betB",-2.90476192484325
"ptrA",-2.90307959268119
"uup",-2.90242633109178
"mipA",-2.90120083811446
"yadH",2.90115570681526
"mdtB",-2.89999818010909
"insL3",-2.89622615767624
"fimG",-2.89550623304286
"btuE",-2.89543998217549
"tnaA",2.89252803661581
"ytjC",-2.89213528420163
"ychE",2.89174196916313
"yeeZ",2.89098917964376
"nuoF",2.88972466508382
"yaiA",-2.88968766889496
"yegS",-2.88949297831037
"ybjT",-2.88855562511833
"pdxH",-2.88633868740116
"lpd",-2.8862969562249
"amiC",-2.88538870711654
"gltJ",-2.87967446941679
"potC",-2.87700779089948
"cysB",-2.87662069570967
"mepK",-2.87535574409319
"insH1",2.87331058252496
"fhuD",-2.87308099574639
"rbsB",2.87180765733637
"eco",2.86997701173797
"fhuE",-2.86833160983076
"gpsA",-2.86635193642745
"sdhC",-2.86165967852454
"yagF",2.85936615315901
"fnr",-2.85698189980821
"yheT",-2.85677160597613
"guaD",-2.85540872508469
"apaH",-2.85431122422774
"potD",-2.85005190566209
"ybdR",-2.84536670458166
"yibA",-2.8447696902854
"uxaA",2.84452688193363
"pncA",-2.84282809381555
"speB",2.84233444755571
"guaA",-2.84213818638981
"queC",2.83744444559079
"yjcH",-2.8353105279719
"pdxB",-2.83447107148175
"amiA",-2.83247114395009
"caiB",2.83237149542669
"phoB",-2.82944229462304
"yhjD",-2.82726884418956
"gatA",2.82282679355305
"yghG",-2.82174019259455
"pptA",-2.82131412184656
"rcsA",-2.82040535245651
"fdhE",2.81823273792823
"ybiU",-2.81625450394563
"ratA",-2.81565977720053
"wecA",2.81542380167632
"proY",2.81485789518627
"fucP",2.81138830976391
"fbaB",-2.81111022269796
"rnc",-2.80885620445013
"insL1",-2.80204598655799
"dppC",2.79928671498926
"yegH",2.79590851831532
"ftnA",2.79550559486521
"yfjF",-2.79415518513774
"gntK",2.79265894960718
"rpoC",2.7910722159151
"ykgJ",-2.79059386816689
"nhaR",-2.78951268062462
"pqiA",-2.78867890014116
"pqiB",-2.78748663557944
"hybC",2.78645895645919
"yddG",2.78566038858247
"rhtC",-2.78365578658759
"lapC",-2.78331537777669
"yiaY",2.78214343393891
"anmK",2.78176173434993
"lacZ",2.78133584736257
"puuC",-2.78094455962068
"ynfC",-2.77436263834477
"selB",2.77389836230532
"yahK",-2.76668563827742
"uhpC",-2.76189079350562
"secD",-2.76148868442957
"elaD",-2.76141383386761
"yqeI",2.76040591496896
"lspA",2.75987072658514
"yhfY",2.75660085055734
"hycC",2.75503959501007
"minE",-2.75118352101132
"yjiH",2.74996543655621
"maoP",-2.74862170874368
"yqeB",2.74709285442752
"ycgN",-2.74419727735458
"yegD",-2.74378063150755
"nikR",2.74283183962071
"rne",-2.74201033678363
"pabA",-2.73973969072609
"acpH",-2.73754786432162
"ygaP",-2.73736576798702
"rsxD",-2.73242160746487
"iscS",-2.73168176030367
"bglX",2.73094604348349
"pbpC",-2.73070960796274
"insG",-2.72868509196772
"leuE",2.72802651957114
"wecC",-2.72759426810279
"menB",-2.72369926371274
"tldE",2.72187639665247
"ybaQ",-2.72144098463879
"fadL",-2.72071053909875
"yicN",2.72023610019362
"rclC",-2.71952484643313
"fhuF",-2.71838641829607
"phnP",-2.71779200065088
"putP",-2.71471188549345
"yqcA",2.71126159366589
"zntB",-2.70983244693347
"pdeL",-2.70692540644072
"rlpA",-2.7043584788751
"dnaG",-2.70402193074461
"dusB",-2.70214990136018
"yceK",-2.70073289036146
"hscC",2.69738496210657
"hisA",2.69704014284842
"ygdQ",2.69652014548489
"rutR",-2.69611128150127
"sufD",-2.69315494153305
"yahO",-2.69068126727917
"malS",2.69066528809997
"glyS",2.68994815027198
"gabD",-2.68988363504216
"moeA",2.68813554547002
"yhbO",-2.68683657831969
"tsaE",-2.68644634853989
"ytfK",-2.68217762092028
"fabH",-2.68023495892243
"fklB",-2.67945760604858
"tus",-2.67930998445802
"metL",-2.67857234888496
"secB",2.67523373916447
"clsC",-2.67337961160504
"lpxM",-2.67310277034032
"ymdF",-2.66996984882297
"yafV",2.66993435354135
"bglA",2.6653010450518
"ggt",-2.66411255737447
"eptB",2.66135332567632
"fdoG",-2.6585293480832
"yihS",2.65038763732721
"ydiL",2.64917616361032
"yciW",-2.64834729302171
"tpx",-2.64668050131081
"fhuC",-2.64358736622546
"rfbC",-2.64039424268302
"hcxB",-2.63957163494515
"ebgR",2.63729429301455
"rho",-2.63680378997974
"ampH",-2.63668855603682
"araA",2.6356117816972
"ettA",-2.63495263558769
"fecI",-2.62910755020999
"alaA",-2.62873135357661
"yfcG",-2.62836904696679
"recO",-2.62731481385126
"plsB",-2.62543265574902
"ydhS",-2.62522239607723
"pta",2.62401778814549
"ycaO",-2.62338154434318
"recR",-2.62288600162687
"waaB",2.61979403306205
"fabA",-2.60665170804824
"sufE",-2.60620161676694
"yejL",-2.60522121537679
"tesB",2.60462420238718
"tas",2.60431944393264
"fdhD",-2.60265229629235
"nuoG",2.60260328687863
"rffM",-2.60255629369141
"bepA",-2.60189625164007
"ybiA",2.59971605735199
"yoaA",-2.59867119767148
"arfA",-2.59792277328747
"nlpD",-2.59243277193276
"serB",-2.59180401907725
"holA",-2.59085932961218
"fbaA",2.59045624344782
"sufS",-2.58962242833922
"yhcG",2.58903767818049
"dapE",2.58899501618812
"modE",2.58832459322164
"hlyE",2.58699432799952
"kdpC",-2.58576442392124
"ybdF",2.58247020460169
"gnd",-2.57999276931516
"talA",-2.57952556202634
"hprR",-2.57784727735187
"ygiW",-2.57667702209162
"phoA",2.57485743704827
"sodA",-2.57354822511459
"yqcE",2.57226346856683
"yfdE",-2.57165244598941
"cysS",-2.57153961999175
"malP",2.57079694113756
"cpoB",-2.56937682093526
"tusC",-2.5679917507543
"fumD",2.56785983534957
"ftsN",-2.56506210971084
"cysQ",2.56442487550443
"fryA",2.563229918065
"rplU",-2.56227695083989
"panC",2.5622622685065
"afuC",2.56050873645823
"nupC",-2.55920454965139
"fadA",-2.55742839669249
"otsA",-2.55622720716704
"yaeR",-2.55455297440254
"yhfT",2.55160865513
"nemR",-2.54902679540486
"fumC",-2.54681879129396
"glcF",-2.54673514439596
"insA1",2.54414457704705
"lacA",-2.54409639786824
"zwf",2.54400862564131
"yncG",-2.53778800749256
"ghrB",-2.53706753338961
"aroK",-2.53227577853181
"rihB",2.52968957463704
"uxuB",2.52559127585151
"cysA",2.52501020489111
"flhC",-2.52385916077111
"yhcN",-2.52340280314634
"ribD",2.51956161476978
"ykfB",2.51921566627312
"torS",2.51906500454745
"yahJ",-2.5184116594339
"ilvC",-2.51561625254865
"yehW",-2.51372594778714
"tktB",-2.51238798017401
"ypdC",2.50950206092663
"yigZ",2.50706234743819
"ydbL",-2.50704846720783
"alaS",-2.50695400062743
"yghX",-2.50611480013711
"ugpQ",-2.50449465213306
"yeaV",2.50068481789244
"arnC",-2.49634554311121
"emrY",-2.49550386482798
"hisF",2.49450285882835
"atpB",-2.4933643323244
"ydbA",-2.48898137537102
"ycgV",2.4858050076081
"dnaX",2.48406707900011
"potG",-2.48174116763276
"ynjI",-2.48121547076495
"yceJ",-2.47561586673049
"fimI",-2.47462656027988
"tamA",-2.47401329409636
"yjeH",2.47222921139775
"ymgE",-2.47085919966829
"nfi",-2.47081270978658
"ykgA",-2.46979012001398
"yfdX",2.46683144245743
"bcsG",-2.46123871542961
"essD",2.460551650942
"bglF",2.45987766358186
"yobA",-2.45901237246472
"pyrS",2.45838718997934
"bfd",-2.45829293808534
"yeiR",-2.45686524062178
"ccmC",2.4554409631892
"cnoX",-2.45534609479629
"glcA",-2.45209811830287
"umpG",-2.44747224527761
"gntU",2.44588131346081
"rpmJ",2.44520428565272
"yodB",-2.44333083657085
"yadM",-2.44289642669093
"ygjR",2.44168568783687
"rob",2.43785643440022
"fdnH",2.43642806057689
"yadK",-2.43632698587465
"ykgE",2.43483141576647
"mnmE",-2.43320101452421
"cbrB",-2.43285489132474
"poxB",-2.42850629427931
"glnL",-2.42779491586077
"basS",2.42523124861199
"mfd",-2.42406807433944
"hscB",-2.42297284769701
"rdgB",-2.42241143742825
"yrfG",-2.42220723924073
"dppD",2.42168034732632
"ybiB",2.41950790511412
"psuK",2.41928839291575
"yehX",-2.41772545279872
"fadI",-2.41740167119668
"ygcW",2.41637378806835
"rcsB",-2.41631120224849
"deoC",2.41450190574687
"ygdI",-2.41432089711951
"astD",-2.4112489670597
"yafE",2.40926599332102
"hycA",2.40914268312498
"tam",-2.40677686908417
"ycfH",-2.40649185425843
"fepE",-2.4057759401213
"fhuB",-2.40409158388333
"rhaR",2.40389866247494
"yeaQ",-2.40236071615189
"pmrD",2.40039291074489
"glcE",-2.40031716329899
"yjeM",2.39997335390976
"rhtA",-2.39988832885757
"groS",-2.39724089865437
"yhaH",-2.39190483801408
"yagU",-2.38847561404029
"ycaQ",-2.38647853257605
"pdeB",-2.38621267264383
"exoX",2.38603001962075
"sspA",2.38434717857154
"yijE",2.38137892667041
"hemF",-2.37955148288705
"acrR",-2.37847316756234
"rlmH",-2.37564406729544
"ribC",2.3744376530761
"tufB",-2.37048405421702
"hofB",2.37015713716103
"flgG",-2.36750727921692
"clsA",2.36650407934828
"tolC",-2.36276775957669
"entS",-2.36248511516347
"hemL",2.36045272925832
"gltK",-2.3598860752631
"dnaN",-2.35972403917672
"rpnE",-2.35963446943043
"kefB",-2.35584514496579
"xylG",2.35548595740986
"ais",-2.35547352024448
"yceI",-2.35312985487046
"metQ",-2.35302999922015
"yfdC",-2.35075707062805
"ybiW",2.34975309355415
"bcsC",-2.3492842425245
"nlpI",2.34793141749541
"yicJ",2.34705832258968
"yicI",2.33898662376135
"aroL",-2.33844363793248
"bcsF",-2.33524111816699
"mprA",-2.33490144802571
"citR",-2.33316466526388
"ypfJ",-2.33264665010699
"sucD",2.33242378418229
"ygfX",2.3313345658651
"ytfP",-2.32920288474557
"yfcE",-2.32899023609309
"rpsP",-2.32562638715705
"yghQ",2.32539831665391
"sbmA",2.32522856931883
"sutR",2.32153881041637
"yhhW",2.3195640155707
"insH3",2.31955029147769
"insI3",-2.31761879197461
"basR",2.31739346708326
"fadD",-2.31610225194249
"pal",2.31533389432245
"pepQ",2.31489505007663
"rlmG",-2.31467323698451
"csqR",2.31349511455633
"oppA",2.30886357022065
"ppx",-2.30875895024855
"pqiC",-2.3080674526294
"hcaB",2.30717958074119
"uvrY",2.30706820396823
"ydbH",-2.30550968589319
"fepB",-2.30546236487333
"yoaH",-2.30420177168567
"nsrR",2.30397440680396
"casB",-2.30208960101969
"araC",2.29780284306661
"yjfY",-2.29660348068871
"yhiN",-2.29509678664309
"yafZ",2.29425652515681
"sucB",2.29329349953596
"yaeQ",2.29321054200111
"mntS",-2.29044381483558
"gabT",-2.28989189828281
"menC",-2.28780305506632
"yihA",2.28594812728683
"yqiG",-2.28158842961178
"ybiR",-2.28113664423687
"kbl",2.27874988067868
"opgB",-2.27834009127402
"matA",-2.27625955452339
"selD",2.275406364637
"pliG",-2.2732277286349
"ycfT",2.27297930459216
"flgF",-2.26719938844985
"fliM",-2.26699869813725
"pitA",2.26518824371916
"rfbX",-2.26315678108322
"ynfH",2.2623555278534
"msrA",2.25392644647885
"yicL",-2.25326507792985
"coaD",-2.25315139097747
"kbaZ",2.25282023381131
"pspF",2.25226473138113
"mdtG",2.25123903696129
"glpF",2.24980070662786
"mngR",-2.24865350083349
"yeaK",-2.24835312751823
"yjdN",-2.24785231624349
"leuS",-2.24782654118618
"fabR",2.24695743585576
"tgt",-2.24286632271565
"hyfG",2.24141789425414
"ypaA",-2.23975486821274
"nadB",-2.23939739545685
"rbfA",2.23685305517885
"yphC",2.23669017806645
"galU",-2.2355844613331
"abpA",2.23312257720047
"dut",-2.23251590624125
"ynaE",2.23069581282002
"ilvY",2.23024708248006
"rimJ",2.2297143186956
"tsr",2.22814396104482
"fau",2.22655410583673
"ybiT",-2.22575396158788
"tatB",2.224269272312
"cysG",2.22317083497378
"rssB",-2.22150621167509
"arnB",-2.22145153528786
"ybjC",-2.217945570346
"birA",-2.21724049760952
"ycgM",2.21707113646907
"yejK",-2.21701945129581
"yejE",-2.21634325963096
"yddE",-2.21439868288658
"dpaA",-2.21357989634367
"yfeR",-2.21223642257485
"xylA",-2.21063928464612
"hemD",2.20986106729802
"ampD",2.20717763271752
"murB",-2.20619496295048
"idnR",-2.20473733948404
"yhdP",-2.20403508431898
"rraB",2.20339353795384
"mrdB",-2.20140160896707
"cho",-2.20033158936468
"ygeA",-2.19307865042287
"mngA",2.19092712471496
"yafO",-2.18894645134982
"nanC",-2.18757568056591
"speE",-2.18742282098058
"mntP",2.18703784178049
"opgE",-2.18600697603357
"hslR",-2.18526025128598
"ygjQ",2.18475883778707
"waaQ",2.18329293729113
"yfcH",-2.18172033482933
"ybjD",2.18114435246146
"cysK",-2.18045222758786
"rlmM",-2.18012135592495
"yieF",-2.1764140666688
"araH",2.17317092260714
"torA",2.17210347218684
"yejF",-2.17204357103647
"cyaA",-2.17192350459277
"coaA",-2.17177080658083
"aroD",-2.1711833441083
"degS",-2.17027535859883
"hflK",-2.16727675067083
"fepC",-2.16627951102449
"rep",-2.16587589736349
"viaA",2.16151454816087
"acrE",2.16146912810035
"glf",-2.1606206763773
"sdhE",2.16043924591816
"gfcE",-2.15952433617873
"ydcD",-2.15556656907442
"rbsR",2.15541353714652
"ygeW",2.1531202861325
"qmcA",2.15288758585838
"panD",-2.15106827868873
"citF",2.15103389789743
"ycaD",-2.15011574143526
"ygbK",2.14670174720787
"ygbA",-2.14621077872963
"punR",-2.14335986836556
"glmM",2.14331699027813
"yehP",2.14185768369119
"crp",2.13393080954027
"fsaA",2.13096057473934
"puuE",-2.13094081809045
"yafJ",2.13070331609209
"pstA",-2.1306652654606
"ybaV",2.13005473031686
"skp",-2.12952576283177
"ybjG",-2.12891735163556
"yfdV",2.12543287415054
"ecnB",-2.12459946667866
"speD",-2.123902138129
"dctA",-2.12070572844124
"yafL",-2.12001567142829
"fes",-2.11932248728228
"aslB",2.11915563682706
"leuO",2.11830713653883
"caiT",2.11653099160229
"nhaA",-2.11541128628134
"glsB",-2.11315882753028
"folC",-2.11121765816165
"yeiS",-2.11031105119793
"yadL",-2.11023714184122
"yffB",2.10960216422692
"apt",-2.1069462766978
"waaG",2.10694110543369
"glpB",2.1063790494233
"selU",2.10512728792161
"yfiB",-2.10430485701563
"ahr",-2.10368543712996
"trxB",-2.1024560875321
"speA",-2.10133853321526
"yihM",2.09856392310385
"glgX",-2.09642591572687
"yehB",2.09575518225482
"slmA",-2.09204495457136
"ybiO",-2.09142508422632
"ycdY",-2.09055617171233
"osmC",-2.08999619132771
"yciU",2.08810071551824
"rplL",-2.08738738460661
"ybhL",2.08702211933604
"yehY",-2.08631399553481
"cof",2.08398218331669
"wzyE",-2.08333327327875
"atpC",2.08179910898823
"glcG",-2.08108318218762
"ubiH",2.07957225074213
"clpS",2.07490184831024
"higB",-2.07475774349657
"yfdI",-2.07459397393888
"yacL",2.07234802584137
"fre",-2.07217740688131
"yajC",-2.07162548836105
"gpp",-2.07157305376161
"argK",2.0711686734214
"ynfM",2.06938405136898
"yceD",-2.0677064169315
"aspS",2.06754762068578
"otsB",-2.06690792892551
"yjcE",2.06191663348559
"ligA",2.06118692791027
"yjgR",-2.05956657031861
"treF",-2.05948759965566
"yeaE",2.05731511798397
"atpE",-2.05697404419404
"rpsL",-2.05607966961272
"infC",-2.05591602162994
"recB",-2.05327347246672
"torR",-2.05286152573995
"flgK",-2.05063407227299
"yhcF",-2.04876973981681
"yibL",2.04818198117715
"glnP",-2.04690054227636
"yqjK",-2.04639816936809
"ybaN",-2.04333549901293
"flxA",-2.04253900213091
"sbcD",-2.04163305095123
"ibpA",-2.04153368544226
"eutL",2.04135707996722
"ygjP",2.04123931121278
"uvrB",2.04098821647178
"citT",2.04094064308029
"ygcO",2.04058751022934
"kbp",-2.03771325086813
"lpxL",2.03755105703356
"yafN",-2.0365040306043
"ybhJ",2.03515842415923
"ydhX",2.03498870167198
"phnO",-2.03288749736027
"yidQ",-2.03131054711251
"erpA",-2.03123803323831
"purD",-2.03057772418861
"gstA",-2.02909223155456
"cycA",-2.02876989531659
"fecD",-2.02788241306073
"slyB",2.02457134689707
"recA",2.02344456004856
"yhjV",-2.02264842456831
"yafC",2.02259249840204
"araB",2.01998801665626
"creA",-2.01832164685998
"rpsQ",2.01526214805598
"dinB",-2.01358092089892
"yjgA",-2.01299185195844
"yccU",-2.01169233096156
"yqjA",2.01151756610361
"ddpB",-2.01036092557449
"dgcZ",2.01013416624436
"emrK",-2.00826538705087
"bamB",-2.00799784000877
"ldtD",2.00712488077144
"insA3",2.00667895609226
"lsrA",2.00380864369186
"yidJ",2.00207405222463
"pbpG",-2.00132289733005
"lpxH",-2.00111638750669
"grxC",1.99906021012954
"hflC",-1.99711681562818
"yhcO",-1.99665981519275
"idnO",1.99663734339115
"yciY",1.9957595944244
"ymfA",-1.99568876257816
"hisJ",-1.99510345032128
"lgt",-1.9915404931238
"clpX",1.99116094017609
"hldE",-1.9908487478136
"yqjE",-1.98840614598548
"araG",1.98839580334622
"speC",-1.98770496367584
"aldA",-1.98688641647415
"ynfG",1.98269691020419
"wcaM",-1.97951502187196
"arpB",-1.97837373772233
"atoS",1.97760161541787
"appY",1.97651714685729
"rzpD",1.97650203857631
"hybD",1.97512833666524
"ygiD",1.97458822616884
"yecE",-1.97443199055786
"ribA",1.97278396019366
"rstA",1.97014004306577
"ybeZ",-1.96928042772366
"ydbK",1.96806644198121
"arnA",-1.96363591870233
"ldcA",1.96283124341714
"fixB",1.96209055461719
"osmE",-1.95989121016496
"sieB",-1.95983035719325
"ubiJ",-1.95843400676237
"chaC",-1.9575181713911
"potH",-1.9572611785347
"frc",1.95575406656667
"mtlD",1.9527185122144
"yhhM",-1.95231557144568
"nusG",-1.95021861244132
"mog",1.95001009703556
"yhgE",1.94811541178522
"phoP",1.94608491609018
"ygiV",-1.94586536393635
"ybcH",-1.94408866529371
"abgR",1.94294460799221
"appA",-1.94266930759554
"gdx",1.94197945828709
"oppF",1.94012894507471
"frwC",1.93983261261942
"uidB",1.93844004387795
"yciN",1.93647777562438
"osmF",-1.93458253213584
"acnB",-1.93424867170256
"yjcS",1.93387408237492
"phoR",-1.93379944045449
"yiiS",1.93250220230792
"frmB",1.93237590816464
"borD",-1.93086988472567
"yneK",-1.93041963782858
"fumA",-1.92946541797609
"ldtC",1.92935314778173
"pphB",-1.928599536995
"yfjR",1.9255656706307
"yiaK",1.92485293620821
"ydjI",-1.92428596315796
"yadG",1.92389071981411
"fabB",-1.92373228580587
"nudB",1.92133152244733
"murR",1.92128227096386
"pgsA",1.9211123938583
"fimB",1.92038225653758
"secY",1.91799848177452
"yeaO",1.91584947912854
"crr",1.91496310388802
"purL",-1.91313453062947
"glcB",-1.91230986864973
"patD",-1.91137705498489
"yhdU",-1.91110051261635
"ligB",1.91084385178594
"rhsD",1.90833414464661
"patZ",1.90770256987099
"yheU",-1.90654294365541
"insA2",1.90582497434588
"ydcK",-1.90519068179167
"hsdR",1.90448757820479
"ybaA",-1.90397782415181
"idnT",1.90380388567625
"flgJ",-1.90183867844899
"yniB",-1.90161264553749
"waaC",-1.89995460875947
"frwB",1.8981649779523
"rpmH",-1.89693376273512
"ygeO",-1.89488605731649
"ycgL",-1.89236858418597
"kdpD",-1.89073129523101
"cspI",1.88589774361178
"nuoB",1.88534526974625
"yeaR",-1.88263289688932
"fixC",1.88113774623138
"yjfF",1.88103751511893
"secE",-1.88051820349258
"wza",-1.87771615454005
"thpR",-1.87527800558294
"mtfA",1.87295882466448
"yejA",-1.87228556180838
"etp",-1.87193025298988
"ybdJ",-1.87138605527206
"rpoH",1.87124783344312
"mcrA",-1.86907280618383
"artM",-1.86906795832104
"slyD",1.86898725071949
"eda",1.86824035450723
"fucR",1.86591434045474
"edd",1.86582749472283
"glyQ",1.86308810673302
"puuB",-1.86307849542411
"yqhC",-1.86257480531082
"yjhQ",1.8622501343371
"cysI",1.86180059658832
"mdh",-1.85853197588526
"cpdA",1.85466557364307
"sfsA",1.85338570651732
"hisI",1.8513315523778
"glpR",-1.85093960808047
"yfeK",-1.85084908370229
"yajL",1.85073630069085
"topAI",1.85042598664784
"yfaP",1.84925062300472
"mak",1.84883383107396
"glgP",-1.84790770713162
"waaP",1.84714768406388
"zupT",1.84664623004654
"ymdA",-1.84503666736493
"cca",-1.84475607726767
"ldcC",-1.84444607404241
"creB",-1.84435728489419
"hslO",-1.84393006850718
"hybF",1.8437769827145
"yecN",1.84373038712779
"sucC",1.84326269260038
"gluQ",-1.84250753200798
"xylH",1.841817298021
"hybE",1.84092511766241
"fdrA",1.83968194694019
"ydgA",1.83753875030628
"ppiD",1.83519394158641
"uspD",1.83481917206919
"gloC",-1.83355382672498
"tatA",1.82988049166479
"ppa",-1.82890228837127
"ydhK",-1.82871809945827
"ftsE",1.82862203433745
"cra",1.82857105766481
"yihN",1.82785260626238
"fadH",-1.82522007222696
"tdcE",1.82462124448687
"ydiJ",-1.82295552352527
"yhdJ",-1.82133329954532
"yjtD",1.81931960083214
"betA",-1.81888491450095
"yjjV",-1.81785563376231
"hxpB",-1.8157053365383
"yacG",-1.81457544952003
"galE",1.81310072166243
"idi",-1.81224193581538
"yigA",-1.81220818154939
"glgA",-1.81060219279872
"rcnB",-1.80958160737983
"paaY",1.80810335985888
"hspQ",-1.80790978264423
"yaaX",1.80680420520978
"yheS",-1.80560660839294
"pepD",1.80461692533577
"yhfX",1.80161813302051
"gdhA",1.8009894943778
"zntR",1.80050631256628
"ttdA",1.79979804357042
"ihfB",1.79972407580774
"yjjZ",-1.79798977398488
"yghD",-1.79765458081243
"creC",-1.79592223192204
"wecF",-1.79583602679569
"rcdB",-1.7954371373223
"paoD",-1.79491992236424
"ylbH",1.79367475751966
"alr",-1.79318523873474
"srsR",-1.79189965633295
"gltD",1.79181385693242
"yafY",1.78996803315617
"prkB",-1.78979333648756
"pdeD",-1.78825072742103
"yciK",1.78817819494045
"kdpE",-1.78716119566211
"dgt",1.78667851444264
"gsiD",-1.78623730234784
"ygaV",-1.78607654836443
"ybeY",-1.78565020968019
"yaeI",1.7851403197167
"ulaC",1.78408948850958
"thyA",-1.78331579423734
"ymfK",-1.78020651297284
"ybeM",-1.77926418327393
"ascF",1.77914851080018
"ldtA",-1.77665563244235
"ydiO",1.77657935679808
"lpxK",-1.77635930120176
"yjiT",-1.77623580757788
"cpxA",-1.773303874853
"gcvA",-1.77138119932816
"flhD",-1.77113006538808
"ygaM",-1.76982747657543
"yahB",1.76774824285293
"eutE",1.76657365291402
"cpsG",-1.76606615719397
"mppA",-1.76414889137031
"yggR",1.76388561827773
"hipB",-1.76301498882217
"yjdJ",-1.76127975177429
"panE",1.76116404644506
"glnQ",-1.76115272379799
"pgrR",-1.76086235434725
"ascG",1.76058307161573
"seqA",-1.75944418602015
"uhpB",-1.75921092191721
"mhpT",1.75844479848427
"tfaX",1.75657049629151
"tsf",1.75289033751338
"nnr",-1.75228634836348
"orn",1.75115570049802
"rluF",1.74958183395531
"ulaE",1.74774680213602
"mmuM",-1.74537297091903
"yehI",-1.7439788523013
"yobB",-1.73961958995751
"ompX",1.73878176010523
"mcrB",-1.73855054348926
"cspC",-1.73723922020763
"letA",-1.73625887147439
"narP",1.73568956195318
"csrD",1.73555957916201
"dtd",-1.73504038662105
"fetB",-1.73487290047926
"maa",1.7345931420428
"msrB",-1.73408900257055
"pnuC",-1.73403345165407
"ybfP",-1.73340074234761
"yfcR",1.73306409261921
"cdh",-1.73104434261383
"pyrE",-1.72922556936127
"araF",1.72726673852842
"hcaT",-1.72665900470542
"hfq",1.72571606360029
